ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
320	"ENSG00000060069.18"	"CTDP1"	chr18	+	79728906	79729069	79736354	79736521	79717809	79718016	79753651	79754503	320	0,0,3	0,1,0	3,0,0	0,0,0	198	198	1	1.0	NA,0.0,1.0	1.0,NA,NA	-0.5
325	"ENSG00000172175.16"	"MALT1"	chr18	+	58734306	58734381	58734450	58734566	58733396	58733574	58735201	58735329	325	0,0,1	0,1,0	0,0,1	0,0,0	174	198	1	1.0	NA,0.0,1.0	NA,NA,1.0	-0.5
340	"ENSG00000141644.19"	"MBD1"	chr18	-	50274185	50274353	50274976	50275045	50273563	50273863	50275128	50275245	340	1,5,1	0,1,4	0,2,0	0,0,0	168	198	1	1.0	1.0,0.855,0.228	NA,1.0,NA	-0.306
379	"ENSG00000175063.17"	"UBE2C"	chr20	+	45814383	45814470	45815540	45815745	45813436	45813464	45815853	45815913	379	0,0,2	0,0,2	3,1,1	1,0,2	186	198	1	1.0	NA,NA,0.516	0.762,1.0,0.347	-0.187
391	"ENSG00000101557.15"	"USP14"	chr18	+	166786	166819	178932	179037	163307	163453	180235	180339	391	0,0,0	0,1,0	0,3,0	0,0,0	132	198	1	1.0	NA,0.0,NA	NA,1.0,NA	-1.0
394	"ENSG00000183010.17"	"PYCR1"	chr17	-	81934325	81934489	81934652	81934745	81932383	81933376	81934925	81935147	394	2,0,0	0,0,0	0,0,0	0,0,2	192	198	1	1.0	1.0,NA,NA	NA,NA,0.0	1.0
395	"ENSG00000185624.16"	"P4HB"	chr17	-	81846946	81847068	81847242	81847347	81846428	81846629	81855141	81855279	395	8,1,3	6,3,7	2,1,4	2,4,5	198	198	0.783209304169	1.0	0.571,0.25,0.3	0.5,0.2,0.444	-0.008
401	"ENSG00000185339.10"	"TCN2"	chr22	+	30612872	30613042	30614348	30614501	30610870	30611063	30615300	30615473	401	0,0,1	0,0,0	0,0,0	1,0,0	198	198	1	1.0	NA,NA,1.0	0.0,NA,NA	1.0
403	"ENSG00000266714.11"	"MYO15B"	chr17	+	75616068	75616147	75616523	75616785	75615692	75615884	75616873	75616961	403	0,3,4	4,8,8	0,0,0	0,0,1	178	198	1	1.0	0.0,0.294,0.357	NA,NA,0.0	0.217
404	"ENSG00000125450.11"	"NUP85"	chr17	+	75218184	75218306	75225102	75225237	75215753	75215823	75225341	75225464	404	2,0,0	0,0,1	0,0,0	0,0,2	198	198	1	1.0	1.0,NA,0.0	NA,NA,0.0	0.5
410	"ENSG00000271605.6"	"MILR1"	chr17	+	64452596	64452866	64457399	64457684	64449313	64449355	64460821	64460932	410	0,0,3	0,2,3	0,0,2	0,0,0	198	198	1	1.0	NA,0.0,0.5	NA,NA,1.0	-0.75
417	"ENSG00000146872.19"	"TLK2"	chr17	+	62553662	62553755	62560015	62560126	62552301	62552397	62565000	62565137	417	0,0,4	0,0,2	0,0,0	2,0,0	192	198	1	1.0	NA,NA,0.673	0.0,NA,NA	0.673
420	"ENSG00000108848.16"	"LUC7L3"	chr17	+	50737286	50737479	50738140	50738199	50736959	50737026	50740305	50740345	420	2,2,2	0,0,1	0,0,1	0,0,0	198	158	1	1.0	1.0,1.0,0.615	NA,NA,1.0	-0.128
423	"ENSG00000159210.10"	"SNF8"	chr17	-	48933204	48933346	48940923	48941062	48931642	48931717	48943924	48943975	423	0,0,1	0,1,0	0,0,0	0,1,0	198	198	1	1.0	NA,0.0,1.0	NA,0.0,NA	0.5
438	"ENSG00000108799.13"	"EZH1"	chr17	-	42722794	42722915	42724304	42724424	42720272	42720449	42727634	42727763	438	0,1,1	2,1,6	0,0,0	1,0,0	198	198	1	1.0	0.0,0.5,0.143	0.0,NA,NA	0.214
439	"ENSG00000108799.13"	"EZH1"	chr17	-	42722794	42722915	42727634	42727763	42720272	42720449	42728824	42728952	439	0,0,0	2,0,6	1,0,0	1,0,0	198	198	1	1.0	0.0,NA,0.0	0.5,NA,NA	-0.5
455	"ENSG00000275700.6"	"AATF"	chr17	+	36953769	36953907	36986616	36986731	36952885	36953296	36988518	36988720	455	1,3,6	0,0,1	0,0,1	1,0,0	198	198	1	1.0	1.0,1.0,0.857	0.0,NA,1.0	0.452
470	"ENSG00000175662.18"	"TOM1L2"	chr17	-	17882704	17882863	17884633	17884768	17879626	17879743	17893660	17893810	470	0,0,1	0,2,2	0,2,0	0,0,0	198	198	1	1.0	NA,0.0,0.333	NA,1.0,NA	-0.834
488	"ENSG00000141252.21"	"VPS53"	chr17	-	628087	628231	631549	631628	627173	627316	653290	653410	488	0,2,0	0,0,1	3,0,0	0,0,0	178	198	1	1.0	NA,1.0,0.0	1.0,NA,NA	-0.5
505	"ENSG00000118705.18"	"RPN2"	chr20	+	37198396	37198492	37199049	37199225	37184179	37184373	37203884	37203960	505	0,2,3	0,2,6	1,0,1	1,0,2	195	198	1	1.0	NA,0.504,0.337	0.504,NA,0.337	0.0
515	"ENSG00000168411.14"	"RFWD3"	chr16	-	74651919	74652122	74660931	74661451	74649131	74649202	74664623	74664745	515	0,0,1	0,2,2	1,0,0	0,0,0	198	198	1	1.0	NA,0.0,0.333	1.0,NA,NA	-0.834
520	"ENSG00000132600.18"	"PRMT7"	chr16	+	68315896	68316074	68321425	68321462	68312041	68312176	68324682	68324832	520	0,1,1	0,0,1	0,0,0	1,0,0	198	136	1	1.0	NA,1.0,0.407	0.0,NA,NA	0.704
521	"ENSG00000132600.18"	"PRMT7"	chr16	+	68321425	68321462	68324682	68324832	68315896	68316074	68329065	68329174	521	1,0,0	0,0,0	1,0,0	0,0,1	136	198	1	1.0	1.0,NA,NA	1.0,NA,0.0	0.5
522	"ENSG00000132600.18"	"PRMT7"	chr16	+	68324682	68324832	68329065	68329174	68321425	68321462	68337458	68337571	522	1,1,1	1,1,1	1,0,1	0,0,0	198	198	1	1.0	0.5,0.5,0.5	1.0,NA,1.0	-0.5
533	"ENSG00000135720.13"	"DYNC1LI2"	chr16	-	66742437	66742668	66749196	66749313	66736074	66736244	66751272	66751346	533	1,0,2	0,0,1	0,0,1	0,0,1	198	198	1	1.0	1.0,NA,0.667	NA,NA,0.5	0.334
534	"ENSG00000254788.7"	"CKLF-CMTM1"	chr16	+	66558189	66558348	66563121	66563217	66552678	66552793	66577103	66577202	534	0,1,1	0,0,1	0,0,3	1,0,0	198	195	1	1.0	NA,1.0,0.496	0.0,NA,1.0	0.248
537	"ENSG00000005194.15"	"CIAPIN1"	chr16	-	57431150	57431266	57432486	57432560	57430257	57430339	57434043	57434212	537	0,0,1	0,0,0	0,0,0	0,0,3	173	198	1	1.0	NA,NA,1.0	NA,NA,0.0	1.0
545	"ENSG00000290927.1"	"ENSG00000290927"	chr16	+	31705671	31705792	31705889	31706034	31705348	31705472	31706890	31707437	545	2,0,4	1,0,0	2,0,2	0,0,0	198	198	1	1.0	0.667,NA,1.0	1.0,NA,1.0	-0.166
546	"ENSG00000196839.14"	"ADA"	chr20	-	44623006	44623078	44626455	44626599	44622828	44622930	44629046	44629169	546	0,0,1	0,0,0	0,0,1	0,0,4	198	171	1	1.0	NA,NA,1.0	NA,NA,0.178	0.822
552	"ENSG00000188603.22"	"CLN3"	chr16	-	28487661	28487741	28489289	28489386	28487455	28487541	28491481	28491560	552	1,1,1	0,0,3	2,1,0	0,0,0	196	179	1	1.0	1.0,1.0,0.233	1.0,1.0,NA	-0.256
571	"ENSG00000122390.19"	"NAA60"	chr16	+	3479470	3479600	3482501	3482598	3476221	3476337	3483362	3483597	571	1,2,2	0,0,0	0,0,0	1,0,0	198	196	1	1.0	1.0,1.0,1.0	0.0,NA,NA	1.0
572	"ENSG00000008517.19"	"IL32"	chr16	+	3067376	3067415	3067442	3067613	3065783	3065826	3067983	3068010	572	0,0,0	0,0,2	0,0,2	0,0,0	138	198	1	1.0	NA,NA,0.0	NA,NA,1.0	-1.0
585	"ENSG00000007541.17"	"PIGQ"	chr16	+	580182	580263	580857	580972	579068	579180	582247	582309	585	2,0,1	0,0,1	0,0,1	0,0,0	180	198	1	1.0	1.0,NA,0.524	NA,NA,1.0	-0.238
611	"ENSG00000041357.16"	"PSMA4"	chr15	+	78542176	78542219	78542482	78542645	78541904	78541930	78544189	78544267	611	0,2,0	0,0,0	0,0,3	0,1,0	142	198	1	1.0	NA,1.0,NA	NA,0.0,1.0	0.5
612	"ENSG00000041357.16"	"PSMA4"	chr15	+	78542482	78542645	78544189	78544267	78542176	78542219	78544868	78544957	612	1,0,0	1,0,0	2,0,0	0,0,3	198	177	1	1.0	0.472,NA,NA	1.0,NA,0.0	-0.028
615	"ENSG00000168872.17"	"DDX19A"	chr16	+	70356111	70356247	70361417	70361510	70355484	70355535	70364542	70364645	615	0,2,5	0,0,0	0,0,0	0,0,2	198	192	1	1.0	NA,1.0,1.0	NA,NA,0.0	1.0
617	"ENSG00000213614.11"	"HEXA"	chr15	-	72346526	72346710	72347685	72347758	72345445	72346325	72348047	72348134	617	1,0,0	3,0,0	0,0,0	0,1,0	172	198	1	1.0	0.277,NA,NA	NA,0.0,NA	0.277
619	"ENSG00000067225.21"	"PKM"	chr15	-	72202453	72202620	72203021	72203188	72200473	72200655	72206727	72206880	619	0,0,0	5,9,8	4,0,2	25,8,48	198	198	0.0654161671653	1.0	0.0,0.0,0.0	0.138,0.0,0.04	-0.059
657	"ENSG00000203485.14"	"INF2"	chr14	+	104706909	104707051	104707252	104708002	104706034	104706176	104708435	104708587	657	0,0,1	0,3,5	0,0,0	2,0,4	198	198	1	1.0	NA,0.0,0.167	0.0,NA,0.0	0.084
658	"ENSG00000203485.14"	"INF2"	chr14	+	104706909	104707051	104707847	104708002	104706034	104706176	104708435	104708587	658	0,0,1	0,3,5	0,0,0	2,0,4	198	198	1	1.0	NA,0.0,0.167	0.0,NA,0.0	0.084
662	"ENSG00000075413.19"	"MARK3"	chr14	+	103428386	103428440	103448918	103448967	103405075	103405267	103451917	103451983	662	0,0,1	0,0,0	0,0,1	1,0,0	153	148	1	1.0	NA,NA,1.0	0.0,NA,1.0	0.5
663	"ENSG00000075413.19"	"MARK3"	chr14	+	103428386	103428440	103451917	103451983	103405075	103405267	103457141	103457212	663	0,0,1	0,0,3	0,0,1	0,0,0	153	165	1	1.0	NA,NA,0.264	NA,NA,1.0	-0.736
722	"ENSG00000100722.20"	"ZC3H14"	chr14	+	88568038	88568153	88571083	88571124	88563650	88563693	88572029	88572225	722	0,1,3	0,0,0	0,0,0	0,2,0	198	140	1	1.0	NA,1.0,1.0	NA,0.0,NA	1.0
748	"ENSG00000100591.8"	"AHSA1"	chr14	+	77462641	77462759	77468082	77468184	77462159	77462242	77469076	77469470	748	0,0,3	1,0,0	2,0,0	0,0,0	198	198	1	1.0	0.0,NA,1.0	1.0,NA,NA	-0.5
749	"ENSG00000100577.19"	"GSTZ1"	chr14	+	77327471	77327552	77327911	77328037	77326837	77326905	77329122	77329201	749	0,0,0	0,0,1	0,2,0	0,0,0	180	198	1	1.0	NA,NA,0.0	NA,1.0,NA	-1.0
760	"ENSG00000072110.16"	"ACTN1"	chr14	-	68878457	68878523	68878988	68879069	68877081	68877240	68879961	68880108	760	1,0,0	0,0,2	0,0,4	0,0,0	180	165	1	1.0	1.0,NA,0.0	NA,NA,1.0	-0.5
776	"ENSG00000112715.26"	"VEGFA"	chr6	+	43778459	43778536	43782010	43782087	43777468	43777665	43784540	43784562	776	2,0,0	0,0,0	0,4,2	1,0,0	176	176	1	1.0	1.0,NA,NA	0.0,1.0,1.0	0.333
777	"ENSG00000112715.26"	"VEGFA"	chr6	+	43780731	43780803	43781955	43782052	43778888	43778918	43784540	43784562	777	0,2,0	2,0,0	2,0,0	0,0,0	171	196	1	1.0	0.0,1.0,NA	1.0,NA,NA	-0.5
799	"ENSG00000100292.18"	"HMOX1"	chr22	+	35386684	35387176	35389863	35389963	35383105	35383226	35393467	35394207	799	0,0,1	1,0,0	0,0,1	0,0,1	198	198	1	1.0	0.0,NA,1.0	NA,NA,0.5	0.0
816	"ENSG00000075711.21"	"DLG1"	chr3	-	197075836	197075870	197076585	197076682	197069218	197069260	197081050	197081117	816	0,1,0	0,0,1	0,0,2	4,0,0	196	133	1	1.0	NA,1.0,0.0	0.0,NA,1.0	0.0
817	"ENSG00000075711.21"	"DLG1"	chr3	-	197075836	197075870	197076585	197076685	197069218	197069260	197081050	197081117	817	0,0,0	0,0,1	0,0,2	4,0,0	198	133	1	1.0	NA,NA,0.0	0.0,NA,1.0	-0.5
818	"ENSG00000075711.21"	"DLG1"	chr3	-	197076585	197076685	197081050	197081117	197075836	197075870	197085579	197085756	818	0,0,1	0,0,1	3,0,1	0,0,0	166	198	1	1.0	NA,NA,0.544	1.0,NA,1.0	-0.456
851	"ENSG00000173575.24"	"CHD2"	chr15	+	92956458	92956649	92967324	92967513	92955422	92955512	92971764	92971927	851	0,0,10	0,2,7	1,0,0	0,0,0	198	198	1	1.0	NA,0.0,0.588	1.0,NA,NA	-0.706
852	"ENSG00000173575.24"	"CHD2"	chr15	+	92991346	92991430	92991475	92991517	92985497	92985673	92992858	92992998	852	0,0,1	3,4,10	0,0,0	0,0,1	183	141	1	1.0	0.0,0.0,0.072	NA,NA,0.0	0.024
855	"ENSG00000070756.17"	"PABPC1"	chr8	-	100712361	100712457	100712651	100712789	100709458	100709731	100713086	100713181	855	14,21,64	3,5,16	3,3,11	3,0,6	198	195	0.546607535781	1.0	0.821,0.805,0.798	0.496,1.0,0.644	0.095
874	"ENSG00000113522.14"	"RAD50"	chr5	+	132591223	132591406	132591876	132592034	132589630	132589837	132594868	132595044	874	0,0,2	0,0,2	0,0,1	1,0,0	198	198	1	1.0	NA,NA,0.5	0.0,NA,1.0	0.0
879	"ENSG00000168002.12"	"POLR2G"	chr11	+	62762541	62762866	62762866	62763026	62761794	62761904	62765181	62765232	879	0,0,1	0,0,2	0,0,0	2,0,3	198	198	1	1.0	NA,NA,0.333	0.0,NA,0.0	0.333
886	"ENSG00000138698.15"	"RAP1GDS1"	chr4	+	98343138	98343261	98352475	98352601	98293407	98293515	98391951	98392080	886	0,3,4	0,0,0	0,0,0	0,1,0	198	198	1	1.0	NA,1.0,1.0	NA,0.0,NA	1.0
897	"ENSG00000164172.20"	"MOCS2"	chr5	-	53101358	53101509	53102096	53102224	53100410	53100534	53107076	53107221	897	0,0,0	0,0,4	0,0,1	0,0,0	198	198	1	1.0	NA,NA,0.0	NA,NA,1.0	-1.0
905	"ENSG00000125347.15"	"IRF1"	chr5	-	132485666	132485716	132486250	132486373	132484361	132484497	132486556	132486686	905	0,0,2	0,0,0	0,0,3	0,0,1	198	149	1	1.0	NA,NA,1.0	NA,NA,0.693	0.307
907	"ENSG00000132676.16"	"DAP3"	chr1	+	155717005	155717128	155721516	155721618	155709772	155709824	155725381	155725490	907	0,0,0	0,0,3	1,0,0	0,0,0	198	198	1	1.0	NA,NA,0.0	1.0,NA,NA	-1.0
908	"ENSG00000132676.16"	"DAP3"	chr1	+	155731943	155732033	155736945	155737063	155731355	155731415	155738156	155738529	908	0,1,3	0,0,1	0,0,1	0,0,0	189	198	1	1.0	NA,1.0,0.759	NA,NA,1.0	-0.121
917	"ENSG00000198771.11"	"RCSD1"	chr1	+	167685420	167685510	167690048	167690120	167683899	167684001	167694098	167694302	917	0,6,2	0,1,0	0,0,2	0,0,0	189	171	1	1.0	NA,0.844,1.0	NA,NA,1.0	-0.078
998	"ENSG00000127463.16"	"EMC1"	chr1	-	19243949	19244015	19244905	19245030	19243613	19243707	19251414	19251522	998	1,1,0	1,1,0	0,2,0	0,1,0	198	165	1	1.0	0.455,0.455,NA	NA,0.625,NA	-0.17
1010	"ENSG00000173039.20"	"RELA"	chr11	-	65660123	65660215	65661686	65661835	65659665	65659797	65661936	65662088	1010	0,0,0	0,2,0	0,1,3	3,1,0	198	191	1	1.0	NA,0.0,NA	0.0,0.491,1.0	-0.497
1011	"ENSG00000173039.20"	"RELA"	chr11	-	65661686	65661835	65661936	65662088	65660123	65660215	65662178	65662205	1011	0,2,2	0,0,0	0,1,2	0,0,1	198	198	1	1.0	NA,1.0,1.0	NA,1.0,0.667	0.166
1018	"ENSG00000170445.16"	"HARS1"	chr5	-	140677907	140678015	140683099	140683219	140677654	140677753	140690854	140690944	1018	1,1,0	0,1,1	3,0,0	0,0,0	198	198	1	1.0	1.0,0.5,0.0	1.0,NA,NA	-0.5
1044	"ENSG00000198625.14"	"MDM4"	chr1	+	204526359	204526434	204537458	204537497	204525483	204525596	204538208	204538308	1044	0,1,4	0,1,0	0,0,1	0,0,0	174	138	1	1.0	NA,0.442,1.0	NA,NA,1.0	-0.279
1045	"ENSG00000108840.16"	"HDAC5"	chr17	-	44092171	44092284	44092380	44092527	44091699	44091831	44092675	44092806	1045	0,0,0	0,0,2	0,0,2	1,0,0	198	198	1	1.0	NA,NA,0.0	0.0,NA,1.0	-0.5
1053	"ENSG00000164111.15"	"ANXA5"	chr4	-	121684676	121684771	121686287	121686372	121683363	121683477	121696580	121696624	1053	0,9,7	1,2,0	2,0,7	2,7,2	184	194	0.0098578603475	0.5438252958370834	0.0,0.826,1.0	0.513,0.0,0.787	0.175
1069	"ENSG00000115355.18"	"CCDC88A"	chr2	-	55355578	55355751	55362307	55362448	55349517	55349599	55363949	55364033	1069	0,2,6	2,6,20	0,0,0	0,0,2	198	198	1	1.0	0.0,0.25,0.231	NA,NA,0.0	0.16
1075	"ENSG00000197912.16"	"SPG7"	chr16	+	89536764	89536948	89540943	89541346	89532462	89532636	89544647	89544772	1075	1,0,0	2,0,1	4,0,0	4,0,0	198	198	1	1.0	0.333,NA,0.0	0.5,NA,NA	-0.334
1076	"ENSG00000197912.16"	"SPG7"	chr16	+	89536764	89536948	89540943	89541384	89532462	89532636	89544647	89544772	1076	1,0,0	2,0,1	4,0,0	4,0,0	198	198	1	1.0	0.333,NA,0.0	0.5,NA,NA	-0.334
1077	"ENSG00000197912.16"	"SPG7"	chr16	+	89536764	89536948	89540943	89542279	89532462	89532636	89544647	89544772	1077	1,0,0	2,0,1	4,0,0	4,0,0	198	198	1	1.0	0.333,NA,0.0	0.5,NA,NA	-0.334
1084	"ENSG00000113712.19"	"CSNK1A1"	chr5	-	149525044	149525171	149531393	149531511	149520289	149520388	149550074	149550181	1084	0,0,0	2,9,14	0,8,0	1,1,5	198	198	0.0242002541691	1.0	0.0,0.0,0.0	0.0,0.889,0.0	-0.296
1087	"ENSG00000120697.10"	"ALG5"	chr13	-	36985626	36985740	36989483	36989576	36971976	36972036	36993603	36993672	1087	0,0,0	1,0,0	0,0,2	0,2,0	192	198	1	1.0	0.0,NA,NA	NA,0.0,1.0	-0.5
1125	"ENSG00000140416.25"	"TPM1"	chr15	+	63043705	63043831	63044026	63044152	63042757	63042943	63056984	63057118	1125	0,1,1	24,30,30	0,0,2	46,66,76	198	198	1	1.0	0.0,0.032,0.032	0.0,0.0,0.026	0.013
1126	"ENSG00000140416.25"	"TPM1"	chr15	+	63061197	63061273	63061712	63061788	63060868	63060939	63062214	63062277	1126	3,7,16	25,21,27	16,4,13	61,41,44	175	175	0.314472145767	1.0	0.107,0.25,0.372	0.208,0.089,0.228	0.068
1133	"ENSG00000072682.20"	"P4HA2"	chr5	-	132198205	132198271	132198320	132198380	132195411	132195480	132198878	132198932	1133	0,0,1	0,1,2	3,0,2	0,0,0	159	165	1	1.0	NA,0.0,0.342	1.0,NA,1.0	-0.829
1136	"ENSG00000131778.20"	"CHD1L"	chr1	+	147259836	147259918	147264421	147264584	147256530	147256562	147265931	147266087	1136	1,1,3	0,1,1	0,0,0	0,0,1	181	198	1	1.0	1.0,0.522,0.766	NA,NA,0.0	0.763
1173	"ENSG00000072274.14"	"TFRC"	chr3	-	196073929	196074125	196075158	196075360	196072002	196072152	196077063	196077122	1173	0,0,3	0,1,2	1,1,0	0,0,0	198	198	1	1.0	NA,0.0,0.6	1.0,1.0,NA	-0.7
1181	"ENSG00000090615.16"	"GOLGA3"	chr12	-	132780797	132780914	132782295	132782493	132777665	132777805	132784163	132784307	1181	5,2,3	1,1,0	0,0,2	0,0,0	198	198	1	1.0	0.833,0.667,1.0	NA,NA,1.0	-0.167
1190	"ENSG00000134014.18"	"ELP3"	chr8	+	28097218	28097318	28099827	28099966	28093066	28093233	28106712	28106783	1190	2,1,1	0,0,1	0,0,0	0,0,1	198	198	1	1.0	1.0,1.0,0.5	NA,NA,0.0	0.833
