ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
299	"ENSG00000197114.12"	"ZGPAT"	chr20	+	63733586	63733739	63733586	63733712	63734704	63734824	299	2,3,0	0,0,0	0,0,0	2,0,0	126	99	1	1.0	1.0,1.0,NA	0.0,NA,NA	1.0
307	"ENSG00000022277.13"	"RTF2"	chr20	+	56470599	56470941	56470599	56470751	56471613	56471669	307	0,0,1	0,0,0	0,0,0	0,2,0	198	99	1	1.0	NA,NA,1.0	NA,0.0,NA	1.0
313	"ENSG00000101040.20"	"ZMYND8"	chr20	-	47238757	47239138	47238895	47239138	47236325	47236516	313	0,0,2	0,2,1	0,0,1	0,0,0	198	99	1	1.0	NA,0.0,0.5	NA,NA,1.0	-0.75
314	"ENSG00000101017.15"	"CD40"	chr20	+	46126639	46126741	46126639	46126701	46128137	46128224	314	0,0,1	0,0,2	0,0,0	0,0,1	139	99	1	1.0	NA,NA,0.263	NA,NA,0.0	0.263
317	"ENSG00000101109.13"	"STK4"	chr20	+	45000391	45000586	45000391	45000520	45001166	45001353	317	0,1,1	0,0,5	0,0,0	1,0,0	165	99	1	1.0	NA,1.0,0.107	0.0,NA,NA	0.553
319	"ENSG00000184402.15"	"SS18L1"	chr20	+	62158671	62158942	62158671	62158748	62159876	62159961	319	0,0,1	0,0,1	0,0,0	1,1,0	198	99	1	1.0	NA,NA,0.333	0.0,0.0,NA	0.333
345	"ENSG00000196756.15"	"SNHG17"	chr20	-	38435026	38435328	38435196	38435328	38434503	38434626	345	0,5,0	3,0,1	1,0,0	0,0,0	198	99	1	1.0	0.0,1.0,0.0	1.0,NA,NA	-0.667
367	"ENSG00000101294.19"	"HM13"	chr20	+	31538178	31538359	31538178	31538261	31544946	31545035	367	0,1,1	1,0,1	0,0,0	0,0,1	197	99	1	1.0	0.0,1.0,0.334	NA,NA,0.0	0.445
368	"ENSG00000101294.19"	"HM13"	chr20	+	31538178	31538554	31538178	31538261	31544946	31545035	368	0,1,1	1,0,1	0,0,0	0,0,1	198	99	1	1.0	0.0,1.0,0.333	NA,NA,0.0	0.444
383	"ENSG00000101310.17"	"SEC23B"	chr20	+	18507939	18508297	18507939	18507972	18510821	18511056	383	0,0,0	0,2,1	0,2,1	2,0,0	198	99	1	1.0	NA,0.0,0.0	0.0,1.0,1.0	-0.667
403	"ENSG00000089063.15"	"TMEM230"	chr20	-	5109157	5109445	5109331	5109445	5106187	5106310	403	0,0,1	1,1,3	0,0,0	2,0,2	198	99	1	1.0	0.0,0.0,0.143	0.0,NA,0.0	0.048
412	"ENSG00000101361.17"	"NOP56"	chr20	+	2655933	2656214	2655933	2656034	2656400	2656549	412	0,2,1	0,1,0	0,0,0	0,0,1	198	99	1	1.0	NA,0.5,1.0	NA,NA,0.0	0.75
463	"ENSG00000142546.14"	"NOSIP"	chr19	-	49557080	49557249	49557089	49557249	49556874	49556993	463	0,0,0	0,2,2	0,0,2	0,0,0	108	99	1	1.0	NA,0.0,0.0	NA,NA,1.0	-1.0
467	"ENSG00000104852.15"	"SNRNP70"	chr19	+	49102113	49103587	49102113	49102173	49104633	49104735	467	0,3,6	1,0,0	5,0,0	0,0,0	198	99	1	1.0	0.0,1.0,1.0	1.0,NA,NA	-0.333
561	"ENSG00000272333.8"	"KMT2B"	chr19	+	35725722	35725830	35725722	35725818	35726235	35726330	561	0,0,0	1,3,3	0,0,1	0,0,0	111	99	1	1.0	0.0,0.0,0.0	NA,NA,1.0	-1.0
620	"ENSG00000268790.5"	"ENSG00000268790"	chr19	-	16647095	16647261	16647119	16647261	16578334	16578409	620	0,0,0	2,0,0	0,0,1	0,0,0	123	99	1	1.0	0.0,NA,NA	NA,NA,1.0	-1.0
630	"ENSG00000289720.1"	"ENSG00000289720"	chr20	+	34477771	34477906	34477771	34477860	34479629	34479789	630	0,0,1	0,1,1	0,0,0	1,0,1	145	99	1	1.0	NA,0.0,0.406	0.0,NA,0.0	0.203
634	"ENSG00000104907.13"	"TRMT1"	chr19	-	13116145	13116340	13116186	13116340	13115996	13116052	634	4,0,1	0,0,0	2,0,2	2,0,0	140	99	1	1.0	1.0,NA,1.0	0.414,NA,1.0	0.293
636	"ENSG00000104907.13"	"TRMT1"	chr19	-	13116171	13116431	13116186	13116431	13115996	13116052	636	1,0,0	0,0,0	0,0,0	2,0,0	114	99	1	1.0	1.0,NA,NA	0.0,NA,NA	1.0
637	"ENSG00000179218.15"	"CALR"	chr19	+	12940743	12940975	12940743	12940887	12943536	12943629	637	4,0,0	0,0,4	0,0,0	5,2,19	187	99	1	1.0	1.0,NA,0.0	0.0,0.0,0.0	0.5
638	"ENSG00000179115.11"	"FARSA"	chr19	-	12928534	12928663	12928572	12928663	12928341	12928457	638	0,1,4	0,0,2	0,0,1	0,0,0	137	99	1	1.0	NA,1.0,0.591	NA,NA,1.0	-0.205
639	"ENSG00000105607.13"	"GCDH"	chr19	+	12891486	12891660	12891486	12891522	12891830	12891974	639	0,2,1	1,1,0	0,0,0	0,1,0	198	99	1	1.0	0.0,0.5,1.0	NA,0.0,NA	0.5
701	"ENSG00000133275.16"	"CSNK1G2"	chr19	+	1979494	1979643	1979494	1979618	1979751	1979835	701	3,9,10	0,0,2	2,0,1	0,0,0	124	99	1	1.0	1.0,1.0,0.8	1.0,NA,1.0	-0.067
706	"ENSG00000071564.19"	"TCF3"	chr19	-	1631950	1632116	1632037	1632116	1627358	1627426	706	0,0,0	1,1,0	0,1,0	0,0,0	186	99	1	1.0	0.0,0.0,NA	NA,1.0,NA	-1.0
727	"ENSG00000172175.16"	"MALT1"	chr18	+	58734306	58734566	58734306	58734381	58735201	58735329	727	0,1,0	0,0,1	0,0,0	0,0,1	198	99	1	1.0	NA,1.0,0.0	NA,NA,0.0	0.5
734	"ENSG00000196628.20"	"TCF4"	chr18	-	55232508	55232671	55232520	55232671	55228846	55229076	734	0,2,7	0,5,1	0,0,0	0,2,0	111	99	1	1.0	NA,0.263,0.862	NA,0.0,NA	0.562
736	"ENSG00000196628.20"	"TCF4"	chr18	-	55586920	55587136	55587044	55587136	55585279	55585352	736	0,0,5	6,7,10	0,0,3	2,0,3	198	99	1	1.0	0.0,0.0,0.2	0.0,NA,0.333	-0.1
771	"ENSG00000105372.8"	"RPS19"	chr19	+	41860254	41860445	41860254	41860289	41860774	41860845	771	0,0,0	5,8,16	2,0,0	29,12,27	198	99	1	1.0	0.0,0.0,0.0	0.033,0.0,0.0	-0.011
777	"ENSG00000178127.13"	"NDUFV2"	chr18	+	9124873	9124996	9124873	9124983	9126830	9126907	777	2,0,0	0,0,2	0,0,0	0,0,2	112	99	1	1.0	1.0,NA,0.0	NA,NA,0.0	0.5
793	"ENSG00000181396.13"	"OGFOD3"	chr17	-	82415397	82415627	82415405	82415627	82411454	82411530	793	0,5,0	0,1,0	0,0,0	2,0,0	107	99	1	1.0	NA,0.822,NA	0.0,NA,NA	0.822
801	"ENSG00000169718.18"	"DUS1L"	chr17	-	82061556	82061721	82061617	82061721	82061208	82061353	801	0,0,0	1,3,5	0,2,0	0,0,0	160	99	1	1.0	0.0,0.0,0.0	NA,1.0,NA	-1.0
804	"ENSG00000141552.18"	"ANAPC11"	chr17	+	81894466	81894624	81894466	81894586	81899919	81900254	804	0,0,0	2,0,1	0,0,3	0,0,1	137	99	1	1.0	0.0,NA,0.0	NA,NA,0.684	-0.684
809	"ENSG00000185624.16"	"P4HB"	chr17	-	81845817	81845991	81845870	81845991	81845560	81845742	809	0,0,0	0,0,2	0,1,0	1,2,8	152	99	1	1.0	NA,NA,0.0	0.0,0.246,0.0	-0.082
814	"ENSG00000185624.16"	"P4HB"	chr17	-	81858494	81859387	81859180	81859387	81855452	81855586	814	1,1,0	4,3,5	0,0,0	0,4,8	198	99	1	1.0	0.111,0.143,0.0	NA,0.0,0.0	0.085
816	"ENSG00000185624.16"	"P4HB"	chr17	-	81858934	81859387	81859180	81859387	81855452	81855586	816	1,1,0	4,3,5	0,0,0	0,4,8	198	99	1	1.0	0.111,0.143,0.0	NA,0.0,0.0	0.085
824	"ENSG00000185504.17"	"FAAP100"	chr17	-	81551731	81552052	81551927	81552052	81550247	81551203	824	0,5,0	2,3,1	2,0,0	0,0,1	198	99	1	1.0	0.0,0.455,0.0	1.0,NA,0.0	-0.348
833	"ENSG00000089685.15"	"BIRC5"	chr17	+	78215965	78216066	78215965	78216034	78216663	78216781	833	0,0,0	0,0,1	0,0,2	0,0,0	131	99	1	1.0	NA,NA,0.0	NA,NA,1.0	-1.0
855	"ENSG00000177728.17"	"TMEM94"	chr17	+	75491302	75491467	75491302	75491455	75491690	75491900	855	0,0,4	0,2,0	0,0,0	0,0,2	111	99	1	1.0	NA,0.0,1.0	NA,NA,0.0	0.5
861	"ENSG00000125458.7"	"NT5C"	chr17	-	75130964	75131105	75131044	75131105	75130752	75130867	861	2,0,1	0,2,0	0,0,0	0,1,0	179	99	1	1.0	1.0,0.0,1.0	NA,0.0,NA	0.667
874	"ENSG00000291117.1"	"ENSG00000291117"	chr17	-	64787111	64787311	64787247	64787311	64786566	64786724	874	0,0,2	1,1,9	0,0,0	0,8,0	198	99	1	1.0	0.0,0.0,0.1	NA,0.0,NA	0.033
880	"ENSG00000266173.7"	"STRADA"	chr17	-	63728333	63728413	63728357	63728413	63714005	63714108	880	0,0,1	0,0,0	0,0,0	1,0,0	123	99	1	1.0	NA,NA,1.0	0.0,NA,NA	1.0
918	"ENSG00000108798.9"	"ABI3"	chr17	+	49216530	49216698	49216530	49216680	49217738	49217915	918	0,0,1	0,0,0	0,0,0	0,2,0	117	99	1	1.0	NA,NA,1.0	NA,0.0,NA	1.0
1021	"ENSG00000108671.11"	"PSMD11"	chr17	+	32473800	32474081	32473800	32473945	32474763	32474824	1021	0,0,1	0,0,1	0,0,0	1,2,0	198	99	1	1.0	NA,NA,0.333	0.0,0.0,NA	0.333
1028	"ENSG00000130175.10"	"PRKCSH"	chr19	+	11435634	11435710	11435634	11435706	11436040	11436196	1028	0,0,2	1,0,2	0,0,1	2,0,8	103	99	1	1.0	0.0,NA,0.49	0.0,NA,0.107	0.192
1029	"ENSG00000130175.10"	"PRKCSH"	chr19	+	11447438	11447618	11447438	11447597	11447692	11447789	1029	0,3,2	0,0,1	2,0,0	1,2,1	120	99	1	1.0	NA,1.0,0.623	0.623,0.0,0.0	0.604
1063	"ENSG00000175061.20"	"SNHG29"	chr17	+	16439326	16439703	16439326	16439414	16440184	16440253	1063	0,8,1	6,0,9	4,2,1	4,0,12	198	99	0.665733196992	1.0	0.0,1.0,0.053	0.333,1.0,0.04	-0.107
1096	"ENSG00000187838.17"	"PLSCR3"	chr17	-	7393143	7393509	7393466	7393509	7392790	7392952	1096	0,0,1	0,0,0	0,2,0	0,1,0	198	99	1	1.0	NA,NA,1.0	NA,0.5,NA	0.5
1097	"ENSG00000187838.17"	"PLSCR3"	chr17	-	7393600	7394267	7394103	7394267	7393466	7393509	1097	1,0,1	0,0,0	0,0,0	0,1,0	198	99	1	1.0	1.0,NA,1.0	NA,0.0,NA	1.0
1143	"ENSG00000132376.20"	"INPP5K"	chr17	-	1509167	1509353	1509177	1509353	1508114	1508226	1143	0,1,0	0,0,0	0,0,0	1,0,0	109	99	1	1.0	NA,1.0,NA	0.0,NA,NA	1.0
1145	"ENSG00000108953.17"	"YWHAE"	chr17	-	1361901	1362008	1361929	1362008	1361091	1361298	1145	1,0,7	0,0,1	3,3,2	0,0,0	127	99	1	1.0	1.0,NA,0.845	1.0,1.0,1.0	-0.078
1153	"ENSG00000140995.17"	"DEF8"	chr16	+	89949416	89949638	89949416	89949513	89954242	89954376	1153	0,0,0	0,4,0	0,0,2	2,0,0	198	99	1	1.0	NA,0.0,NA	0.0,NA,1.0	-0.5
1160	"ENSG00000185324.22"	"CDK10"	chr16	+	89689251	89689324	89689251	89689306	89690552	89690624	1160	0,3,4	1,0,0	2,0,0	0,0,0	117	99	1	1.0	0.0,1.0,1.0	1.0,NA,NA	-0.333
1164	"ENSG00000131165.16"	"CHMP1A"	chr16	-	89653798	89653923	89653903	89653923	89651568	89651646	1164	0,0,2	1,1,0	0,0,0	0,0,1	198	99	1	1.0	0.0,0.0,1.0	NA,NA,0.0	0.333
1188	"ENSG00000185359.14"	"HGS"	chr17	+	81696356	81696531	81696356	81696529	81696606	81696747	1188	0,1,0	0,0,0	0,0,0	0,2,5	101	99	1	1.0	NA,1.0,NA	NA,0.0,0.0	1.0
1211	"ENSG00000103056.12"	"SMPD3"	chr16	-	68363776	68363866	68363800	68363866	68363495	68363559	1211	4,6,3	0,1,2	4,0,0	0,0,0	123	99	1	1.0	1.0,0.828,0.547	1.0,NA,NA	-0.208
1223	"ENSG00000168676.11"	"KCTD19"	chr16	-	67295262	67296259	67296158	67296259	67294972	67295056	1223	0,0,1	0,0,1	1,0,0	0,0,0	198	99	1	1.0	NA,NA,0.333	1.0,NA,NA	-0.667
1232	"ENSG00000172831.14"	"CES2"	chr16	+	66942647	66942785	66942647	66942737	66943298	66943371	1232	0,2,2	1,0,0	0,1,0	0,0,0	147	99	1	1.0	0.0,1.0,1.0	NA,1.0,NA	-0.333
1247	"ENSG00000187193.9"	"MT1X"	chr16	+	56683164	56683386	56683164	56683230	56683957	56684196	1247	0,0,1	2,2,1	0,0,0	0,0,2	198	99	1	1.0	0.0,0.0,0.333	NA,NA,0.0	0.111
1317	"ENSG00000168488.19"	"ATXN2L"	chr16	+	28835932	28836485	28835932	28836122	28836727	28837237	1317	1,0,3	0,0,1	6,0,2	0,0,0	198	99	1	1.0	1.0,NA,0.6	1.0,NA,1.0	-0.2
1321	"ENSG00000188603.22"	"CLN3"	chr16	-	28491481	28491835	28491713	28491835	28489289	28489386	1321	1,1,1	0,0,0	2,1,1	2,0,0	198	99	0.572375358633	1.0	1.0,1.0,1.0	0.333,1.0,1.0	0.222
1329	"ENSG00000103365.15"	"GGA2"	chr16	-	23495688	23495778	23495693	23495778	23494302	23494378	1329	0,0,1	0,2,0	0,0,0	1,0,0	104	99	1	1.0	NA,0.0,1.0	0.0,NA,NA	0.5
1346	"ENSG00000140694.18"	"PARN"	chr16	-	14591912	14593378	14593300	14593378	14586317	14586361	1346	0,0,0	0,0,6	0,0,2	0,2,0	198	99	1	1.0	NA,NA,0.0	NA,0.0,1.0	-0.5
1354	"ENSG00000105202.9"	"FBL"	chr19	-	39840682	39840787	39840721	39840787	39840413	39840509	1354	1,0,2	0,0,0	2,0,1	1,0,0	138	99	1	1.0	1.0,NA,1.0	0.589,NA,1.0	0.206
1369	"ENSG00000122390.19"	"NAA60"	chr16	+	3484698	3485083	3484698	3485061	3485466	3486952	1369	0,0,1	0,0,1	0,0,0	1,0,0	121	99	1	1.0	NA,NA,0.45	0.0,NA,NA	0.45
1400	"ENSG00000103197.19"	"TSC2"	chr16	+	2076490	2077726	2076490	2076585	2079031	2079196	1400	0,0,0	0,0,1	0,0,2	0,0,1	198	99	1	1.0	NA,NA,0.0	NA,NA,0.5	-0.5
1417	"ENSG00000141503.17"	"MINK1"	chr17	+	4886450	4886626	4886450	4886617	4887109	4887179	1417	0,0,1	0,0,1	0,0,0	1,0,0	108	99	1	1.0	NA,NA,0.478	0.0,NA,NA	0.478
1418	"ENSG00000103227.19"	"LMF1"	chr16	-	934189	934254	934243	934254	910930	911079	1418	0,0,1	0,2,0	0,0,1	2,0,0	153	99	1	1.0	NA,0.0,1.0	0.0,NA,1.0	0.0
1424	"ENSG00000103266.11"	"STUB1"	chr16	+	681792	681903	681792	681880	682019	682076	1424	0,0,1	0,3,0	0,1,0	1,0,1	122	99	1	1.0	NA,0.0,1.0	0.0,1.0,0.0	0.167
1488	"ENSG00000168872.17"	"DDX19A"	chr16	+	70361417	70361636	70361417	70361510	70364542	70364645	1488	1,0,0	0,0,0	0,0,0	0,0,2	198	99	1	1.0	1.0,NA,NA	NA,NA,0.0	1.0
1496	"ENSG00000137817.17"	"PARP6"	chr15	-	72260477	72260688	72260537	72260688	72259607	72259661	1496	0,1,3	0,1,1	0,0,0	1,0,0	159	99	1	1.0	NA,0.384,0.651	0.0,NA,NA	0.518
1503	"ENSG00000141295.14"	"SCRN2"	chr17	-	47838269	47838450	47838335	47838450	47837719	47838002	1503	0,1,0	0,0,0	0,0,0	0,4,0	165	99	1	1.0	NA,1.0,NA	NA,0.0,NA	1.0
1627	"ENSG00000197102.14"	"DYNC1H1"	chr14	+	102049439	102049611	102049439	102049582	102049713	102049882	1627	0,2,0	0,2,2	0,0,0	6,1,1	128	99	1	1.0	NA,0.436,0.0	0.0,0.0,0.0	0.218
1672	"ENSG00000133943.21"	"DGLUCY"	chr14	+	91215404	91215793	91215404	91215556	91224683	91225355	1672	0,0,1	0,0,0	0,0,0	0,0,2	198	99	1	1.0	NA,NA,1.0	NA,NA,0.0	1.0
1687	"ENSG00000119616.11"	"FCF1"	chr14	+	74713169	74713259	74713169	74713200	74713484	74713552	1687	0,0,0	2,0,0	0,0,2	0,2,0	158	99	1	1.0	0.0,NA,NA	NA,0.0,1.0	-0.5
1731	"ENSG00000140521.18"	"POLG"	chr15	-	89317938	89318749	89318540	89318749	89317375	89317536	1731	0,0,1	0,2,3	0,0,0	1,0,0	198	99	1	1.0	NA,0.0,0.143	0.0,NA,NA	0.071
1747	"ENSG00000214900.13"	"LINC01588"	chr14	-	49999926	50000044	49999949	50000044	49992777	49992873	1747	1,0,0	2,1,1	2,0,0	0,0,0	122	99	1	1.0	0.289,0.0,0.0	1.0,NA,NA	-0.904
1769	"ENSG00000063046.18"	"EIF4B"	chr12	+	53034611	53034724	53034611	53034709	53037408	53037622	1769	1,0,0	1,1,12	0,0,0	1,4,11	114	99	1	1.0	0.465,0.0,0.0	0.0,0.0,0.0	0.155
1776	"ENSG00000104859.15"	"CLASRP"	chr19	+	45057749	45057898	45057749	45057882	45059267	45059364	1776	5,5,8	3,3,0	4,0,0	0,0,0	115	99	1	1.0	0.589,0.589,1.0	1.0,NA,NA	-0.274
1777	"ENSG00000104859.15"	"CLASRP"	chr19	+	45068014	45068058	45068014	45068054	45068419	45068480	1777	1,7,8	0,2,0	1,0,0	0,0,0	103	99	1	1.0	1.0,0.771,1.0	1.0,NA,NA	-0.076
1780	"ENSG00000204257.15"	"HLA-DMA"	chr6	-	32949270	32949399	32949273	32949399	32948612	32948868	1780	0,3,1	0,0,1	0,2,0	0,0,0	102	99	1	1.0	NA,1.0,0.493	NA,1.0,NA	-0.254
1800	"ENSG00000204387.14"	"SNHG32"	chr6	+	31834907	31835200	31834907	31835057	31835410	31835451	1800	2,0,4	0,0,1	2,5,9	0,0,0	198	99	1	1.0	1.0,NA,0.667	1.0,1.0,1.0	-0.166
1815	"ENSG00000198053.12"	"SIRPA"	chr20	+	1934714	1934766	1934714	1934754	1937319	1940592	1815	0,0,0	0,1,0	0,2,0	1,2,2	111	99	1	1.0	NA,0.0,NA	0.0,0.471,0.0	-0.157
1824	"ENSG00000112514.18"	"CUTA"	chr6	-	33417868	33418107	33417958	33418107	33417480	33417695	1824	0,4,2	0,0,0	0,0,0	0,0,3	189	99	1	1.0	NA,1.0,1.0	NA,NA,0.0	1.0
1876	"ENSG00000125844.17"	"RRBP1"	chr20	-	17614736	17614880	17614739	17614880	17613677	17614220	1876	2,3,2	0,0,0	0,0,2	0,2,0	102	99	1	1.0	1.0,1.0,1.0	NA,0.0,1.0	0.5
1906	"ENSG00000079432.9"	"CIC"	chr19	+	42294172	42294304	42294172	42294298	42294603	42294735	1906	1,1,2	0,1,0	2,0,0	0,0,0	105	99	1	1.0	1.0,0.485,1.0	1.0,NA,NA	-0.172
1953	"ENSG00000111642.16"	"CHD4"	chr12	-	6573070	6573269	6573073	6573269	6570868	6571032	1953	0,2,0	0,4,6	0,0,0	0,0,4	102	99	1	1.0	NA,0.327,0.0	NA,NA,0.0	0.164
1955	"ENSG00000111642.16"	"CHD4"	chr12	-	6581037	6581173	6581043	6581173	6578845	6578917	1955	0,0,1	1,6,1	0,0,0	3,0,0	105	99	1	1.0	0.0,0.0,0.485	0.0,NA,NA	0.162
1957	"ENSG00000111642.16"	"CHD4"	chr12	-	6587660	6587949	6587711	6587949	6587383	6587559	1957	0,1,1	0,2,3	0,0,0	2,0,0	150	99	1	1.0	NA,0.248,0.18	0.0,NA,NA	0.214
1968	"ENSG00000080815.20"	"PSEN1"	chr14	+	73136450	73136583	73136450	73136579	73147794	73147876	1968	0,2,0	0,0,0	0,0,0	2,0,0	103	99	1	1.0	NA,1.0,NA	0.0,NA,NA	1.0
1980	"ENSG00000080815.20"	"PSEN1"	chr14	+	73211768	73211985	73211768	73211942	73217125	73217244	1980	0,1,0	0,0,2	0,0,0	0,0,2	142	99	1	1.0	NA,1.0,0.0	NA,NA,0.0	0.5
1995	"ENSG00000070756.17"	"PABPC1"	chr8	-	100715461	100715601	100715470	100715601	100713086	100713181	1995	11,10,39	0,0,1	4,2,5	0,0,0	108	99	1	1.0	1.0,1.0,0.973	1.0,1.0,1.0	-0.009
2014	"ENSG00000244005.13"	"NFS1"	chr20	-	35699191	35699352	35699309	35699352	35698480	35698590	2014	0,0,0	0,1,0	1,0,0	0,0,0	198	99	1	1.0	NA,0.0,NA	1.0,NA,NA	-1.0
2038	"ENSG00000168002.12"	"POLR2G"	chr11	+	62761794	62762184	62761794	62761904	62762866	62763026	2038	0,1,0	0,0,2	0,0,0	1,0,1	198	99	1	1.0	NA,1.0,0.0	0.0,NA,0.0	0.5
2039	"ENSG00000214655.11"	"ZSWIM8"	chr10	+	73793587	73793719	73793587	73793698	73793864	73794044	2039	1,4,6	0,0,1	0,0,2	0,0,0	120	99	1	1.0	1.0,1.0,0.832	NA,NA,1.0	-0.056
2041	"ENSG00000214655.11"	"ZSWIM8"	chr10	+	73800010	73800194	73800010	73800170	73800295	73800472	2041	0,1,2	1,1,3	0,0,0	2,0,0	123	99	1	1.0	0.0,0.446,0.349	0.0,NA,NA	0.265
2044	"ENSG00000145741.17"	"BTF3"	chr5	+	73498441	73498799	73498441	73498558	73499133	73499202	2044	0,0,0	0,4,11	1,0,0	8,4,5	198	99	1	1.0	NA,0.0,0.0	0.059,0.0,0.0	-0.02
2049	"ENSG00000124782.21"	"RREB1"	chr6	+	7181123	7182082	7181123	7181246	7187433	7187523	2049	3,7,14	0,1,1	1,0,0	0,0,0	198	99	1	1.0	1.0,0.778,0.875	1.0,NA,NA	-0.116
2085	"ENSG00000132676.16"	"DAP3"	chr1	+	155689090	155689243	155689090	155689174	155709772	155709824	2085	0,0,0	0,0,2	2,0,0	0,0,2	168	99	1	1.0	NA,NA,0.0	1.0,NA,0.0	-0.5
2094	"ENSG00000163938.17"	"GNL3"	chr3	+	52688108	52688206	52688108	52688192	52689073	52689206	2094	0,0,3	0,2,1	0,0,0	2,0,0	113	99	1	1.0	NA,0.0,0.724	0.0,NA,NA	0.362
2098	"ENSG00000086189.11"	"DIMT1"	chr5	-	62398428	62398560	62398510	62398560	62394483	62394607	2098	0,0,1	0,0,0	0,0,1	0,0,3	181	99	1	1.0	NA,NA,1.0	NA,NA,0.154	0.846
2100	"ENSG00000086189.11"	"DIMT1"	chr5	-	62403667	62403902	62403693	62403902	62403272	62403346	2100	0,0,1	0,2,4	0,0,0	1,1,1	125	99	1	1.0	NA,0.0,0.165	0.0,0.0,0.0	0.083
2119	"ENSG00000137106.18"	"GRHPR"	chr9	+	37422695	37422833	37422695	37422805	37424844	37424975	2119	0,0,2	0,0,1	2,2,2	0,0,0	127	99	1	1.0	NA,NA,0.609	1.0,1.0,1.0	-0.391
2146	"ENSG00000225138.8"	"SLC9A3-AS1"	chr5	+	477243	477465	477243	477336	477805	477849	2146	0,0,3	0,0,0	0,1,0	0,0,2	198	99	1	1.0	NA,NA,1.0	NA,1.0,0.0	0.5
2171	"ENSG00000090621.15"	"PABPC4"	chr1	-	39564422	39564542	39564470	39564542	39562322	39563922	2171	0,0,0	0,1,0	2,0,3	0,1,6	147	99	1	1.0	NA,0.0,NA	1.0,0.0,0.252	-0.417
2174	"ENSG00000090621.15"	"PABPC4"	chr1	-	39571096	39571349	39571233	39571349	39569862	39570002	2174	4,0,2	0,0,3	0,0,0	1,0,2	198	99	1	1.0	1.0,NA,0.25	0.0,NA,0.0	0.625
