ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
153	"ENSG00000215301.11"	"DDX3X"	chrX	+	41337407	41339083	41337407	41337465	41339035	41339083	153	0,1,2	0,4,3	0,0,0	1,0,2	198	99	1	1.0	NA,0.111,0.25	0.0,NA,0.0	0.18
156	"ENSG00000215301.11"	"DDX3X"	chrX	+	41341483	41342653	41341483	41341616	41342494	41342653	156	0,2,5	0,3,5	0,0,0	0,2,1	198	99	1	1.0	NA,0.25,0.333	NA,0.0,0.0	0.291
157	"ENSG00000215301.11"	"DDX3X"	chrX	+	41342494	41342836	41342494	41342653	41342736	41342836	157	0,2,8	0,0,4	0,0,0	0,1,0	182	99	1	1.0	NA,1.0,0.521	NA,0.0,NA	0.76
158	"ENSG00000215301.11"	"DDX3X"	chrX	+	41343215	41344128	41343215	41343351	41343736	41344128	158	0,0,1	0,3,4	0,0,0	2,1,0	198	99	1	1.0	NA,0.0,0.111	0.0,0.0,NA	0.056
160	"ENSG00000215301.11"	"DDX3X"	chrX	+	41343736	41344128	41343736	41343822	41344029	41344128	160	0,1,2	0,2,6	0,0,0	1,0,0	198	99	1	1.0	NA,0.2,0.143	0.0,NA,NA	0.171
161	"ENSG00000215301.11"	"DDX3X"	chrX	+	41345179	41345548	41345179	41345324	41345403	41345548	161	0,0,2	0,4,2	0,0,0	1,2,1	178	99	1	1.0	NA,0.0,0.357	0.0,0.0,0.0	0.178
164	"ENSG00000215301.11"	"DDX3X"	chrX	+	41346858	41347451	41346858	41347012	41347311	41347451	164	0,0,2	0,1,4	0,0,0	0,0,1	198	99	1	1.0	NA,0.0,0.2	NA,NA,0.0	0.1
165	"ENSG00000215301.11"	"DDX3X"	chrX	+	41346858	41347451	41346858	41347012	41347314	41347451	165	0,0,2	0,1,3	0,0,0	0,0,1	198	99	1	1.0	NA,0.0,0.25	NA,NA,0.0	0.125
166	"ENSG00000215301.11"	"DDX3X"	chrX	+	41347311	41349886	41347311	41347451	41347639	41349886	166	0,0,1	0,1,1	0,0,0	2,1,3	198	99	1	1.0	NA,0.0,0.333	0.0,0.0,0.0	0.167
181	"ENSG00000046651.16"	"OFD1"	chrX	+	13757659	13760720	13757659	13757790	13758336	13760720	181	1,0,3	1,3,5	0,0,0	0,0,2	198	99	1	1.0	0.333,0.0,0.231	NA,NA,0.0	0.188
208	"ENSG00000100288.20"	"CHKB"	chr22	-	50580189	50580416	50580189	50580271	50580357	50580416	208	0,4,5	0,0,6	0,0,0	1,0,2	185	99	1	1.0	NA,1.0,0.308	0.0,NA,0.0	0.654
209	"ENSG00000100288.20"	"CHKB"	chr22	-	50581748	50582357	50581748	50581862	50582248	50582357	209	0,3,3	1,0,2	2,0,1	0,0,0	198	99	1	1.0	0.0,1.0,0.429	1.0,NA,1.0	-0.524
224	"ENSG00000100412.17"	"ACO2"	chr22	+	41517596	41518572	41517596	41517631	41518480	41518572	224	0,1,3	1,0,0	0,0,0	0,0,4	198	99	1	1.0	0.0,1.0,1.0	NA,NA,0.0	0.667
231	"ENSG00000100359.21"	"SGSM3"	chr22	+	40407016	40407568	40407016	40407328	40407412	40407568	231	0,4,3	0,5,6	0,0,0	0,0,2	183	99	1	1.0	NA,0.302,0.213	NA,NA,0.0	0.258
238	"ENSG00000239900.14"	"ADSL"	chr22	+	40360401	40361342	40360401	40360492	40361272	40361342	238	0,0,1	0,1,0	0,0,0	2,1,1	198	99	1	1.0	NA,0.0,1.0	0.0,0.0,0.0	0.5
239	"ENSG00000239900.14"	"ADSL"	chr22	+	40361272	40363071	40361272	40361342	40361487	40363071	239	0,0,1	0,0,0	0,0,0	2,2,1	198	99	1	1.0	NA,NA,1.0	0.0,0.0,0.0	1.0
240	"ENSG00000239900.14"	"ADSL"	chr22	+	40361487	40363071	40361487	40361635	40362980	40363071	240	0,3,2	0,0,4	0,0,1	0,0,1	198	99	1	1.0	NA,1.0,0.2	NA,NA,0.333	0.267
245	"ENSG00000100242.16"	"SUN2"	chr22	-	38740266	38741050	38740266	38740432	38741006	38741050	245	3,1,4	0,1,0	0,0,0	0,0,1	198	99	1	1.0	1.0,0.333,1.0	NA,NA,0.0	0.778
252	"ENSG00000100345.23"	"MYH9"	chr22	-	36319539	36320363	36319539	36319635	36320219	36320363	252	11,4,17	1,4,4	0,0,0	0,2,2	198	99	1	1.0	0.846,0.333,0.68	NA,0.0,0.0	0.62
253	"ENSG00000100345.23"	"MYH9"	chr22	-	36320219	36320896	36320219	36320363	36320797	36320896	253	8,4,20	0,3,8	0,0,0	5,2,4	198	99	5.97334959274e-10	4.2351048612526604e-07	1.0,0.4,0.556	0.0,0.0,0.0	0.652
261	"ENSG00000198089.16"	"SFI1"	chr22	+	31604868	31606430	31604868	31604945	31606327	31606430	261	0,0,2	2,0,1	0,0,1	0,0,0	198	99	1	1.0	0.0,NA,0.5	NA,NA,1.0	-0.75
270	"ENSG00000100325.15"	"ASCC2"	chr22	-	29793359	29793676	29793359	29793490	29793576	29793676	270	0,1,0	0,0,2	0,0,0	1,0,0	185	99	1	1.0	NA,1.0,0.0	0.0,NA,NA	0.5
282	"ENSG00000100038.20"	"TOP3B"	chr22	-	21957026	21958693	21957026	21957595	21958491	21958693	282	1,0,2	2,0,1	0,0,0	0,0,1	198	99	1	1.0	0.2,NA,0.5	NA,NA,0.0	0.35
302	"ENSG00000099949.22"	"LZTR1"	chr22	+	20996695	20996966	20996695	20996801	20996885	20996966	302	0,0,5	0,0,3	0,0,0	0,0,2	183	99	1	1.0	NA,NA,0.474	NA,NA,0.0	0.474
334	"ENSG00000157601.15"	"MX1"	chr21	+	41441715	41443866	41441715	41441914	41443787	41443866	334	0,0,4	1,4,3	1,0,0	0,0,0	198	99	1	1.0	0.0,0.0,0.4	1.0,NA,NA	-0.867
342	"ENSG00000205581.11"	"HMGN1"	chr21	-	39345145	39348339	39345145	39345274	39348291	39348339	342	0,3,0	0,2,2	0,0,1	0,0,0	198	99	1	1.0	NA,0.429,0.0	NA,NA,1.0	-0.785
343	"ENSG00000205581.11"	"HMGN1"	chr21	-	39348421	39348577	39348421	39348451	39348544	39348577	343	1,1,2	1,16,4	2,0,1	1,0,0	192	99	1	1.0	0.34,0.031,0.205	0.508,NA,1.0	-0.562
350	"ENSG00000159110.22"	"IFNAR2"	chr21	+	33252661	33260727	33252661	33252830	33260596	33260727	350	0,0,1	0,0,2	0,0,2	0,0,2	198	99	1	1.0	NA,NA,0.2	NA,NA,0.333	-0.133
378	"ENSG00000101160.15"	"CTSZ"	chr20	-	58996638	58997753	58996638	58996801	58997602	58997753	378	0,7,3	2,3,2	0,0,0	0,0,4	198	99	1	1.0	0.0,0.538,0.429	NA,NA,0.0	0.322
384	"ENSG00000124126.14"	"PREX1"	chr20	-	48632276	48632639	48632276	48632391	48632495	48632639	384	1,9,9	0,2,0	1,0,0	0,0,0	198	99	1	1.0	1.0,0.692,1.0	1.0,NA,NA	-0.103
395	"ENSG00000166913.13"	"YWHAB"	chr20	+	44901530	44904116	44901530	44901833	44903992	44904116	395	0,0,1	6,4,5	0,0,0	5,6,2	198	99	1	1.0	0.0,0.0,0.091	0.0,0.0,0.0	0.03
407	"ENSG00000124177.16"	"CHD6"	chr20	-	41496808	41498226	41496808	41497501	41498167	41498226	407	2,0,1	0,4,3	0,0,0	1,0,0	198	99	1	1.0	1.0,0.0,0.143	0.0,NA,NA	0.381
412	"ENSG00000196756.15"	"SNHG17"	chr20	-	38421005	38422241	38421005	38421098	38422086	38422241	412	0,0,2	0,0,1	0,0,2	0,0,0	198	99	1	1.0	NA,NA,0.5	NA,NA,1.0	-0.5
421	"ENSG00000131051.24"	"RBM39"	chr20	-	35704667	35705330	35704667	35704746	35705224	35705330	421	4,0,6	1,5,8	0,0,1	1,0,2	198	99	1	1.0	0.667,0.0,0.273	0.0,NA,0.2	0.213
422	"ENSG00000131051.24"	"RBM39"	chr20	-	35738967	35740887	35738967	35739017	35740823	35740887	422	0,1,7	0,1,3	2,0,5	1,0,0	198	99	1	1.0	NA,0.333,0.538	0.5,NA,1.0	-0.315
425	"ENSG00000214078.13"	"CPNE1"	chr20	-	35626043	35626803	35626043	35626381	35626566	35626803	425	0,6,3	0,1,0	0,2,1	1,2,3	198	99	1	1.0	NA,0.75,1.0	0.0,0.333,0.143	0.716
426	"ENSG00000214078.13"	"CPNE1"	chr20	-	35632162	35632385	35632162	35632234	35632310	35632385	426	0,5,0	0,5,1	0,0,0	0,2,1	175	99	1	1.0	NA,0.361,0.0	NA,0.0,0.0	0.18
442	"ENSG00000171456.22"	"ASXL1"	chr20	+	32428127	32428422	32428127	32428248	32428324	32428422	442	1,2,1	0,2,0	0,0,0	0,0,2	175	99	1	1.0	1.0,0.361,1.0	NA,NA,0.0	0.787
481	"ENSG00000101365.21"	"IDH3B"	chr20	-	2659698	2660176	2659698	2659793	2660029	2660176	481	0,0,3	0,0,0	0,0,0	1,0,3	198	99	1	1.0	NA,NA,1.0	0.0,NA,0.0	1.0
484	"ENSG00000101361.17"	"NOP56"	chr20	+	2657080	2658393	2657080	2657218	2657928	2658393	484	0,0,4	0,5,1	0,0,0	0,2,2	198	99	1	1.0	NA,0.0,0.667	NA,0.0,0.0	0.334
489	"ENSG00000125826.22"	"RBCK1"	chr20	+	428490	429094	428490	428589	428950	429094	489	0,2,0	1,0,2	0,0,1	0,0,0	198	99	1	1.0	0.0,1.0,0.0	NA,NA,1.0	-0.667
491	"ENSG00000130724.10"	"CHMP2A"	chr19	-	58551565	58551967	58551565	58551776	58551905	58551967	491	0,2,2	1,0,1	0,0,0	1,2,3	198	99	0.0458136226515	1.0	0.0,1.0,0.5	0.0,0.0,0.0	0.5
492	"ENSG00000130726.12"	"TRIM28"	chr19	+	58548739	58548910	58548739	58548776	58548861	58548910	492	0,1,0	0,0,8	2,0,0	2,2,0	184	99	1	1.0	NA,1.0,0.0	0.35,0.0,NA	0.325
506	"ENSG00000125503.13"	"PPP1R12C"	chr19	-	55093015	55093233	55093015	55093076	55093152	55093233	506	0,5,1	2,1,2	0,0,0	0,2,3	175	99	1	1.0	0.0,0.739,0.22	NA,0.0,0.0	0.32
510	"ENSG00000104972.16"	"LILRB1"	chr19	+	54635556	54636652	54635556	54635609	54636496	54636652	510	0,2,0	0,0,2	0,0,0	0,0,1	198	99	1	1.0	NA,1.0,0.0	NA,NA,0.0	0.5
514	"ENSG00000170889.14"	"RPS9"	chr19	+	54206552	54207647	54206552	54206724	54207397	54207647	514	0,0,1	0,0,1	0,0,1	0,0,0	198	99	1	1.0	NA,NA,0.333	NA,NA,1.0	-0.667
535	"ENSG00000142546.14"	"NOSIP"	chr19	-	49556548	49556993	49556548	49556736	49556874	49556993	535	0,1,0	0,1,2	0,0,0	0,0,1	198	99	1	1.0	NA,0.333,0.0	NA,NA,0.0	0.167
545	"ENSG00000160310.19"	"PRMT2"	chr21	+	46660832	46661936	46660832	46660962	46661799	46661936	545	0,2,0	0,0,0	0,0,0	0,2,0	198	99	1	1.0	NA,1.0,NA	NA,0.0,NA	1.0
546	"ENSG00000160007.20"	"ARHGAP35"	chr19	+	46987988	46989675	46987988	46988066	46989543	46989675	546	0,0,2	0,1,2	0,0,1	0,0,0	198	99	1	1.0	NA,0.0,0.333	NA,NA,1.0	-0.834
549	"ENSG00000160014.17"	"CALM3"	chr19	+	46605826	46608340	46605826	46605857	46608196	46608340	549	0,1,0	1,0,0	0,0,0	0,2,2	198	99	1	1.0	0.0,1.0,NA	NA,0.0,0.0	0.5
555	"ENSG00000125755.19"	"SYMPK"	chr19	-	45827836	45829205	45827836	45827918	45828969	45829205	555	0,7,3	1,1,1	1,0,0	0,0,0	198	99	1	1.0	0.0,0.778,0.6	1.0,NA,NA	-0.541
559	"ENSG00000104936.20"	"DMPK"	chr19	-	45770970	45771396	45770970	45771060	45771349	45771396	559	1,0,1	0,0,0	0,0,0	3,0,0	198	99	1	1.0	1.0,NA,1.0	0.0,NA,NA	1.0
565	"ENSG00000104856.15"	"RELB"	chr19	+	45034243	45034528	45034243	45034312	45034450	45034528	565	0,1,0	1,7,2	0,0,0	2,0,0	198	99	1	1.0	0.0,0.067,0.0	0.0,NA,NA	0.022
568	"ENSG00000198900.7"	"TOP1"	chr20	+	41092471	41097341	41092471	41092587	41097219	41097341	568	0,0,2	0,1,3	0,0,1	0,0,1	198	99	1	1.0	NA,0.0,0.25	NA,NA,0.333	-0.208
569	"ENSG00000167380.17"	"ZNF226"	chr19	+	44165587	44165807	44165587	44165613	44165756	44165807	569	0,0,1	0,0,0	0,0,0	0,2,0	198	99	1	1.0	NA,NA,1.0	NA,0.0,NA	1.0
600	"ENSG00000105193.9"	"RPS16"	chr19	-	39433222	39433569	39433222	39433418	39433521	39433569	600	1,0,0	5,6,8	0,0,0	18,11,16	198	99	1	1.0	0.091,0.0,0.0	0.0,0.0,0.0	0.03
602	"ENSG00000105193.9"	"RPS16"	chr19	-	39433664	39435708	39433664	39433761	39435606	39435708	602	2,4,2	4,7,13	0,0,0	13,16,21	198	99	0.00028652219614	0.01846765791484182	0.2,0.222,0.071	0.0,0.0,0.0	0.164
605	"ENSG00000006712.15"	"PAF1"	chr19	-	39390068	39390289	39390068	39390161	39390259	39390289	605	0,0,0	0,1,2	0,0,1	0,0,0	197	99	1	1.0	NA,0.0,0.0	NA,NA,1.0	-1.0
611	"ENSG00000104823.9"	"ECH1"	chr19	-	38815856	38816355	38815856	38816007	38816283	38816355	611	0,0,1	0,0,0	0,0,0	0,0,1	198	99	1	1.0	NA,NA,1.0	NA,NA,0.0	1.0
622	"ENSG00000167642.13"	"SPINT2"	chr19	+	38290536	38292468	38290536	38290575	38291839	38292468	622	0,0,0	2,1,2	0,0,1	3,4,6	198	99	1	1.0	0.0,0.0,0.0	0.0,0.0,0.077	-0.026
630	"ENSG00000105258.9"	"POLR2I"	chr19	-	36114338	36114713	36114338	36114412	36114658	36114713	630	1,0,0	0,0,1	0,0,0	0,2,0	198	99	1	1.0	1.0,NA,0.0	NA,0.0,NA	0.5
671	"ENSG00000105726.17"	"ATP13A1"	chr19	-	19645197	19645790	19645197	19645532	19645646	19645790	671	2,0,5	4,2,4	0,0,1	0,0,0	198	99	1	1.0	0.2,0.0,0.385	NA,NA,1.0	-0.805
672	"ENSG00000105726.17"	"ATP13A1"	chr19	-	19645646	19645985	19645646	19645790	19645873	19645985	672	4,0,4	0,1,1	0,0,1	1,0,0	182	99	1	1.0	1.0,0.0,0.685	0.0,NA,1.0	0.062
673	"ENSG00000105726.17"	"ATP13A1"	chr19	-	19647413	19647759	19647413	19647528	19647598	19647759	673	0,0,4	2,5,5	0,0,1	0,0,0	169	99	1	1.0	0.0,0.0,0.319	NA,NA,1.0	-0.894
674	"ENSG00000105726.17"	"ATP13A1"	chr19	-	19649740	19651797	19649740	19649940	19651688	19651797	674	0,0,6	0,5,3	0,0,1	0,0,0	198	99	1	1.0	NA,0.0,0.5	NA,NA,1.0	-0.75
675	"ENSG00000105726.17"	"ATP13A1"	chr19	-	19655315	19655654	19655315	19655453	19655527	19655654	675	1,0,2	1,1,4	0,0,1	0,0,0	173	99	1	1.0	0.364,0.0,0.222	NA,NA,1.0	-0.805
676	"ENSG00000105726.17"	"ATP13A1"	chr19	-	19656659	19656916	19656659	19656766	19656846	19656916	676	5,2,5	0,0,0	0,0,1	2,0,0	179	99	1	1.0	1.0,1.0,1.0	0.0,NA,1.0	0.5
712	"ENSG00000011243.19"	"AKAP8L"	chr19	-	15397713	15400358	15397713	15399410	15400294	15400358	712	0,2,9	0,0,1	1,0,0	0,0,0	198	99	1	1.0	NA,1.0,0.818	1.0,NA,NA	-0.091
714	"ENSG00000011243.19"	"AKAP8L"	chr19	-	15397713	15400864	15397713	15400358	15400793	15400864	714	0,2,0	6,0,1	0,0,0	1,0,0	198	99	1	1.0	0.0,1.0,0.0	0.0,NA,NA	0.333
720	"ENSG00000011243.19"	"AKAP8L"	chr19	-	15403474	15404042	15403474	15403715	15404009	15404042	720	1,2,0	0,0,2	0,0,2	0,0,0	198	99	1	1.0	1.0,1.0,0.0	NA,NA,1.0	-0.333
726	"ENSG00000123143.13"	"PKN1"	chr19	+	14467564	14467793	14467564	14467641	14467717	14467793	726	0,0,2	0,0,1	0,0,0	0,0,4	175	99	1	1.0	NA,NA,0.531	NA,NA,0.0	0.531
727	"ENSG00000123143.13"	"PKN1"	chr19	+	14470574	14470851	14470574	14470682	14470770	14470851	727	0,0,1	0,3,1	0,0,0	0,2,3	187	99	1	1.0	NA,0.0,0.346	NA,0.0,0.0	0.173
734	"ENSG00000104907.13"	"TRMT1"	chr19	-	13115996	13116431	13115996	13116052	13116186	13116431	734	1,0,0	0,0,0	0,0,0	2,0,0	198	99	1	1.0	1.0,NA,NA	0.0,NA,NA	1.0
735	"ENSG00000179218.15"	"CALR"	chr19	+	12943712	12944489	12943712	12943988	12944211	12944489	735	3,3,5	0,0,0	10,3,26	0,1,0	198	99	1	1.0	1.0,1.0,1.0	1.0,0.6,1.0	0.133
736	"ENSG00000179115.11"	"FARSA"	chr19	-	12924638	12925003	12924638	12924807	12924903	12925003	736	0,0,1	0,0,0	0,0,0	0,0,2	195	99	1	1.0	NA,NA,1.0	NA,NA,0.0	1.0
738	"ENSG00000105607.13"	"GCDH"	chr19	+	12891159	12891395	12891159	12891202	12891270	12891395	738	0,1,0	1,0,0	0,0,4	0,0,0	167	99	1	1.0	0.0,1.0,NA	NA,NA,1.0	-0.5
739	"ENSG00000105607.13"	"GCDH"	chr19	+	12891486	12891974	12891486	12891522	12891830	12891974	739	0,1,3	1,1,0	0,0,4	0,1,0	198	99	1	1.0	0.0,0.333,1.0	NA,0.0,1.0	-0.056
740	"ENSG00000105607.13"	"GCDH"	chr19	+	12891486	12891974	12891486	12891660	12891830	12891974	740	0,0,2	0,1,0	0,0,4	0,0,0	198	99	1	1.0	NA,0.0,1.0	NA,NA,1.0	-0.5
741	"ENSG00000105607.13"	"GCDH"	chr19	+	12897302	12897863	12897302	12897428	12897702	12897863	741	0,0,0	0,1,0	0,0,4	0,0,0	198	99	1	1.0	NA,0.0,NA	NA,NA,1.0	-1.0
742	"ENSG00000105612.10"	"DNASE2"	chr19	-	12880801	12881152	12880801	12880880	12880971	12881152	742	0,1,2	0,0,0	0,0,0	2,2,0	190	99	1	1.0	NA,1.0,1.0	0.0,0.0,NA	1.0
750	"ENSG00000095059.17"	"DHPS"	chr19	-	12679456	12679719	12679456	12679543	12679622	12679719	750	0,0,0	4,3,3	0,1,0	0,0,1	178	99	1	1.0	0.0,0.0,0.0	NA,1.0,0.0	-0.5
753	"ENSG00000104774.13"	"MAN2B1"	chr19	-	12655693	12656687	12655693	12655879	12656570	12656687	753	1,2,4	0,2,0	0,0,1	2,0,0	198	99	1	1.0	1.0,0.333,1.0	0.0,NA,1.0	0.278
763	"ENSG00000213339.9"	"QTRT1"	chr19	+	10701949	10702254	10701949	10702018	10702115	10702254	763	0,0,1	2,0,0	0,0,2	0,0,1	196	99	1	1.0	0.0,NA,1.0	NA,NA,0.503	-0.003
766	"ENSG00000129351.18"	"ILF3"	chr19	+	10681218	10682192	10681218	10681329	10681992	10682192	766	1,4,6	0,0,0	2,0,0	1,0,0	198	99	1	1.0	1.0,1.0,1.0	0.5,NA,NA	0.5
767	"ENSG00000129351.18"	"ILF3"	chr19	+	10683916	10685765	10683916	10683970	10684415	10685765	767	0,1,1	1,0,3	0,0,0	4,2,0	198	99	1	1.0	0.0,1.0,0.143	0.0,0.0,NA	0.381
780	"ENSG00000076662.11"	"ICAM3"	chr19	-	10335065	10335976	10335065	10335353	10335670	10335976	780	0,0,0	1,0,0	2,0,0	0,0,0	198	99	1	1.0	0.0,NA,NA	1.0,NA,NA	-1.0
796	"ENSG00000099783.13"	"HNRNPM"	chr19	+	8465323	8465515	8465323	8465362	8465479	8465515	796	2,1,8	0,0,2	0,2,3	1,0,0	198	99	1	1.0	1.0,1.0,0.667	0.0,1.0,1.0	0.222
801	"ENSG00000076944.18"	"STXBP2"	chr19	+	7639730	7640809	7639730	7639807	7640730	7640809	801	0,0,3	0,0,0	0,0,2	2,1,0	198	99	1	1.0	NA,NA,1.0	0.0,0.0,1.0	0.667
802	"ENSG00000076944.18"	"STXBP2"	chr19	+	7639730	7640809	7639730	7639807	7640739	7640809	802	0,0,3	0,0,0	0,0,2	1,0,0	198	99	1	1.0	NA,NA,1.0	0.0,NA,1.0	0.5
803	"ENSG00000076944.18"	"STXBP2"	chr19	+	7642428	7642823	7642428	7642536	7642765	7642823	803	0,1,1	1,3,4	0,0,0	2,0,4	198	99	1	1.0	0.0,0.143,0.111	0.0,NA,0.0	0.085
807	"ENSG00000032444.17"	"PNPLA6"	chr19	+	7542760	7543084	7542760	7542928	7543006	7543084	807	0,2,2	3,9,2	0,0,0	0,0,1	177	99	1	1.0	0.0,0.111,0.359	NA,NA,0.0	0.157
819	"ENSG00000142002.19"	"DPP9"	chr19	-	4684662	4685771	4684662	4684809	4685625	4685771	819	0,2,0	0,0,0	0,0,0	2,1,0	198	99	1	1.0	NA,1.0,NA	0.0,0.0,NA	1.0
823	"ENSG00000077463.15"	"SIRT6"	chr19	-	4175027	4175937	4175027	4175760	4175841	4175937	823	0,1,0	0,0,0	0,0,0	2,1,0	180	99	1	1.0	NA,1.0,NA	0.0,0.0,NA	1.0
830	"ENSG00000104969.11"	"SGTA"	chr19	-	2757692	2759294	2757692	2757782	2759256	2759294	830	2,1,0	1,0,1	0,0,0	1,0,0	198	99	1	1.0	0.5,1.0,0.0	0.0,NA,NA	0.5
832	"ENSG00000205542.11"	"TMSB4X"	chrX	+	12975109	12976361	12975109	12975168	12976245	12976361	832	0,0,3	5,9,14	0,0,2	23,24,42	198	99	0.665830700164	1.0	0.0,0.0,0.097	0.0,0.0,0.023	0.025
833	"ENSG00000104897.10"	"SF3A2"	chr19	+	2246752	2247022	2246752	2246802	2246881	2247022	833	0,0,0	0,2,0	0,0,1	1,0,0	178	99	1	1.0	NA,0.0,NA	0.0,NA,1.0	-0.5
834	"ENSG00000104886.12"	"PLEKHJ1"	chr19	-	2233153	2234061	2233153	2233905	2233997	2234061	834	0,5,3	2,0,0	0,0,0	0,2,0	191	99	1	1.0	0.0,1.0,1.0	NA,0.0,NA	0.667
837	"ENSG00000065000.20"	"AP3D1"	chr19	-	2109085	2109958	2109085	2109207	2109872	2109958	837	0,0,4	1,0,0	0,0,3	2,0,1	198	99	1	1.0	0.0,NA,1.0	0.0,NA,0.6	0.2
838	"ENSG00000065000.20"	"AP3D1"	chr19	-	2110706	2111332	2110706	2110896	2111284	2111332	838	0,0,3	0,4,3	0,0,3	3,0,0	198	99	1	1.0	NA,0.0,0.333	0.0,NA,1.0	-0.334
840	"ENSG00000065000.20"	"AP3D1"	chr19	-	2112859	2113413	2112859	2112967	2113335	2113413	840	0,0,3	0,1,0	0,0,3	0,0,0	198	99	1	1.0	NA,0.0,1.0	NA,NA,1.0	-0.5
841	"ENSG00000099875.16"	"MKNK2"	chr19	-	2042606	2042870	2042606	2042662	2042765	2042870	841	0,2,6	0,0,5	0,0,1	3,0,1	198	99	1	1.0	NA,1.0,0.375	0.0,NA,0.333	0.521
842	"ENSG00000133275.16"	"CSNK1G2"	chr19	+	1978304	1978511	1978304	1978345	1978441	1978511	842	0,1,0	0,0,1	0,0,0	0,2,0	195	99	1	1.0	NA,1.0,0.0	NA,0.0,NA	0.5
861	"ENSG00000099622.14"	"CIRBP"	chr19	+	1271980	1273172	1271980	1272051	1272426	1273172	861	0,5,10	0,2,2	0,0,2	2,2,3	198	99	1	1.0	NA,0.556,0.714	0.0,0.0,0.25	0.552
862	"ENSG00000099622.14"	"CIRBP"	chr19	+	1271980	1274440	1271980	1272051	1274306	1274440	862	0,1,3	0,0,0	0,0,0	1,0,0	198	99	1	1.0	NA,1.0,1.0	0.0,NA,NA	1.0
