ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
69	"ENSG00000131828.14"	"PDHA1"	chrX	+	19353081	19353173	19354490	19354583	19351280	19351407	19355348	19355504	69	0,0,2	0,0,0	0,0,0	0,0,2	191	192	1	1.0	NA,NA,1.0	NA,NA,0.0	1.0
75	"ENSG00000046651.16"	"OFD1"	chrX	+	13763744	13763855	13767126	13767284	13762343	13762444	13768053	13768224	75	0,2,6	1,5,15	2,0,0	3,0,0	210	257	1	1.0	0.0,0.329,0.329	0.449,NA,NA	-0.23
89	"ENSG00000100412.17"	"ACO2"	chr22	+	41517942	41518408	41518480	41518572	41517526	41517631	41520170	41520276	89	0,4,0	2,2,0	0,0,0	0,0,4	565	191	1	1.0	0.0,0.403,NA	NA,NA,0.0	0.202
92	"ENSG00000100393.15"	"EP300"	chr22	+	41141047	41141222	41146738	41146816	41140139	41140257	41147836	41147946	92	0,0,4	0,4,3	0,0,0	0,4,0	274	177	1	1.0	NA,0.0,0.463	NA,0.0,NA	0.232
94	"ENSG00000239900.14"	"ADSL"	chr22	+	40353072	40353117	40354247	40354327	40349831	40350035	40358863	40359035	94	0,0,2	0,4,0	0,0,0	0,1,0	144	179	1	1.0	NA,0.0,1.0	NA,0.0,NA	0.5
95	"ENSG00000100354.21"	"TNRC6B"	chr22	+	40264687	40267036	40270121	40270280	40261831	40262173	40273424	40273600	95	4,30,47	1,0,0	14,0,3	0,0,0	2448	258	1	1.0	0.297,1.0,1.0	1.0,NA,1.0	-0.234
116	"ENSG00000183597.16"	"TANGO2"	chr22	+	20055942	20056013	20063337	20063442	20053436	20053551	20064541	20065925	116	1,0,0	0,0,0	0,0,0	0,0,1	170	204	1	1.0	1.0,NA,NA	NA,NA,0.0	1.0
117	"ENSG00000015475.19"	"BID"	chr22	-	17743802	17744013	17750104	17750174	17739348	17739488	17774380	17774495	117	0,2,0	0,1,1	4,0,0	0,0,1	169	310	1	1.0	NA,0.786,0.0	1.0,NA,0.0	-0.107
124	"ENSG00000157601.15"	"MX1"	chr21	+	41449136	41449295	41451166	41451243	41445999	41446141	41452620	41452869	124	0,0,3	0,0,1	0,0,1	0,0,1	258	176	1	1.0	NA,NA,0.672	NA,NA,0.406	0.266
138	"ENSG00000182670.14"	"TTC3"	chr21	+	37157160	37157214	37158130	37158203	37156654	37156906	37159698	37159745	138	0,0,2	0,0,2	0,2,0	0,0,0	153	172	1	1.0	NA,NA,0.529	NA,1.0,NA	-0.471
141	"ENSG00000249624.10"	"IFNAR2-IL10RB"	chr21	+	33268393	33268517	33276595	33276753	33252661	33252830	33279751	33279918	141	0,0,1	0,0,0	0,0,0	0,0,2	223	257	1	1.0	NA,NA,1.0	NA,NA,0.0	1.0
143	"ENSG00000142192.22"	"APP"	chr21	-	25997359	25997416	26000014	26000182	25982343	25982477	26021839	26022042	143	10,22,44	0,4,0	9,3,15	1,2,3	267	156	0.0210360805302	1.0	1.0,0.763,1.0	0.84,0.467,0.745	0.237
160	"ENSG00000101160.15"	"CTSZ"	chr20	-	58997854	58997954	58999234	58999580	58997602	58997753	59001464	59001644	160	3,1,1	1,0,0	0,2,0	0,0,0	445	199	1	1.0	0.573,1.0,1.0	NA,1.0,NA	-0.142
202	"ENSG00000101084.19"	"RAB5IF"	chr20	+	36607889	36608000	36609600	36609730	36607714	36607818	36612009	36612557	202	0,0,0	0,0,6	2,0,0	0,0,0	210	229	1	1.0	NA,NA,0.0	1.0,NA,NA	-1.0
203	"ENSG00000101084.19"	"RAB5IF"	chr20	+	36607889	36608000	36609600	36609758	36607714	36607818	36612009	36612557	203	0,0,0	0,0,4	2,0,0	0,0,0	210	257	1	1.0	NA,NA,0.0	1.0,NA,NA	-1.0
204	"ENSG00000080845.19"	"DLGAP4"	chr20	+	36499241	36499321	36499587	36499676	36496704	36497066	36500198	36500611	204	0,0,2	1,0,1	0,0,0	0,0,2	179	188	1	1.0	0.0,NA,0.677	NA,NA,0.0	0.339
205	"ENSG00000131051.24"	"RBM39"	chr20	-	35739392	35739547	35740524	35740597	35738967	35739017	35740823	35740887	205	1,5,11	0,0,1	4,0,6	0,0,0	172	254	1	1.0	1.0,1.0,0.942	1.0,NA,1.0	-0.019
232	"ENSG00000078747.17"	"ITCH"	chr20	+	34393790	34393881	34408650	34408792	34369393	34369470	34412514	34412639	232	1,0,2	0,1,5	0,0,0	0,0,2	190	241	1	1.0	1.0,0.0,0.337	NA,NA,0.0	0.446
240	"ENSG00000039650.12"	"PNKP"	chr19	-	49862184	49862281	49862370	49862463	49862043	49862105	49862537	49862608	240	0,3,0	1,1,0	2,0,0	0,0,0	192	196	1	1.0	0.0,0.754,NA	1.0,NA,NA	-0.623
266	"ENSG00000076928.20"	"ARHGEF1"	chr19	+	41904948	41905036	41905174	41905261	41904215	41904383	41905759	41905827	266	0,2,0	1,5,0	0,0,0	2,0,1	187	186	1	1.0	0.0,0.285,NA	0.0,NA,0.0	0.142
280	"ENSG00000090006.18"	"LTBP4"	chr19	+	40616888	40617020	40617099	40617225	40614314	40614446	40619346	40619493	280	1,0,1	0,0,1	0,0,0	0,0,1	231	225	1	1.0	1.0,NA,0.493	NA,NA,0.0	0.746
281	"ENSG00000105197.11"	"TIMM50"	chr19	+	39482884	39482916	39485543	39485602	39481882	39482033	39485687	39485807	281	0,1,0	0,0,0	0,0,0	0,0,2	131	158	1	1.0	NA,1.0,NA	NA,NA,0.0	1.0
282	"ENSG00000130402.14"	"ACTN4"	chr19	+	38710256	38710342	38711275	38711361	38709394	38709476	38714468	38714561	282	0,3,0	0,0,1	11,1,1	0,0,0	185	185	1	1.0	NA,1.0,0.0	1.0,1.0,1.0	-0.5
303	"ENSG00000105655.19"	"ISYNA1"	chr19	-	18436683	18436877	18437598	18437760	18436329	18436479	18437859	18437988	303	2,0,0	0,0,0	0,0,1	0,0,2	261	293	1	1.0	1.0,NA,NA	NA,NA,0.36	0.64
311	"ENSG00000130733.11"	"YIPF2"	chr19	-	10927629	10927769	10927798	10927959	10925685	10925773	10928379	10928440	311	1,0,1	0,0,0	2,2,0	0,1,0	260	239	1	1.0	1.0,NA,1.0	1.0,0.648,NA	0.176
316	"ENSG00000071564.19"	"TCF3"	chr19	-	1612206	1612430	1615284	1615520	1611703	1611849	1615685	1615821	316	2,2,0	2,3,2	0,0,2	0,2,0	335	323	1	1.0	0.491,0.391,0.0	NA,0.0,1.0	-0.206
317	"ENSG00000071564.19"	"TCF3"	chr19	-	1612206	1612433	1615284	1615520	1611703	1611849	1615685	1615821	317	2,2,0	1,3,2	0,0,2	0,2,0	335	326	1	1.0	0.661,0.393,0.0	NA,0.0,1.0	-0.149
320	"ENSG00000060069.18"	"CTDP1"	chr18	+	79728906	79729069	79736354	79736521	79717809	79718016	79753651	79754503	320	0,0,3	0,1,0	3,0,0	0,0,0	262	266	1	1.0	NA,0.0,1.0	1.0,NA,NA	-0.5
325	"ENSG00000172175.16"	"MALT1"	chr18	+	58734306	58734381	58734450	58734566	58733396	58733574	58735201	58735329	325	0,0,1	0,1,0	0,0,1	0,0,0	174	215	1	1.0	NA,0.0,1.0	NA,NA,1.0	-0.5
340	"ENSG00000141644.19"	"MBD1"	chr18	-	50274185	50274353	50274976	50275045	50273563	50273863	50275128	50275245	340	1,5,1	0,1,4	0,2,0	0,0,0	168	267	1	1.0	1.0,0.888,0.284	NA,1.0,NA	-0.276
351	"ENSG00000152240.13"	"HAUS1"	chr18	+	46122466	46122590	46123298	46123364	46105193	46105368	46124821	46124893	351	0,0,0	0,0,1	0,0,2	0,0,0	223	165	1	1.0	NA,NA,0.0	NA,NA,1.0	-1.0
379	"ENSG00000175063.17"	"UBE2C"	chr20	+	45814383	45814470	45815540	45815745	45813436	45813464	45815853	45815913	379	0,0,2	0,0,2	3,1,1	1,0,4	186	304	1	1.0	NA,NA,0.62	0.831,1.0,0.29	-0.087
391	"ENSG00000101557.15"	"USP14"	chr18	+	166786	166819	178932	179037	163307	163453	180235	180339	391	0,0,0	0,1,0	0,3,0	0,0,0	132	204	1	1.0	NA,0.0,NA	NA,1.0,NA	-1.0
392	"ENSG00000141556.22"	"TBCD"	chr17	+	82895700	82895967	82900650	82900731	82893546	82893632	82903404	82903478	392	0,1,0	0,1,2	0,0,0	0,0,1	366	180	1	1.0	NA,0.33,0.0	NA,NA,0.0	0.165
394	"ENSG00000183010.17"	"PYCR1"	chr17	-	81934325	81934489	81934652	81934745	81932383	81933376	81934925	81935147	394	2,0,0	0,0,0	0,0,0	0,0,2	192	263	1	1.0	1.0,NA,NA	NA,NA,0.0	1.0
395	"ENSG00000185624.16"	"P4HB"	chr17	-	81846946	81847068	81847242	81847347	81846428	81846629	81855141	81855279	395	8,1,3	8,3,7	4,1,4	2,4,5	204	221	0.741725727921	1.0	0.52,0.265,0.317	0.684,0.213,0.464	-0.086
401	"ENSG00000185339.10"	"TCN2"	chr22	+	30612872	30613042	30614348	30614501	30610870	30611063	30615300	30615473	401	0,0,1	0,0,0	0,0,0	1,0,0	269	252	1	1.0	NA,NA,1.0	0.0,NA,NA	1.0
403	"ENSG00000266714.11"	"MYO15B"	chr17	+	75616068	75616147	75616523	75616785	75615692	75615884	75616873	75616961	403	0,3,4	5,17,11	0,0,0	0,0,1	178	361	1	1.0	0.0,0.264,0.424	NA,NA,0.0	0.229
404	"ENSG00000125450.11"	"NUP85"	chr17	+	75218184	75218306	75225102	75225237	75215753	75215823	75225341	75225464	404	2,0,0	0,0,1	0,0,0	0,0,2	221	234	1	1.0	1.0,NA,0.0	NA,NA,0.0	0.5
410	"ENSG00000271605.6"	"MILR1"	chr17	+	64452596	64452866	64457399	64457684	64449313	64449355	64460821	64460932	410	0,0,6	0,2,7	0,0,2	0,0,0	369	384	1	1.0	NA,0.0,0.471	NA,NA,1.0	-0.764
417	"ENSG00000146872.19"	"TLK2"	chr17	+	62553662	62553755	62560015	62560126	62552301	62552397	62565000	62565137	417	0,0,4	0,0,2	0,0,0	2,0,0	192	210	1	1.0	NA,NA,0.686	0.0,NA,NA	0.686
420	"ENSG00000108848.16"	"LUC7L3"	chr17	+	50737286	50737479	50738140	50738199	50736959	50737026	50740305	50740345	420	2,2,3	0,0,1	0,0,1	0,0,0	292	158	1	1.0	1.0,1.0,0.619	NA,NA,1.0	-0.127
423	"ENSG00000159210.10"	"SNF8"	chr17	-	48933204	48933346	48940923	48941062	48931642	48931717	48943924	48943975	423	0,0,1	0,1,0	0,0,0	0,1,0	238	241	1	1.0	NA,0.0,1.0	NA,0.0,NA	0.5
438	"ENSG00000108799.13"	"EZH1"	chr17	-	42722794	42722915	42724304	42724424	42720272	42720449	42727634	42727763	438	0,1,1	2,1,6	0,0,0	1,0,0	219	220	1	1.0	0.0,0.501,0.143	0.0,NA,NA	0.215
439	"ENSG00000108799.13"	"EZH1"	chr17	-	42722794	42722915	42727634	42727763	42720272	42720449	42728824	42728952	439	0,0,0	2,0,6	1,0,0	1,0,0	228	220	1	1.0	0.0,NA,0.0	0.491,NA,NA	-0.491
455	"ENSG00000275700.6"	"AATF"	chr17	+	36953769	36953907	36986616	36986731	36952885	36953296	36988518	36988720	455	1,3,6	0,0,1	0,0,1	1,0,0	237	214	1	1.0	1.0,1.0,0.844	0.0,NA,1.0	0.448
470	"ENSG00000175662.18"	"TOM1L2"	chr17	-	17882704	17882863	17884633	17884768	17879626	17879743	17893660	17893810	470	0,0,1	0,2,2	0,2,0	0,0,0	234	258	1	1.0	NA,0.0,0.355	NA,1.0,NA	-0.823
488	"ENSG00000141252.21"	"VPS53"	chr17	-	628087	628231	631549	631628	627173	627316	653290	653410	488	0,2,0	0,0,1	3,0,0	0,1,0	178	243	1	1.0	NA,1.0,0.0	1.0,0.0,NA	0.0
505	"ENSG00000118705.18"	"RPN2"	chr20	+	37198396	37198492	37199049	37199225	37184179	37184373	37203884	37203960	505	0,2,3	0,2,6	1,0,1	1,0,2	195	275	1	1.0	NA,0.585,0.414	0.585,NA,0.414	0.0
515	"ENSG00000168411.14"	"RFWD3"	chr16	-	74651919	74652122	74660931	74661451	74649131	74649202	74664623	74664745	515	0,3,8	0,2,2	2,2,0	0,0,0	619	302	1	1.0	NA,0.423,0.661	1.0,1.0,NA	-0.458
520	"ENSG00000132600.18"	"PRMT7"	chr16	+	68315896	68316074	68321425	68321462	68312041	68312176	68324682	68324832	520	1,4,1	0,0,1	0,0,0	1,0,0	277	136	1	1.0	1.0,1.0,0.329	0.0,NA,NA	0.776
521	"ENSG00000132600.18"	"PRMT7"	chr16	+	68321425	68321462	68324682	68324832	68315896	68316074	68329065	68329174	521	1,0,0	0,0,0	1,0,0	0,0,1	136	249	1	1.0	1.0,NA,NA	1.0,NA,0.0	0.5
522	"ENSG00000132600.18"	"PRMT7"	chr16	+	68324682	68324832	68329065	68329174	68321425	68321462	68337458	68337571	522	1,1,1	1,1,1	1,0,1	0,0,0	249	208	1	1.0	0.455,0.455,0.455	1.0,NA,1.0	-0.545
533	"ENSG00000135720.13"	"DYNC1LI2"	chr16	-	66742437	66742668	66749196	66749313	66736074	66736244	66751272	66751346	533	1,0,2	0,0,3	0,0,1	0,0,3	216	330	1	1.0	1.0,NA,0.505	NA,NA,0.337	0.415
534	"ENSG00000254788.7"	"CKLF-CMTM1"	chr16	+	66558189	66558348	66563121	66563217	66552678	66552793	66577103	66577202	534	0,1,1	0,0,1	0,0,3	1,0,0	258	195	1	1.0	NA,1.0,0.43	0.0,NA,1.0	0.215
537	"ENSG00000005194.15"	"CIAPIN1"	chr16	-	57431150	57431266	57432486	57432560	57430257	57430339	57434043	57434212	537	0,0,1	0,0,0	0,0,0	0,0,3	173	215	1	1.0	NA,NA,1.0	NA,NA,0.0	1.0
545	"ENSG00000290927.1"	"ENSG00000290927"	chr16	+	31705671	31705792	31705889	31706034	31705348	31705472	31706890	31707437	545	2,0,4	1,0,0	2,0,2	0,0,0	220	244	1	1.0	0.689,NA,1.0	1.0,NA,1.0	-0.155
546	"ENSG00000196839.14"	"ADA"	chr20	-	44623006	44623078	44626455	44626599	44622828	44622930	44629046	44629169	546	0,0,1	0,0,0	0,0,1	0,0,4	243	171	1	1.0	NA,NA,1.0	NA,NA,0.15	0.85
552	"ENSG00000188603.22"	"CLN3"	chr16	-	28487661	28487741	28489289	28489386	28487455	28487541	28491481	28491560	552	1,1,1	0,0,3	2,1,0	0,0,0	196	179	1	1.0	1.0,1.0,0.233	1.0,1.0,NA	-0.256
571	"ENSG00000122390.19"	"NAA60"	chr16	+	3479470	3479600	3482501	3482598	3476221	3476337	3483362	3483597	571	1,2,2	0,0,0	0,0,0	1,0,0	229	196	1	1.0	1.0,1.0,1.0	0.0,NA,NA	1.0
572	"ENSG00000008517.19"	"IL32"	chr16	+	3067376	3067415	3067442	3067613	3065783	3065826	3067983	3068010	572	0,0,0	0,0,2	0,0,2	0,0,0	138	270	1	1.0	NA,NA,0.0	NA,NA,1.0	-1.0
585	"ENSG00000007541.17"	"PIGQ"	chr16	+	580182	580263	580857	580972	579068	579180	582247	582309	585	2,0,1	0,0,1	0,0,1	0,2,0	180	214	1	1.0	1.0,NA,0.543	NA,0.0,1.0	0.272
592	"ENSG00000140471.17"	"LINS1"	chr15	-	100580443	100580736	100580800	100580945	100580262	100580352	100602120	100602174	592	0,0,0	0,1,4	0,2,0	0,0,0	244	392	1	1.0	NA,0.0,0.0	NA,1.0,NA	-1.0
611	"ENSG00000041357.16"	"PSMA4"	chr15	+	78542176	78542219	78542482	78542645	78541904	78541930	78544189	78544267	611	0,2,0	0,0,0	0,0,3	0,1,0	142	262	1	1.0	NA,1.0,NA	NA,0.0,1.0	0.5
612	"ENSG00000041357.16"	"PSMA4"	chr15	+	78542482	78542645	78544189	78544267	78542176	78542219	78544868	78544957	612	1,0,0	1,0,0	2,0,0	0,0,3	262	177	1	1.0	0.403,NA,NA	1.0,NA,0.0	-0.097
615	"ENSG00000168872.17"	"DDX19A"	chr16	+	70356111	70356247	70361417	70361510	70355484	70355535	70364542	70364645	615	0,2,5	0,0,0	0,0,0	0,0,2	235	192	1	1.0	NA,1.0,1.0	NA,NA,0.0	1.0
617	"ENSG00000213614.11"	"HEXA"	chr15	-	72346526	72346710	72347685	72347758	72345445	72346325	72348047	72348134	617	1,0,0	3,0,0	0,0,0	0,1,0	172	283	1	1.0	0.354,NA,NA	NA,0.0,NA	0.354
619	"ENSG00000067225.21"	"PKM"	chr15	-	72202453	72202620	72203021	72203188	72200473	72200655	72206727	72206880	619	2,0,0	5,12,10	5,2,2	27,9,53	266	266	0.0269643240658	1.0	0.286,0.0,0.0	0.156,0.182,0.036	-0.029
657	"ENSG00000203485.14"	"INF2"	chr14	+	104706909	104707051	104707252	104708002	104706034	104706176	104708435	104708587	657	0,0,1	1,4,13	0,0,0	2,0,6	241	849	1	1.0	0.0,0.0,0.213	0.0,NA,0.0	0.071
658	"ENSG00000203485.14"	"INF2"	chr14	+	104706909	104707051	104707847	104708002	104706034	104706176	104708435	104708587	658	0,0,1	0,3,5	0,0,0	2,0,4	241	254	1	1.0	NA,0.0,0.174	0.0,NA,0.0	0.087
662	"ENSG00000075413.19"	"MARK3"	chr14	+	103428386	103428440	103448918	103448967	103405075	103405267	103451917	103451983	662	0,0,1	0,0,0	0,0,1	1,0,0	153	148	1	1.0	NA,NA,1.0	0.0,NA,1.0	0.5
663	"ENSG00000075413.19"	"MARK3"	chr14	+	103428386	103428440	103451917	103451983	103405075	103405267	103457141	103457212	663	0,0,1	0,0,3	0,0,1	0,0,0	153	165	1	1.0	NA,NA,0.264	NA,NA,1.0	-0.736
667	"ENSG00000075413.19"	"MARK3"	chr14	+	103438020	103438333	103448918	103448967	103428386	103428440	103451917	103451983	667	0,1,0	0,0,3	0,0,0	4,0,0	412	148	1	1.0	NA,1.0,0.0	0.0,NA,NA	0.5
670	"ENSG00000075413.19"	"MARK3"	chr14	+	103438024	103438333	103448918	103448967	103428386	103428440	103451917	103451983	670	0,1,0	0,0,3	0,0,0	4,0,0	408	148	1	1.0	NA,1.0,0.0	0.0,NA,NA	0.5
677	"ENSG00000075413.19"	"MARK3"	chr14	+	103487378	103487707	103489052	103491107	103480386	103480490	103491776	103492034	677	0,1,6	1,2,13	0,0,0	0,0,2	428	2154	1	1.0	0.0,0.716,0.699	NA,NA,0.0	0.472
722	"ENSG00000100722.20"	"ZC3H14"	chr14	+	88568038	88568153	88571083	88571124	88563650	88563693	88572029	88572225	722	0,1,3	0,0,0	0,0,0	0,2,0	214	140	1	1.0	NA,1.0,1.0	NA,0.0,NA	1.0
748	"ENSG00000100591.8"	"AHSA1"	chr14	+	77462641	77462759	77468082	77468184	77462159	77462242	77469076	77469470	748	0,0,3	1,0,0	3,0,0	0,0,0	217	201	1	1.0	0.0,NA,1.0	1.0,NA,NA	-0.5
749	"ENSG00000100577.19"	"GSTZ1"	chr14	+	77327471	77327552	77327911	77328037	77326837	77326905	77329122	77329201	749	0,0,0	0,0,1	0,2,0	0,0,0	180	225	1	1.0	NA,NA,0.0	NA,1.0,NA	-1.0
760	"ENSG00000072110.16"	"ACTN1"	chr14	-	68878457	68878523	68878988	68879069	68877081	68877240	68879961	68880108	760	1,0,0	0,0,2	0,0,4	0,0,0	180	165	1	1.0	1.0,NA,0.0	NA,NA,1.0	-0.5
776	"ENSG00000112715.26"	"VEGFA"	chr6	+	43778459	43778536	43782010	43782087	43777468	43777665	43784540	43784562	776	2,0,0	0,0,0	0,4,2	1,0,0	176	176	1	1.0	1.0,NA,NA	0.0,1.0,1.0	0.333
777	"ENSG00000112715.26"	"VEGFA"	chr6	+	43780731	43780803	43781955	43782052	43778888	43778918	43784540	43784562	777	0,2,0	2,0,0	2,0,0	0,0,0	171	196	1	1.0	0.0,1.0,NA	1.0,NA,NA	-0.5
788	"ENSG00000168394.13"	"TAP1"	chr6	-	32848651	32848840	32848989	32849118	32847918	32848092	32850319	32850517	788	0,0,0	0,0,1	0,0,2	1,0,6	228	288	1	1.0	NA,NA,0.0	0.0,NA,0.296	-0.148
789	"ENSG00000168394.13"	"TAP1"	chr6	-	32850943	32851149	32852108	32852239	32850319	32850517	32852387	32852502	789	0,0,0	0,0,2	2,2,0	0,0,0	230	305	1	1.0	NA,NA,0.0	1.0,1.0,NA	-1.0
798	"ENSG00000124508.17"	"BTN2A2"	chr6	+	26385014	26385362	26388012	26388294	26383791	26383915	26390004	26390211	798	0,3,5	0,2,2	5,0,0	0,0,0	447	381	1	1.0	NA,0.561,0.681	1.0,NA,NA	-0.379
799	"ENSG00000100292.18"	"HMOX1"	chr22	+	35386684	35387176	35389863	35389963	35383105	35383226	35393467	35394207	799	0,2,1	1,0,0	1,0,6	0,0,1	591	199	1	1.0	0.0,1.0,1.0	1.0,NA,0.669	-0.168
802	"ENSG00000124523.17"	"SIRT5"	chr6	+	13594429	13594845	13595476	13595564	13591668	13591894	13596962	13597016	802	0,0,0	0,2,1	0,0,2	0,0,0	515	187	1	1.0	NA,0.0,0.0	NA,NA,1.0	-1.0
816	"ENSG00000075711.21"	"DLG1"	chr3	-	197075836	197075870	197076585	197076682	197069218	197069260	197081050	197081117	816	0,1,0	0,0,1	0,0,2	4,0,0	196	133	1	1.0	NA,1.0,0.0	0.0,NA,1.0	0.0
817	"ENSG00000075711.21"	"DLG1"	chr3	-	197075836	197075870	197076585	197076685	197069218	197069260	197081050	197081117	817	0,0,0	0,0,1	0,0,2	4,0,0	199	133	1	1.0	NA,NA,0.0	0.0,NA,1.0	-0.5
818	"ENSG00000075711.21"	"DLG1"	chr3	-	197076585	197076685	197081050	197081117	197075836	197075870	197085579	197085756	818	0,0,1	0,0,1	3,0,1	0,0,0	166	199	1	1.0	NA,NA,0.545	1.0,NA,1.0	-0.455
828	"ENSG00000115904.15"	"SOS1"	chr2	-	39010583	39010703	39012125	39012348	39007030	39007193	39013459	39013563	828	0,2,0	0,0,0	0,0,0	0,0,2	322	219	1	1.0	NA,1.0,NA	NA,NA,0.0	1.0
829	"ENSG00000155508.14"	"CNOT8"	chr5	+	154865191	154865385	154870660	154870822	154863206	154863395	154871729	154871874	829	0,0,1	0,0,0	0,0,0	3,0,0	293	261	1	1.0	NA,NA,1.0	0.0,NA,NA	1.0
851	"ENSG00000173575.24"	"CHD2"	chr15	+	92956458	92956649	92967324	92967513	92955422	92955512	92971764	92971927	851	0,1,12	0,2,7	1,0,0	0,0,0	290	288	1	1.0	NA,0.332,0.63	1.0,NA,NA	-0.519
852	"ENSG00000173575.24"	"CHD2"	chr15	+	92991346	92991430	92991475	92991517	92985497	92985673	92992858	92992998	852	0,0,1	3,4,10	0,0,0	0,0,1	183	141	1	1.0	0.0,0.0,0.072	NA,NA,0.0	0.024
855	"ENSG00000070756.17"	"PABPC1"	chr8	-	100712361	100712457	100712651	100712789	100709458	100709731	100713086	100713181	855	14,23,64	3,5,16	4,3,11	3,0,6	237	195	0.54701736417	1.0	0.793,0.791,0.767	0.523,1.0,0.601	0.076
872	"ENSG00000081189.17"	"MEF2C"	chr5	-	88760987	88761125	88761184	88761328	88751856	88752043	88804597	88804801	872	0,5,6	2,0,0	2,0,0	0,0,0	243	237	1	1.0	0.0,1.0,1.0	1.0,NA,NA	-0.333
874	"ENSG00000113522.14"	"RAD50"	chr5	+	132591223	132591406	132591876	132592034	132589630	132589837	132594868	132595044	874	0,0,2	0,0,2	0,0,1	1,0,0	282	257	1	1.0	NA,NA,0.477	0.0,NA,1.0	-0.023
878	"ENSG00000038427.16"	"VCAN"	chr5	+	83519348	83522309	83537006	83542268	83512102	83512396	83545536	83545650	878	1,2,4	16,9,24	3,2,5	28,21,29	3060	5361	0.987750823468	1.0	0.099,0.28,0.226	0.158,0.143,0.232	0.024
879	"ENSG00000168002.12"	"POLR2G"	chr11	+	62762541	62762866	62762866	62763026	62761794	62761904	62765181	62765232	879	0,0,1	0,0,2	0,0,0	2,0,3	424	259	1	1.0	NA,NA,0.234	0.0,NA,0.0	0.234
886	"ENSG00000138698.15"	"RAP1GDS1"	chr4	+	98343138	98343261	98352475	98352601	98293407	98293515	98391951	98392080	886	0,3,4	0,0,0	0,0,0	0,1,0	222	225	1	1.0	NA,1.0,1.0	NA,0.0,NA	1.0
897	"ENSG00000164172.20"	"MOCS2"	chr5	-	53101358	53101509	53102096	53102224	53100410	53100534	53107076	53107221	897	0,0,0	0,0,4	0,0,1	0,0,0	227	250	1	1.0	NA,NA,0.0	NA,NA,1.0	-1.0
905	"ENSG00000125347.15"	"IRF1"	chr5	-	132485666	132485716	132486250	132486373	132484361	132484497	132486556	132486686	905	0,0,2	0,0,0	0,0,3	0,0,1	222	149	1	1.0	NA,NA,1.0	NA,NA,0.668	0.332
