ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
208	"ENSG00000100288.20"	"CHKB"	chr22	-	50580189	50580416	50580189	50580271	50580357	50580416	208	0,4,5	0,0,6	0,0,0	1,0,2	185	99	1	1.0	NA,1.0,0.308	0.0,NA,0.0	0.654
209	"ENSG00000100288.20"	"CHKB"	chr22	-	50581748	50582357	50581748	50581862	50582248	50582357	209	1,4,6	1,0,2	3,0,1	0,0,0	485	99	1	1.0	0.17,1.0,0.38	1.0,NA,1.0	-0.483
224	"ENSG00000100412.17"	"ACO2"	chr22	+	41517596	41518572	41517596	41517631	41518480	41518572	224	0,5,3	1,0,0	0,0,0	0,0,4	948	99	1	1.0	0.0,1.0,1.0	NA,NA,0.0	0.667
227	"ENSG00000100412.17"	"ACO2"	chr22	+	41527287	41528022	41527287	41527420	41527900	41528022	227	1,0,0	2,0,0	0,0,3	1,0,0	579	99	1	1.0	0.079,NA,NA	0.0,NA,1.0	-0.421
231	"ENSG00000100359.21"	"SGSM3"	chr22	+	40407016	40407568	40407016	40407328	40407412	40407568	231	0,4,3	0,5,6	0,0,0	0,0,2	183	99	1	1.0	NA,0.302,0.213	NA,NA,0.0	0.258
235	"ENSG00000239900.14"	"ADSL"	chr22	+	40349831	40353117	40349831	40350035	40353072	40353117	235	1,13,3	0,0,3	0,0,5	0,0,0	3136	99	1	1.0	1.0,1.0,0.031	NA,NA,1.0	-0.323
238	"ENSG00000239900.14"	"ADSL"	chr22	+	40360401	40361342	40360401	40360492	40361272	40361342	238	0,0,3	0,1,0	0,0,0	2,1,1	879	99	1	1.0	NA,0.0,1.0	0.0,0.0,0.0	0.5
239	"ENSG00000239900.14"	"ADSL"	chr22	+	40361272	40363071	40361272	40361342	40361487	40363071	239	0,0,1	0,0,0	0,0,0	2,2,1	244	99	1	1.0	NA,NA,1.0	0.0,0.0,0.0	1.0
240	"ENSG00000239900.14"	"ADSL"	chr22	+	40361487	40363071	40361487	40361635	40362980	40363071	240	2,4,4	0,0,4	0,0,3	0,0,1	1444	99	1	1.0	1.0,1.0,0.064	NA,NA,0.171	0.517
245	"ENSG00000100242.16"	"SUN2"	chr22	-	38740266	38741050	38740266	38740432	38741006	38741050	245	3,3,4	0,1,0	0,0,0	0,0,1	673	99	1	1.0	1.0,0.306,1.0	NA,NA,0.0	0.769
247	"ENSG00000100055.21"	"CYTH4"	chr22	+	37311455	37312174	37311455	37311527	37312019	37312174	247	3,2,18	1,6,4	1,0,0	0,0,0	591	99	1	1.0	0.334,0.053,0.43	1.0,NA,NA	-0.728
252	"ENSG00000100345.23"	"MYH9"	chr22	-	36319539	36320363	36319539	36319635	36320219	36320363	252	12,6,18	1,4,4	0,0,0	0,2,2	683	99	1	1.0	0.635,0.179,0.395	NA,0.0,0.0	0.403
253	"ENSG00000100345.23"	"MYH9"	chr22	-	36320219	36320896	36320219	36320363	36320797	36320896	253	8,5,23	0,3,8	0,0,0	5,2,4	533	99	3.57488815439e-07	7.487835455921388e-05	1.0,0.236,0.348	0.0,0.0,0.0	0.528
261	"ENSG00000198089.16"	"SFI1"	chr22	+	31604868	31606430	31604868	31604945	31606327	31606430	261	0,1,3	2,0,1	0,0,1	0,0,0	1481	99	1	1.0	0.0,1.0,0.167	NA,NA,1.0	-0.611
266	"ENSG00000198832.11"	"SELENOM"	chr22	-	31105929	31107533	31105929	31105965	31107376	31107533	266	0,0,1	0,0,1	0,0,2	0,2,0	1510	99	1	1.0	NA,NA,0.062	NA,0.0,1.0	-0.438
270	"ENSG00000100325.15"	"ASCC2"	chr22	-	29793359	29793676	29793359	29793490	29793576	29793676	270	0,1,0	0,0,2	0,0,0	1,0,0	185	99	1	1.0	NA,1.0,0.0	0.0,NA,NA	0.5
282	"ENSG00000100038.20"	"TOP3B"	chr22	-	21957026	21958693	21957026	21957595	21958491	21958693	282	2,0,5	2,0,1	0,0,0	0,0,1	995	99	1	1.0	0.09,NA,0.332	NA,NA,0.0	0.211
302	"ENSG00000099949.22"	"LZTR1"	chr22	+	20996695	20996966	20996695	20996801	20996885	20996966	302	0,0,5	0,0,3	0,0,0	0,0,2	183	99	1	1.0	NA,NA,0.474	NA,NA,0.0	0.474
334	"ENSG00000157601.15"	"MX1"	chr21	+	41441715	41443866	41441715	41441914	41443787	41443866	334	0,0,13	1,4,3	1,0,3	0,0,0	1972	99	1	1.0	0.0,0.0,0.179	1.0,NA,1.0	-0.94
335	"ENSG00000157601.15"	"MX1"	chr21	+	41445999	41449295	41445999	41446141	41449136	41449295	335	4,1,11	0,0,2	18,0,8	0,0,1	3094	99	1	1.0	1.0,1.0,0.15	1.0,NA,0.204	0.115
342	"ENSG00000205581.11"	"HMGN1"	chr21	-	39345145	39348339	39345145	39345274	39348291	39348339	342	0,4,15	0,2,2	4,0,1	0,0,0	3116	99	1	1.0	NA,0.06,0.192	1.0,NA,1.0	-0.874
343	"ENSG00000205581.11"	"HMGN1"	chr21	-	39348421	39348577	39348421	39348451	39348544	39348577	343	1,1,2	1,16,4	2,0,1	1,0,0	192	99	1	1.0	0.34,0.031,0.205	0.508,NA,1.0	-0.562
350	"ENSG00000159110.22"	"IFNAR2"	chr21	+	33252661	33260727	33252661	33252830	33260596	33260727	350	2,4,83	0,0,2	1,0,4	0,0,2	7865	99	1	1.0	1.0,1.0,0.343	1.0,NA,0.025	0.269
372	"ENSG00000197114.12"	"ZGPAT"	chr20	+	63733586	63734824	63733586	63733712	63734704	63734824	372	2,0,1	0,0,0	0,0,2	2,0,0	1091	99	1	1.0	1.0,NA,1.0	0.0,NA,1.0	0.5
373	"ENSG00000197114.12"	"ZGPAT"	chr20	+	63733586	63734824	63733586	63733739	63734704	63734824	373	2,0,1	2,3,0	0,0,2	0,0,0	1064	99	1	1.0	0.085,0.0,1.0	NA,NA,1.0	-0.638
378	"ENSG00000101160.15"	"CTSZ"	chr20	-	58996638	58997753	58996638	58996801	58997602	58997753	378	0,10,10	2,3,2	0,0,0	0,0,4	900	99	1	1.0	0.0,0.268,0.355	NA,NA,0.0	0.208
384	"ENSG00000124126.14"	"PREX1"	chr20	-	48632276	48632639	48632276	48632391	48632495	48632639	384	1,9,9	0,2,0	1,0,0	0,0,0	203	99	1	1.0	1.0,0.687,1.0	1.0,NA,NA	-0.104
385	"ENSG00000080189.15"	"SLC35C2"	chr20	-	46349527	46350890	46349527	46350524	46350760	46350890	385	0,1,0	0,0,2	2,0,0	0,0,0	335	99	1	1.0	NA,1.0,0.0	1.0,NA,NA	-0.5
395	"ENSG00000166913.13"	"YWHAB"	chr20	+	44901530	44904116	44901530	44901833	44903992	44904116	395	0,1,9	6,4,5	0,0,2	5,6,2	2258	99	0.283007657395	1.0	0.0,0.011,0.073	0.0,0.0,0.042	0.014
407	"ENSG00000124177.16"	"CHD6"	chr20	-	41496808	41498226	41496808	41497501	41498167	41498226	407	2,0,1	0,4,3	0,0,0	1,0,0	765	99	1	1.0	1.0,0.0,0.041	0.0,NA,NA	0.347
412	"ENSG00000196756.15"	"SNHG17"	chr20	-	38421005	38422241	38421005	38421098	38422086	38422241	412	1,0,7	0,0,1	0,0,7	0,0,0	1087	99	1	1.0	1.0,NA,0.389	NA,NA,1.0	-0.305
421	"ENSG00000131051.24"	"RBM39"	chr20	-	35704667	35705330	35704667	35704746	35705224	35705330	421	4,0,6	1,5,8	0,0,1	1,0,2	577	99	1	1.0	0.407,0.0,0.114	0.0,NA,0.079	0.134
422	"ENSG00000131051.24"	"RBM39"	chr20	-	35738967	35740887	35738967	35739017	35740823	35740887	422	0,5,72	0,1,3	8,0,6	1,0,0	1905	99	1	1.0	NA,0.206,0.555	0.294,NA,1.0	-0.267
425	"ENSG00000214078.13"	"CPNE1"	chr20	-	35626043	35626803	35626043	35626381	35626566	35626803	425	0,6,3	0,1,0	0,2,3	1,2,3	284	99	1	1.0	NA,0.677,1.0	0.0,0.258,0.258	0.666
426	"ENSG00000214078.13"	"CPNE1"	chr20	-	35632162	35632385	35632162	35632234	35632310	35632385	426	0,5,0	0,5,1	0,0,0	0,2,1	175	99	1	1.0	NA,0.361,0.0	NA,0.0,0.0	0.18
442	"ENSG00000171456.22"	"ASXL1"	chr20	+	32428127	32428422	32428127	32428248	32428324	32428422	442	1,2,1	0,2,0	0,0,0	0,0,2	175	99	1	1.0	1.0,0.361,1.0	NA,NA,0.0	0.787
461	"ENSG00000101384.12"	"JAG1"	chr20	-	10650246	10651694	10650246	10650360	10651580	10651694	461	0,0,1	1,0,2	0,0,0	0,0,1	1319	99	1	1.0	0.0,NA,0.036	NA,NA,0.0	0.018
481	"ENSG00000101365.21"	"IDH3B"	chr20	-	2659698	2660176	2659698	2659793	2660029	2660176	481	0,0,3	0,0,0	0,0,0	1,0,3	335	99	1	1.0	NA,NA,1.0	0.0,NA,0.0	1.0
484	"ENSG00000101361.17"	"NOP56"	chr20	+	2657080	2658393	2657080	2657218	2657928	2658393	484	0,0,7	0,5,1	4,0,0	0,2,2	809	99	1	1.0	NA,0.0,0.461	1.0,0.0,0.0	-0.103
489	"ENSG00000125826.22"	"RBCK1"	chr20	+	428490	429094	428490	428589	428950	429094	489	0,2,0	1,0,2	0,0,1	0,0,0	460	99	1	1.0	0.0,1.0,0.0	NA,NA,1.0	-0.667
491	"ENSG00000130724.10"	"CHMP2A"	chr19	-	58551565	58551967	58551565	58551776	58551905	58551967	491	0,2,2	1,0,1	0,0,0	1,2,3	228	99	0.060098931098	1.0	0.0,1.0,0.465	0.0,0.0,0.0	0.488
492	"ENSG00000130726.12"	"TRIM28"	chr19	+	58548739	58548910	58548739	58548776	58548861	58548910	492	0,1,0	0,0,8	2,0,0	2,2,0	184	99	1	1.0	NA,1.0,0.0	0.35,0.0,NA	0.325
506	"ENSG00000125503.13"	"PPP1R12C"	chr19	-	55093015	55093233	55093015	55093076	55093152	55093233	506	1,5,1	2,1,2	0,0,0	0,2,3	175	99	1	1.0	0.22,0.739,0.22	NA,0.0,0.0	0.393
510	"ENSG00000104972.16"	"LILRB1"	chr19	+	54635556	54636652	54635556	54635609	54636496	54636652	510	0,2,1	0,0,2	0,0,0	0,0,1	986	99	1	1.0	NA,1.0,0.048	NA,NA,0.0	0.524
514	"ENSG00000170889.14"	"RPS9"	chr19	+	54206552	54207647	54206552	54206724	54207397	54207647	514	0,0,3	0,0,1	0,0,2	0,0,0	772	99	1	1.0	NA,NA,0.278	NA,NA,1.0	-0.722
523	"ENSG00000062822.16"	"POLD1"	chr19	+	50415723	50416528	50415723	50415826	50416395	50416528	523	0,0,1	0,0,1	0,0,0	0,2,2	668	99	1	1.0	NA,NA,0.129	NA,0.0,0.0	0.129
532	"ENSG00000142546.14"	"NOSIP"	chr19	-	49556316	49556993	49556316	49556425	49556548	49556993	532	0,0,0	0,2,1	0,0,4	2,0,0	222	99	1	1.0	NA,0.0,0.0	0.0,NA,1.0	-0.5
535	"ENSG00000142546.14"	"NOSIP"	chr19	-	49556548	49556993	49556548	49556736	49556874	49556993	535	0,1,0	0,1,2	0,0,0	0,0,1	237	99	1	1.0	NA,0.295,0.0	NA,NA,0.0	0.147
536	"ENSG00000142546.14"	"NOSIP"	chr19	-	49557089	49558978	49557089	49557249	49558896	49558978	536	0,0,6	0,0,1	0,0,0	1,0,2	1746	99	1	1.0	NA,NA,0.254	0.0,NA,0.0	0.254
545	"ENSG00000160310.19"	"PRMT2"	chr21	+	46660832	46661936	46660832	46660962	46661799	46661936	545	1,2,0	0,0,0	0,0,1	0,2,0	936	99	1	1.0	1.0,1.0,NA	NA,0.0,1.0	0.5
546	"ENSG00000160007.20"	"ARHGAP35"	chr19	+	46987988	46989675	46987988	46988066	46989543	46989675	546	0,0,2	0,1,2	0,0,1	0,0,0	1576	99	1	1.0	NA,0.0,0.059	NA,NA,1.0	-0.971
549	"ENSG00000160014.17"	"CALM3"	chr19	+	46605826	46608340	46605826	46605857	46608196	46608340	549	1,1,2	1,0,0	0,0,0	0,2,2	2438	99	1	1.0	0.039,1.0,1.0	NA,0.0,0.0	0.68
555	"ENSG00000125755.19"	"SYMPK"	chr19	-	45827836	45829205	45827836	45827918	45828969	45829205	555	1,7,14	1,1,1	1,0,0	0,0,0	1150	99	1	1.0	0.079,0.376,0.547	1.0,NA,NA	-0.666
556	"ENSG00000125755.19"	"SYMPK"	chr19	-	45827836	45829205	45827836	45827918	45829054	45829205	556	1,7,15	0,0,1	1,0,0	0,0,0	1235	99	1	1.0	1.0,1.0,0.546	1.0,NA,NA	-0.151
559	"ENSG00000104936.20"	"DMPK"	chr19	-	45770970	45771396	45770970	45771060	45771349	45771396	559	1,0,1	0,0,0	0,0,0	3,0,0	388	99	1	1.0	1.0,NA,1.0	0.0,NA,NA	1.0
565	"ENSG00000104856.15"	"RELB"	chr19	+	45034243	45034528	45034243	45034312	45034450	45034528	565	0,1,0	1,7,2	0,0,0	2,0,0	237	99	1	1.0	0.0,0.056,0.0	0.0,NA,NA	0.019
568	"ENSG00000198900.7"	"TOP1"	chr20	+	41092471	41097341	41092471	41092587	41097219	41097341	568	0,1,22	0,1,3	0,0,3	0,0,1	4731	99	1	1.0	NA,0.02,0.133	NA,NA,0.059	0.018
569	"ENSG00000167380.17"	"ZNF226"	chr19	+	44165587	44165807	44165587	44165613	44165756	44165807	569	0,0,1	0,0,0	0,0,0	0,2,0	242	99	1	1.0	NA,NA,1.0	NA,0.0,NA	1.0
600	"ENSG00000105193.9"	"RPS16"	chr19	-	39433222	39433569	39433222	39433418	39433521	39433569	600	1,0,0	5,6,8	0,0,0	18,11,16	202	99	1	1.0	0.089,0.0,0.0	0.0,0.0,0.0	0.03
602	"ENSG00000105193.9"	"RPS16"	chr19	-	39433664	39435708	39433664	39433761	39435606	39435708	602	2,7,7	4,7,13	0,0,0	13,16,21	1944	99	0.0168987548281	0.5723257531403679	0.025,0.048,0.027	0.0,0.0,0.0	0.033
605	"ENSG00000006712.15"	"PAF1"	chr19	-	39390068	39390289	39390068	39390161	39390259	39390289	605	0,0,0	0,1,2	0,0,1	0,0,0	197	99	1	1.0	NA,0.0,0.0	NA,NA,1.0	-1.0
611	"ENSG00000104823.9"	"ECH1"	chr19	-	38815856	38816355	38815856	38816007	38816283	38816355	611	0,0,1	0,0,0	0,0,0	0,0,1	375	99	1	1.0	NA,NA,1.0	NA,NA,0.0	1.0
622	"ENSG00000167642.13"	"SPINT2"	chr19	+	38290536	38292468	38290536	38290575	38291839	38292468	622	2,0,1	2,1,2	4,0,2	3,4,6	1363	99	0.752641329269	1.0	0.068,0.0,0.035	0.088,0.0,0.024	-0.003
630	"ENSG00000105258.9"	"POLR2I"	chr19	-	36114338	36114713	36114338	36114412	36114658	36114713	630	1,0,0	0,0,1	0,0,0	0,2,0	345	99	1	1.0	1.0,NA,0.0	NA,0.0,NA	0.5
671	"ENSG00000105726.17"	"ATP13A1"	chr19	-	19645197	19645790	19645197	19645532	19645646	19645790	671	2,0,5	4,2,4	0,0,1	0,0,0	213	99	1	1.0	0.189,0.0,0.367	NA,NA,1.0	-0.815
672	"ENSG00000105726.17"	"ATP13A1"	chr19	-	19645646	19645985	19645646	19645790	19645873	19645985	672	4,0,4	0,1,1	0,0,1	1,0,0	182	99	1	1.0	1.0,0.0,0.685	0.0,NA,1.0	0.062
673	"ENSG00000105726.17"	"ATP13A1"	chr19	-	19647413	19647759	19647413	19647528	19647598	19647759	673	0,0,4	2,5,5	0,0,1	0,0,0	169	99	1	1.0	0.0,0.0,0.319	NA,NA,1.0	-0.894
674	"ENSG00000105726.17"	"ATP13A1"	chr19	-	19649740	19651797	19649740	19649940	19651688	19651797	674	0,1,11	0,5,3	0,0,1	0,0,0	1847	99	1	1.0	NA,0.011,0.164	NA,NA,1.0	-0.912
675	"ENSG00000105726.17"	"ATP13A1"	chr19	-	19655315	19655654	19655315	19655453	19655527	19655654	675	1,0,2	1,1,4	0,0,1	0,0,0	173	99	1	1.0	0.364,0.0,0.222	NA,NA,1.0	-0.805
676	"ENSG00000105726.17"	"ATP13A1"	chr19	-	19656659	19656916	19656659	19656766	19656846	19656916	676	5,2,5	0,0,0	0,0,1	2,0,0	179	99	1	1.0	1.0,1.0,1.0	0.0,NA,1.0	0.5
681	"ENSG00000006015.18"	"REX1BD"	chr19	+	18588994	18589683	18588994	18589077	18589412	18589683	681	0,0,0	0,0,1	0,0,1	0,0,1	434	99	1	1.0	NA,NA,0.0	NA,NA,0.186	-0.186
708	"ENSG00000011243.19"	"AKAP8L"	chr19	-	15397713	15399410	15397713	15397855	15399301	15399410	708	0,10,8	0,0,3	0,0,4	0,0,0	1545	99	1	1.0	NA,1.0,0.146	NA,NA,1.0	-0.427
712	"ENSG00000011243.19"	"AKAP8L"	chr19	-	15397713	15400358	15397713	15399410	15400294	15400358	712	2,2,10	0,0,1	1,0,0	0,0,0	983	99	1	1.0	1.0,1.0,0.502	1.0,NA,NA	-0.166
714	"ENSG00000011243.19"	"AKAP8L"	chr19	-	15397713	15400864	15397713	15400358	15400793	15400864	714	0,2,0	6,0,1	0,0,0	1,0,0	534	99	1	1.0	0.0,1.0,0.0	0.0,NA,NA	0.333
715	"ENSG00000011243.19"	"AKAP8L"	chr19	-	15401149	15403715	15401149	15401603	15403474	15403715	715	2,2,4	1,2,0	1,0,0	0,0,0	1970	99	1	1.0	0.091,0.048,1.0	1.0,NA,NA	-0.62
716	"ENSG00000011243.19"	"AKAP8L"	chr19	-	15403474	15403715	15403474	15403555	15403652	15403715	716	0,2,3	0,2,0	0,0,2	0,0,0	196	99	1	1.0	NA,0.336,1.0	NA,NA,1.0	-0.332
720	"ENSG00000011243.19"	"AKAP8L"	chr19	-	15403474	15404042	15403474	15403715	15404009	15404042	720	1,2,0	0,0,2	0,0,2	0,0,0	393	99	1	1.0	1.0,1.0,0.0	NA,NA,1.0	-0.333
726	"ENSG00000123143.13"	"PKN1"	chr19	+	14467564	14467793	14467564	14467641	14467717	14467793	726	0,0,2	0,0,1	0,0,0	0,0,4	175	99	1	1.0	NA,NA,0.531	NA,NA,0.0	0.531
727	"ENSG00000123143.13"	"PKN1"	chr19	+	14470574	14470851	14470574	14470682	14470770	14470851	727	0,0,1	0,3,1	0,0,0	0,2,3	187	99	1	1.0	NA,0.0,0.346	NA,0.0,0.0	0.173
734	"ENSG00000104907.13"	"TRMT1"	chr19	-	13115996	13116431	13115996	13116052	13116186	13116431	734	1,0,0	0,0,0	0,0,0	2,0,0	233	99	1	1.0	1.0,NA,NA	0.0,NA,NA	1.0
735	"ENSG00000179218.15"	"CALR"	chr19	+	12943712	12944489	12943712	12943988	12944211	12944489	735	4,3,6	0,0,0	10,3,27	0,1,0	322	99	1	1.0	1.0,1.0,1.0	1.0,0.48,1.0	0.173
736	"ENSG00000179115.11"	"FARSA"	chr19	-	12924638	12925003	12924638	12924807	12924903	12925003	736	0,0,1	0,0,0	0,0,0	0,0,2	195	99	1	1.0	NA,NA,1.0	NA,NA,0.0	1.0
738	"ENSG00000105607.13"	"GCDH"	chr19	+	12891159	12891395	12891159	12891202	12891270	12891395	738	0,1,0	1,0,0	0,0,4	0,0,0	167	99	1	1.0	0.0,1.0,NA	NA,NA,1.0	-0.5
739	"ENSG00000105607.13"	"GCDH"	chr19	+	12891486	12891974	12891486	12891522	12891830	12891974	739	0,1,3	1,1,0	0,2,4	0,1,0	407	99	1	1.0	0.0,0.196,1.0	NA,0.327,1.0	-0.265
740	"ENSG00000105607.13"	"GCDH"	chr19	+	12891486	12891974	12891486	12891660	12891830	12891974	740	0,0,2	0,1,0	0,2,4	0,0,0	269	99	1	1.0	NA,0.0,1.0	NA,1.0,1.0	-0.5
