ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
383	"ENSG00000093010.15"	"COMT"	chr22	+	19962232	19962815	19962526	19962815	19961198	19961289	383	0,0,1	4,0,3	0,0,0	3,0,0	393	99	1	1.0	0.0,NA,0.077	0.0,NA,NA	0.038
384	"ENSG00000093010.15"	"COMT"	chr22	+	19964109	19964299	19964167	19964299	19963565	19963759	384	0,0,0	0,3,3	2,0,0	0,0,1	157	99	1	1.0	NA,0.0,0.0	1.0,NA,0.0	-0.5
388	"ENSG00000242259.9"	"C22orf39"	chr22	-	19440885	19444390	19440885	19441694	19447377	19447545	388	2,1,7	0,0,0	1,0,2	0,0,2	2795	99	1	1.0	1.0,1.0,1.0	1.0,NA,0.034	0.483
404	"ENSG00000182871.16"	"COL18A1"	chr21	+	45505834	45505966	45505837	45505966	45505357	45505431	404	0,0,0	1,0,2	0,0,3	0,0,2	102	99	1	1.0	0.0,NA,0.0	NA,NA,0.593	-0.593
427	"ENSG00000157538.14"	"VPS26C"	chr21	-	37232376	37232645	37232376	37232451	37233361	37233442	427	0,0,3	0,0,0	0,0,0	0,1,0	293	99	1	1.0	NA,NA,1.0	NA,0.0,NA	1.0
482	"ENSG00000101040.20"	"ZMYND8"	chr20	-	47298728	47298947	47298728	47298872	47310055	47310204	482	0,0,2	0,0,1	0,0,1	0,0,0	174	99	1	1.0	NA,NA,0.532	NA,NA,1.0	-0.468
484	"ENSG00000080189.15"	"SLC35C2"	chr20	-	46355072	46355241	46355072	46355178	46355801	46355874	484	1,8,5	0,0,1	0,2,2	0,0,0	162	99	1	1.0	1.0,1.0,0.753	NA,1.0,1.0	-0.082
486	"ENSG00000080189.15"	"SLC35C2"	chr20	-	46355072	46355279	46355072	46355241	46355801	46355874	486	0,2,0	0,4,2	0,0,0	0,2,2	137	99	1	1.0	NA,0.265,0.0	NA,0.0,0.0	0.133
538	"ENSG00000131051.24"	"RBM39"	chr20	-	35709223	35709274	35709223	35709256	35713018	35713096	538	0,2,9	0,2,4	0,2,3	0,1,0	117	99	1	1.0	NA,0.458,0.656	NA,0.629,1.0	-0.257
539	"ENSG00000131051.24"	"RBM39"	chr20	-	35709223	35709309	35709223	35709256	35713018	35713096	539	0,0,1	0,2,4	0,0,0	0,1,0	152	99	1	1.0	NA,0.0,0.14	NA,0.0,NA	0.07
543	"ENSG00000131051.24"	"RBM39"	chr20	-	35734185	35735081	35734185	35734257	35738967	35739017	543	0,0,11	0,0,0	0,0,1	2,0,1	923	99	1	1.0	NA,NA,1.0	0.0,NA,0.097	0.952
544	"ENSG00000214078.13"	"CPNE1"	chr20	-	35626566	35626803	35626566	35626800	35627279	35627413	544	2,2,0	0,0,1	0,0,0	2,0,1	102	99	1	1.0	1.0,1.0,0.0	0.0,NA,0.0	0.667
557	"ENSG00000100991.12"	"TRPC4AP"	chr20	-	35021189	35021356	35021189	35021332	35035122	35035308	557	0,2,3	0,0,0	0,0,0	0,1,0	123	99	1	1.0	NA,1.0,1.0	NA,0.0,NA	1.0
625	"ENSG00000078747.17"	"ITCH"	chr20	+	34479629	34479789	34479694	34479789	34477771	34477860	625	0,1,1	0,0,1	2,0,1	0,0,0	164	99	1	1.0	NA,1.0,0.376	1.0,NA,1.0	-0.312
681	"ENSG00000186818.13"	"LILRB4"	chr19	+	54665129	54665180	54665132	54665180	54664798	54664849	681	3,1,11	0,1,0	1,0,0	0,0,0	102	99	1	1.0	1.0,0.493,1.0	1.0,NA,NA	-0.169
683	"ENSG00000186818.13"	"LILRB4"	chr19	+	54667634	54667793	54667637	54667793	54666696	54666749	683	0,0,1	0,0,1	1,0,0	0,0,0	102	99	1	1.0	NA,NA,0.493	1.0,NA,NA	-0.507
692	"ENSG00000170889.14"	"RPS9"	chr19	+	54206552	54207647	54207397	54207647	54206275	54206462	692	0,0,3	6,4,17	0,2,3	13,12,23	944	99	1	1.0	0.0,0.0,0.018	0.0,0.017,0.013	-0.004
695	"ENSG00000105618.14"	"PRPF31"	chr19	+	54126499	54126617	54126527	54126617	54124498	54124656	695	0,2,0	0,4,0	0,0,0	1,0,0	127	99	1	1.0	NA,0.28,NA	0.0,NA,NA	0.28
729	"ENSG00000142546.14"	"NOSIP"	chr19	-	49557089	49557945	49557089	49557249	49558896	49558973	729	0,0,4	0,0,1	0,0,0	1,0,2	795	99	1	1.0	NA,NA,0.332	0.0,NA,0.0	0.332
730	"ENSG00000142546.14"	"NOSIP"	chr19	-	49557089	49558199	49557089	49557249	49558896	49558978	730	0,0,6	0,0,1	0,0,0	1,0,2	1049	99	1	1.0	NA,NA,0.362	0.0,NA,0.0	0.362
755	"ENSG00000125755.19"	"SYMPK"	chr19	-	45816481	45816614	45816481	45816577	45816797	45816974	755	0,0,0	0,0,2	0,0,1	0,0,0	136	99	1	1.0	NA,NA,0.0	NA,NA,1.0	-1.0
776	"ENSG00000198900.7"	"TOP1"	chr20	+	41122005	41122155	41122010	41122155	41121695	41121790	776	0,4,5	0,2,0	0,0,2	0,0,0	104	99	1	1.0	NA,0.656,1.0	NA,NA,1.0	-0.172
786	"ENSG00000073050.12"	"XRCC1"	chr19	-	43552796	43553091	43552796	43552843	43553400	43553512	786	2,0,3	0,0,0	0,0,0	2,0,0	347	99	1	1.0	1.0,NA,1.0	0.0,NA,NA	1.0
809	"ENSG00000076928.20"	"ARHGEF1"	chr19	+	41903655	41903784	41903706	41903784	41903306	41903407	809	0,0,4	2,6,8	0,0,0	0,0,1	150	99	1	1.0	0.0,0.0,0.248	NA,NA,0.0	0.083
810	"ENSG00000076928.20"	"ARHGEF1"	chr19	+	41905589	41905827	41905759	41905827	41905174	41905261	810	0,4,1	4,13,1	1,0,0	2,0,2	269	99	1	1.0	0.0,0.102,0.269	0.155,NA,0.0	0.046
839	"ENSG00000160410.15"	"SHKBP1"	chr19	+	40590729	40590853	40590732	40590853	40590243	40590422	839	0,1,0	0,1,0	0,0,1	0,0,0	102	99	1	1.0	NA,0.493,NA	NA,NA,1.0	-0.507
893	"ENSG00000272333.8"	"KMT2B"	chr19	+	35722331	35722472	35722358	35722472	35719849	35721804	893	0,0,0	1,2,0	8,0,0	0,0,0	126	99	1	1.0	0.0,0.0,NA	1.0,NA,NA	-1.0
899	"ENSG00000272333.8"	"KMT2B"	chr19	+	35736591	35736827	35736689	35736827	35733762	35733872	899	0,1,0	3,1,3	0,0,1	0,0,0	197	99	1	1.0	0.0,0.334,0.0	NA,NA,1.0	-0.889
944	"ENSG00000105726.17"	"ATP13A1"	chr19	-	19653968	19654144	19653968	19654074	19654542	19654700	944	0,1,1	5,5,1	0,2,2	0,0,0	169	99	1	1.0	0.0,0.105,0.369	NA,1.0,1.0	-0.842
946	"ENSG00000089639.11"	"GMIP"	chr19	-	19636706	19636796	19636706	19636787	19636916	19637029	946	0,6,2	0,0,1	1,0,0	0,0,0	108	99	1	1.0	NA,1.0,0.647	1.0,NA,NA	-0.176
948	"ENSG00000105705.16"	"SUGP1"	chr19	-	19302264	19302443	19302264	19302388	19303347	19303448	948	0,0,0	0,0,1	0,0,1	0,0,0	154	99	1	1.0	NA,NA,0.0	NA,NA,1.0	-1.0
993	"ENSG00000099330.9"	"OCEL1"	chr19	+	17228802	17229219	17229008	17229219	17228255	17228309	993	0,0,1	0,0,0	0,0,0	0,6,0	305	99	1	1.0	NA,NA,1.0	NA,0.0,NA	1.0
1004	"ENSG00000011243.19"	"AKAP8L"	chr19	-	15397713	15398766	15397713	15397855	15399301	15399410	1004	0,5,7	0,0,3	0,0,4	0,0,0	1010	99	1	1.0	NA,1.0,0.186	NA,NA,1.0	-0.407
1008	"ENSG00000011243.19"	"AKAP8L"	chr19	-	15397713	15399984	15397713	15399410	15400294	15400358	1008	0,0,9	0,0,1	1,0,0	0,0,0	673	99	1	1.0	NA,NA,0.57	1.0,NA,NA	-0.43
1056	"ENSG00000129351.18"	"ILF3"	chr19	+	10683124	10683262	10683136	10683262	10682536	10682704	1056	0,5,0	1,2,4	0,1,1	0,0,0	111	99	1	1.0	0.0,0.69,0.0	NA,1.0,1.0	-0.77
1058	"ENSG00000129353.15"	"SLC44A2"	chr19	+	10642896	10644557	10643278	10644557	10642366	10642451	1058	0,0,1	0,0,5	0,0,1	0,1,0	481	99	1	1.0	NA,NA,0.04	NA,0.0,1.0	-0.46
1065	"ENSG00000130811.12"	"EIF3G"	chr19	-	10119087	10119255	10119087	10119171	10119653	10119700	1065	0,0,1	3,1,0	0,0,0	6,0,4	183	99	1	1.0	0.0,0.0,1.0	0.0,NA,0.0	0.333
1082	"ENSG00000076944.18"	"STXBP2"	chr19	+	7640697	7640809	7640730	7640809	7639730	7639807	1082	0,0,3	0,0,0	0,0,0	2,1,0	132	99	1	1.0	NA,NA,1.0	0.0,0.0,NA	1.0
1083	"ENSG00000076944.18"	"STXBP2"	chr19	+	7640697	7640809	7640739	7640809	7639730	7639807	1083	0,0,3	0,0,0	0,0,0	1,0,0	141	99	1	1.0	NA,NA,1.0	0.0,NA,NA	1.0
1087	"ENSG00000229833.11"	"PET100"	chr19	+	7630753	7630846	7630822	7630846	7630572	7630659	1087	0,0,1	0,0,0	0,0,0	2,0,1	168	99	1	1.0	NA,NA,1.0	0.0,NA,0.0	1.0
1090	"ENSG00000032444.17"	"PNPLA6"	chr19	+	7553871	7554015	7553874	7554015	7551361	7551437	1090	1,0,0	0,0,0	0,0,0	0,0,3	102	99	1	1.0	1.0,NA,NA	NA,NA,0.0	1.0
1099	"ENSG00000267740.5"	"ENSG00000267740"	chr19	-	5896452	5896650	5896452	5896575	5896904	5896997	1099	0,0,3	0,5,4	0,0,0	2,0,1	174	99	1	1.0	NA,0.0,0.299	0.0,NA,0.0	0.149
1131	"ENSG00000077463.15"	"SIRT6"	chr19	-	4175027	4175151	4175027	4175111	4175679	4175760	1131	4,0,0	0,0,0	0,0,0	0,2,0	139	99	1	1.0	1.0,NA,NA	NA,0.0,NA	1.0
1147	"ENSG00000079313.15"	"REXO1"	chr19	-	1817218	1817458	1817218	1817329	1817706	1817780	1147	2,1,1	0,2,4	0,0,0	0,0,1	228	99	1	1.0	1.0,0.178,0.098	NA,NA,0.0	0.425
1169	"ENSG00000099622.14"	"CIRBP"	chr19	+	1270866	1271036	1270927	1271036	1269330	1269410	1169	1,1,1	2,6,3	1,0,0	2,0,0	160	99	1	1.0	0.236,0.093,0.171	0.236,NA,NA	-0.069
1178	"ENSG00000118046.17"	"STK11"	chr19	+	1223637	1226663	1226453	1226663	1222984	1223172	1178	0,5,0	0,0,3	0,0,0	1,0,0	2915	99	1	1.0	NA,1.0,0.0	0.0,NA,NA	0.5
1181	"ENSG00000167468.20"	"GPX4"	chr19	+	1106539	1106779	1106572	1106779	1106399	1106459	1181	0,4,1	1,0,0	3,0,5	0,0,0	132	99	1	1.0	0.0,1.0,1.0	1.0,NA,1.0	-0.333
1183	"ENSG00000099817.12"	"POLR2E"	chr19	-	1090086	1090145	1090086	1090141	1090907	1090988	1183	0,3,1	0,0,2	1,2,0	0,0,0	103	99	1	1.0	NA,1.0,0.325	1.0,1.0,NA	-0.338
1188	"ENSG00000105443.17"	"CYTH2"	chr19	+	48478065	48478145	48478068	48478145	48474837	48474949	1188	0,0,0	0,0,2	4,0,0	0,0,0	102	99	1	1.0	NA,NA,0.0	1.0,NA,NA	-1.0
1209	"ENSG00000196628.20"	"TCF4"	chr18	-	55257314	55257391	55257314	55257388	55259948	55260027	1209	5,9,26	0,0,1	0,12,1	0,0,0	102	99	1	1.0	1.0,1.0,0.962	NA,1.0,1.0	-0.013
1226	"ENSG00000152234.16"	"ATP5F1A"	chr18	-	46095052	46095147	46095052	46095131	46098171	46098296	1226	0,0,0	1,3,2	0,0,2	0,4,5	115	99	1	1.0	0.0,0.0,0.0	NA,0.0,0.256	-0.128
1258	"ENSG00000154889.17"	"MPPE1"	chr18	-	11885675	11885912	11885675	11885816	11886498	11886621	1258	0,0,2	0,1,1	0,0,0	1,0,0	195	99	1	1.0	NA,0.0,0.504	0.0,NA,NA	0.252
1265	"ENSG00000168502.18"	"MTCL1"	chr18	+	8818962	8819259	8819046	8819259	8812978	8813233	1265	0,0,3	0,0,4	2,0,0	0,0,0	183	99	1	1.0	NA,NA,0.289	1.0,NA,NA	-0.711
1302	"ENSG00000185624.16"	"P4HB"	chr17	-	81846428	81847068	81846428	81846629	81847242	81847347	1302	2,4,3	6,0,0	2,0,2	0,0,0	538	99	1	1.0	0.058,1.0,1.0	1.0,NA,1.0	-0.314
1303	"ENSG00000185624.16"	"P4HB"	chr17	-	81846428	81847072	81846428	81846629	81847242	81847347	1303	5,7,10	6,0,0	2,2,4	0,0,0	542	99	0.0113236070212	1.0	0.132,1.0,1.0	1.0,1.0,1.0	-0.289
1304	"ENSG00000185624.16"	"P4HB"	chr17	-	81846428	81847072	81846428	81847068	81847242	81847347	1304	4,3,10	0,0,0	2,2,4	2,0,2	103	99	0.0490101715468	1.0	1.0,1.0,1.0	0.49,1.0,0.658	0.284
1307	"ENSG00000185624.16"	"P4HB"	chr17	-	81855452	81855579	81855452	81855505	81859180	81859387	1307	2,5,7	0,0,0	1,2,4	0,1,0	173	99	1	1.0	1.0,1.0,1.0	1.0,0.534,1.0	0.155
1308	"ENSG00000185624.16"	"P4HB"	chr17	-	81855452	81855586	81855452	81855505	81859180	81859387	1308	7,7,12	0,0,0	1,6,12	0,1,0	180	99	1	1.0	1.0,1.0,1.0	1.0,0.767,1.0	0.078
1309	"ENSG00000185624.16"	"P4HB"	chr17	-	81855452	81855688	81855452	81855505	81859180	81859387	1309	3,4,9	0,0,0	1,2,4	0,1,0	282	99	1	1.0	1.0,1.0,1.0	1.0,0.413,1.0	0.196
1310	"ENSG00000185624.16"	"P4HB"	chr17	-	81855452	81855586	81855452	81855579	81859180	81859387	1310	5,3,5	0,1,0	0,4,8	0,0,0	106	99	1	1.0	1.0,0.737,1.0	NA,1.0,1.0	-0.088
1312	"ENSG00000185624.16"	"P4HB"	chr17	-	81855452	81855688	81855452	81855586	81859180	81859387	1312	0,0,2	4,3,5	0,0,0	0,4,8	201	99	1	1.0	0.0,0.0,0.165	NA,0.0,0.0	0.055
1320	"ENSG00000214087.9"	"ARL16"	chr17	-	81682033	81682675	81682033	81682149	81683012	81683126	1320	0,1,3	0,0,1	0,0,0	0,0,2	625	99	1	1.0	NA,1.0,0.322	NA,NA,0.0	0.661
1322	"ENSG00000184009.13"	"ACTG1"	chr17	-	81511187	81511803	81511187	81511626	81511902	81512142	1322	0,1,3	7,9,7	0,0,1	13,5,18	276	99	0.901162409586	1.0	0.0,0.038,0.133	0.0,0.0,0.02	0.05
1356	"ENSG00000092931.12"	"MFSD11"	chr17	+	76741968	76742048	76741993	76742048	76740956	76741064	1356	0,0,0	0,0,1	2,0,0	0,0,0	124	99	1	1.0	NA,NA,0.0	1.0,NA,NA	-1.0
1357	"ENSG00000092931.12"	"MFSD11"	chr17	+	76741968	76742048	76742018	76742048	76740956	76741064	1357	0,0,0	0,0,1	2,0,0	0,0,0	149	99	1	1.0	NA,NA,0.0	1.0,NA,NA	-1.0
1362	"ENSG00000129667.13"	"RHBDF2"	chr17	-	76479732	76479941	76479732	76479854	76481374	76481545	1362	0,0,5	4,3,6	1,0,0	0,0,2	186	99	1	1.0	0.0,0.0,0.307	1.0,NA,0.0	-0.398
1375	"ENSG00000161526.15"	"SAP30BP"	chr17	+	75705610	75706092	75706007	75706092	75704755	75704814	1375	1,1,10	0,0,1	2,0,1	0,0,0	496	99	1	1.0	1.0,1.0,0.666	1.0,NA,1.0	-0.111
1417	"ENSG00000266173.7"	"STRADA"	chr17	-	63704483	63704908	63704483	63704582	63706634	63706739	1417	0,0,0	0,2,0	0,0,1	0,0,0	425	99	1	1.0	NA,0.0,NA	NA,NA,1.0	-1.0
1422	"ENSG00000108106.14"	"UBE2S"	chr19	-	55404287	55404478	55404287	55404401	55406814	55406962	1422	2,2,5	2,0,0	2,0,2	0,0,0	176	99	1	1.0	0.36,1.0,1.0	1.0,NA,1.0	-0.213
1429	"ENSG00000101347.11"	"SAMHD1"	chr20	-	36916948	36917096	36916948	36917049	36919363	36919519	1429	0,0,1	0,0,1	0,0,0	0,0,1	146	99	1	1.0	NA,NA,0.404	NA,NA,0.0	0.404
1436	"ENSG00000166260.13"	"COX11"	chr17	-	54961118	54962915	54961118	54961312	54963305	54963431	1436	2,5,8	0,0,1	2,2,3	0,0,0	1702	99	1	1.0	1.0,1.0,0.318	1.0,1.0,1.0	-0.227
1497	"ENSG00000013306.16"	"SLC25A39"	chr17	-	44320621	44320749	44320621	44320731	44321057	44321231	1497	0,4,1	0,3,0	0,1,0	0,1,0	117	99	1	1.0	NA,0.53,1.0	NA,0.458,NA	0.307
1498	"ENSG00000013306.16"	"SLC25A39"	chr17	-	44322418	44322552	44322418	44322528	44322807	44322852	1498	0,0,1	0,0,0	0,0,0	0,0,3	123	99	1	1.0	NA,NA,1.0	NA,NA,0.0	1.0
1511	"ENSG00000184988.8"	"TMEM106A"	chr17	+	43212204	43212394	43212226	43212394	43211874	43211922	1511	0,0,0	0,0,6	0,0,1	0,0,0	121	99	1	1.0	NA,NA,0.0	NA,NA,1.0	-1.0
1529	"ENSG00000168259.17"	"DNAJC7"	chr17	-	41982254	41982601	41982254	41982401	41983562	41983636	1529	0,1,0	0,0,2	0,0,0	0,0,2	299	99	1	1.0	NA,1.0,0.0	NA,NA,0.0	0.5
1540	"ENSG00000131748.16"	"STARD3"	chr17	+	39656909	39657085	39657007	39657085	39653480	39653750	1540	0,0,1	0,2,3	0,0,0	0,0,2	197	99	1	1.0	NA,0.0,0.143	NA,NA,0.0	0.071
1582	"ENSG00000185515.16"	"BRCC3"	chrX	+	155073373	155073431	155073376	155073431	155072326	155072343	1582	0,0,0	0,1,0	0,2,0	0,0,0	102	99	1	1.0	NA,0.0,NA	NA,1.0,NA	-1.0
1586	"ENSG00000130175.10"	"PRKCSH"	chr19	+	11447692	11447789	11447722	11447789	11447438	11447618	1586	0,2,2	0,1,0	3,2,0	0,1,2	129	99	1	1.0	NA,0.606,1.0	1.0,0.606,0.0	0.268
1602	"ENSG00000109046.15"	"WSB1"	chr17	+	27307743	27309272	27309099	27309272	27306781	27306882	1602	0,1,15	0,1,0	7,0,5	0,0,0	1455	99	1	1.0	NA,0.064,1.0	1.0,NA,1.0	-0.468
1637	"ENSG00000175061.20"	"SNHG29"	chr17	+	16439527	16439703	16439580	16439703	16439326	16439414	1637	0,3,2	0,1,0	2,1,1	1,0,2	152	99	1	1.0	NA,0.661,1.0	0.566,1.0,0.246	0.227
1638	"ENSG00000175061.20"	"SNHG29"	chr17	+	16439527	16439703	16439659	16439703	16439326	16439414	1638	0,6,3	0,0,2	6,1,2	0,0,0	231	99	1	1.0	NA,1.0,0.391	1.0,1.0,1.0	-0.304
1640	"ENSG00000175061.20"	"SNHG29"	chr17	+	16439531	16439703	16439659	16439703	16439326	16439414	1640	0,3,1	0,0,2	4,0,1	0,0,0	227	99	1	1.0	NA,1.0,0.179	1.0,NA,1.0	-0.41
1641	"ENSG00000175061.20"	"SNHG29"	chr17	+	16439580	16439703	16439659	16439703	16439326	16439414	1641	0,4,1	0,0,2	5,0,3	0,0,0	178	99	1	1.0	NA,1.0,0.218	1.0,NA,1.0	-0.391
1643	"ENSG00000175061.20"	"SNHG29"	chr17	+	16439580	16440253	16440184	16440253	16439326	16439414	1643	0,4,4	6,0,9	1,2,2	4,0,12	703	99	0.551623184257	1.0	0.0,1.0,0.059	0.034,1.0,0.023	0.001
1646	"ENSG00000175061.20"	"SNHG29"	chr17	+	16441073	16442018	16441367	16442018	16440184	16440253	1646	1,6,10	0,0,0	6,2,9	0,0,1	393	99	1	1.0	1.0,1.0,1.0	1.0,1.0,0.694	0.102
1668	"ENSG00000125753.15"	"VASP"	chr19	+	45523840	45523877	45523843	45523877	45523643	45523695	1668	0,0,0	0,0,2	2,4,0	0,0,0	102	99	1	1.0	NA,NA,0.0	1.0,1.0,NA	-1.0
1712	"ENSG00000258315.5"	"C17orf49"	chr17	+	7017256	7017520	7017260	7017520	7016909	7017014	1712	1,0,0	0,2,3	0,0,2	0,0,0	103	99	1	1.0	1.0,0.0,0.0	NA,NA,1.0	-0.667
1737	"ENSG00000141030.13"	"COPS3"	chr17	-	17267884	17268045	17267884	17267977	17270757	17270807	1737	0,0,1	0,0,2	0,0,1	0,0,0	167	99	1	1.0	NA,NA,0.229	NA,NA,1.0	-0.771
1744	"ENSG00000132359.17"	"RAP1GAP2"	chr17	+	3005340	3005440	3005368	3005440	2998220	2998376	1744	0,2,0	0,1,4	0,0,0	0,0,1	127	99	1	1.0	NA,0.609,0.0	NA,NA,0.0	0.304
1749	"ENSG00000174231.18"	"PRPF8"	chr17	-	1656391	1656565	1656391	1656502	1656647	1656761	1749	2,0,3	0,1,0	0,3,0	0,0,0	162	99	1	1.0	1.0,0.0,1.0	NA,1.0,NA	-0.333
1753	"ENSG00000141252.21"	"VPS53"	chr17	-	623532	623674	623532	623669	627173	627316	1753	0,0,5	0,0,1	0,0,1	0,0,0	104	99	1	1.0	NA,NA,0.826	NA,NA,1.0	-0.174
1759	"ENSG00000293510.1"	"AFG3L1P"	chr16	+	89979301	89980336	89980241	89980336	89978809	89978878	1759	0,0,1	0,0,2	0,0,2	0,0,0	1039	99	1	1.0	NA,NA,0.045	NA,NA,1.0	-0.955
1764	"ENSG00000140995.17"	"DEF8"	chr16	+	89957472	89957660	89957510	89957660	89955168	89955266	1764	0,0,1	3,1,1	0,0,0	0,0,1	137	99	1	1.0	0.0,0.0,0.419	NA,NA,0.0	0.14
1782	"ENSG00000185324.22"	"CDK10"	chr16	+	89694568	89694788	89694664	89694788	89694172	89694232	1782	1,1,3	0,0,0	0,0,1	1,0,0	195	99	1	1.0	1.0,1.0,1.0	0.0,NA,1.0	0.5
1785	"ENSG00000131165.16"	"CHMP1A"	chr16	-	89647202	89648478	89647202	89647331	89649350	89649497	1785	1,0,2	0,0,3	0,0,4	0,0,2	1246	99	1	1.0	1.0,NA,0.05	NA,NA,0.137	0.388
1786	"ENSG00000131165.16"	"CHMP1A"	chr16	-	89647202	89648997	89647202	89647331	89649350	89649497	1786	5,0,2	0,0,3	0,0,4	0,0,2	1765	99	1	1.0	1.0,NA,0.036	NA,NA,0.101	0.417
1792	"ENSG00000288715.2"	"ENSG00000288715"	chr16	-	89317045	89317078	89317045	89317075	89418283	89418292	1792	1,0,5	0,0,2	0,1,0	0,0,0	102	99	1	1.0	1.0,NA,0.708	NA,1.0,NA	-0.146
1796	"ENSG00000051523.12"	"CYBA"	chr16	-	88643288	88644022	88643288	88643571	88646115	88646197	1796	0,5,4	2,0,5	1,0,1	2,3,5	550	99	1	1.0	0.0,1.0,0.126	0.083,0.0,0.035	0.336
1797	"ENSG00000051523.12"	"CYBA"	chr16	-	88643288	88644178	88643288	88643571	88646115	88646197	1797	0,6,5	2,0,5	1,0,2	2,3,5	706	99	0.0615390017507	1.0	0.0,1.0,0.123	0.066,0.0,0.053	0.335
