ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
675	"ENSG00000068400.14"	"GRIPAP1"	chrX	-	48978633	48978729	48978304	48978435	48981214	48981314	675	0,0,1	1,3,7	0,0,0	1,0,0	195	99	1	1.0	0.0,0.0,0.068	0.0,NA,NA	0.023
676	"ENSG00000068400.14"	"GRIPAP1"	chrX	-	48980757	48980855	48978304	48978435	48981214	48981314	676	0,0,0	1,3,7	0,0,1	1,0,0	197	99	1	1.0	0.0,0.0,0.0	0.0,NA,1.0	-0.5
677	"ENSG00000068400.14"	"GRIPAP1"	chrX	-	48980757	48980876	48978304	48978435	48981214	48981314	677	0,0,0	1,3,7	0,0,1	1,0,0	198	99	1	1.0	0.0,0.0,0.0	0.0,NA,1.0	-0.5
692	"ENSG00000068400.14"	"GRIPAP1"	chrX	-	48990925	48991110	48990684	48990732	48993427	48993578	692	1,17,9	0,3,0	1,0,0	0,0,0	198	99	1	1.0	1.0,0.739,1.0	1.0,NA,NA	-0.087
694	"ENSG00000068400.14"	"GRIPAP1"	chrX	-	48990925	48991239	48990684	48990732	48993427	48993578	694	1,9,8	0,3,0	1,0,0	0,0,0	198	99	1	1.0	1.0,0.6,1.0	1.0,NA,NA	-0.133
711	"ENSG00000101940.18"	"WDR13"	chrX	+	48600318	48600626	48599586	48599717	48601783	48601964	711	0,0,2	0,1,0	0,4,2	0,0,0	198	99	1	1.0	NA,0.0,1.0	NA,1.0,1.0	-0.5
743	"ENSG00000102225.17"	"CDK16"	chrX	+	47222260	47222342	47218709	47219105	47223551	47223759	743	0,0,0	0,1,0	1,0,0	0,1,0	181	99	1	1.0	NA,0.0,NA	1.0,0.0,NA	-0.5
829	"ENSG00000005889.16"	"ZFX"	chrX	+	24161714	24161842	24152719	24152830	24172714	24172800	829	0,1,1	0,0,1	0,0,0	0,0,1	198	99	1	1.0	NA,1.0,0.333	NA,NA,0.0	0.666
839	"ENSG00000130066.17"	"SAT1"	chrX	+	23784293	23784403	23783799	23783883	23785327	23785429	839	0,0,1	2,2,0	0,0,0	2,0,1	198	99	1	1.0	0.0,0.0,1.0	0.0,NA,0.0	0.333
899	"ENSG00000046651.16"	"OFD1"	chrX	+	13740088	13740213	13739001	13739032	13744414	13744519	899	0,0,1	0,0,1	0,0,0	2,0,0	198	99	1	1.0	NA,NA,0.333	0.0,NA,NA	0.333
902	"ENSG00000046651.16"	"OFD1"	chrX	+	13751248	13751368	13749426	13749533	13753367	13753441	902	0,0,9	0,0,5	1,0,0	0,0,0	198	99	1	1.0	NA,NA,0.474	1.0,NA,NA	-0.526
904	"ENSG00000046651.16"	"OFD1"	chrX	+	13763744	13763855	13762343	13762444	13767126	13767284	904	0,2,13	0,0,3	0,0,0	2,0,0	198	99	1	1.0	NA,1.0,0.684	0.0,NA,NA	0.842
1023	"ENSG00000100239.16"	"PPP6R2"	chr22	+	50436987	50437068	50436366	50436452	50437505	50437603	1023	0,6,6	0,1,0	0,0,0	2,0,0	180	99	1	1.0	NA,0.767,1.0	0.0,NA,NA	0.883
1086	"ENSG00000093000.19"	"NUP50"	chr22	+	45166308	45166430	45163986	45164296	45168167	45168246	1086	0,1,0	0,2,1	0,0,0	3,0,2	198	99	1	1.0	NA,0.2,0.0	0.0,NA,0.0	0.1
1102	"ENSG00000138964.17"	"PARVG"	chr22	+	44181741	44181917	44172955	44173191	44183317	44183408	1102	1,3,4	0,0,0	0,0,0	0,0,2	198	99	1	1.0	1.0,1.0,1.0	NA,NA,0.0	1.0
1104	"ENSG00000138964.17"	"PARVG"	chr22	+	44205756	44205829	44198620	44198722	44206316	44206622	1104	4,13,21	0,0,1	2,0,0	0,0,0	172	99	1	1.0	1.0,1.0,0.924	1.0,NA,NA	-0.025
1141	"ENSG00000100138.15"	"SNU13"	chr22	-	41682355	41682587	41680243	41680364	41688793	41688895	1141	4,0,0	0,0,0	2,0,2	0,0,2	198	99	1	1.0	1.0,NA,NA	1.0,NA,0.333	0.334
1173	"ENSG00000100393.15"	"EP300"	chr22	+	41141047	41141222	41140139	41140257	41146738	41146809	1173	0,2,5	0,0,0	0,0,0	0,4,0	198	99	1	1.0	NA,1.0,1.0	NA,0.0,NA	1.0
1178	"ENSG00000100359.21"	"SGSM3"	chr22	+	40401592	40401675	40400695	40400813	40402138	40402205	1178	0,3,4	0,2,3	1,0,0	0,0,0	182	99	1	1.0	NA,0.449,0.42	1.0,NA,NA	-0.566
1185	"ENSG00000239900.14"	"ADSL"	chr22	+	40354247	40354327	40349831	40350035	40358863	40358912	1185	0,4,0	0,2,0	0,1,0	0,0,0	179	99	1	1.0	NA,0.525,NA	NA,1.0,NA	-0.475
1192	"ENSG00000100354.21"	"TNRC6B"	chr22	+	40270121	40270280	40264687	40267036	40273424	40273600	1192	1,0,0	2,2,5	0,0,1	0,0,0	198	99	1	1.0	0.2,0.0,0.0	NA,NA,1.0	-0.933
1201	"ENSG00000100242.16"	"SUN2"	chr22	-	38754641	38754706	38752506	38752665	38755762	38756000	1201	0,4,1	0,0,0	0,0,0	0,0,3	164	99	1	1.0	NA,1.0,1.0	NA,NA,0.0	1.0
1206	"ENSG00000124486.15"	"USP9X"	chrX	+	41150920	41151057	41148368	41148575	41152947	41153081	1206	0,0,4	0,0,0	0,0,0	0,0,2	198	99	1	1.0	NA,NA,1.0	NA,NA,0.0	1.0
1241	"ENSG00000100379.18"	"KCTD17"	chr22	+	37060822	37060922	37059312	37059438	37061538	37061564	1241	0,1,0	0,0,0	0,0,0	0,0,2	198	99	1	1.0	NA,1.0,NA	NA,NA,0.0	1.0
1280	"ENSG00000100284.22"	"TOM1"	chr22	+	35321958	35322019	35317876	35317961	35323027	35323177	1280	0,4,0	0,0,1	0,0,4	0,0,0	160	99	1	1.0	NA,1.0,0.0	NA,NA,1.0	-0.5
1282	"ENSG00000100284.22"	"TOM1"	chr22	+	35321958	35322037	35317876	35317961	35323027	35323177	1282	0,6,6	0,0,1	0,0,4	0,0,0	178	99	1	1.0	NA,1.0,0.769	NA,NA,1.0	-0.115
1401	"ENSG00000100325.15"	"ASCC2"	chr22	-	29827476	29827600	29825621	29825780	29832244	29832342	1401	0,2,0	2,0,1	2,0,0	0,0,0	198	99	1	1.0	0.0,1.0,0.0	1.0,NA,NA	-0.667
1419	"ENSG00000186575.19"	"NF2"	chr22	+	29683019	29683064	29681438	29681601	29694751	29694811	1419	0,0,1	0,0,0	0,0,0	0,1,0	144	99	1	1.0	NA,NA,1.0	NA,0.0,NA	1.0
1420	"ENSG00000186575.19"	"NF2"	chr22	+	29683019	29683079	29681438	29681601	29694751	29694811	1420	0,0,1	0,0,0	0,0,0	0,1,0	159	99	1	1.0	NA,NA,1.0	NA,0.0,NA	1.0
1519	"ENSG00000161179.14"	"YDJC"	chr22	-	21629542	21629761	21629307	21629407	21629850	21630064	1519	0,0,0	1,0,0	0,0,2	0,0,0	198	99	1	1.0	0.0,NA,NA	NA,NA,1.0	-1.0
1520	"ENSG00000161179.14"	"YDJC"	chr22	-	21629601	21629761	21629009	21629407	21629850	21630014	1520	0,0,0	1,0,0	0,0,2	0,0,0	198	99	1	1.0	0.0,NA,NA	NA,NA,1.0	-1.0
1540	"ENSG00000099917.17"	"MED15"	chr22	+	20518877	20518995	20507581	20507746	20537116	20537183	1540	0,1,0	0,4,5	0,0,0	2,0,0	198	99	1	1.0	NA,0.111,0.0	0.0,NA,NA	0.056
1544	"ENSG00000099917.17"	"MED15"	chr22	+	20575112	20575232	20568520	20568631	20582610	20582747	1544	0,2,1	2,0,0	0,0,0	0,0,2	198	99	1	1.0	0.0,1.0,1.0	NA,NA,0.0	0.667
1586	"ENSG00000242259.9"	"C22orf39"	chr22	-	19377868	19378066	19375630	19375792	19383619	19383705	1586	0,1,6	0,0,1	0,0,3	0,0,0	198	99	1	1.0	NA,1.0,0.75	NA,NA,1.0	-0.125
1663	"ENSG00000184787.19"	"UBE2G2"	chr21	-	44801283	44801398	44788059	44788095	44801705	44801768	1663	0,2,0	4,2,5	0,0,0	2,0,0	198	99	1	1.0	0.0,0.333,0.0	0.0,NA,NA	0.111
1674	"ENSG00000160214.13"	"RRP1"	chr21	+	43791015	43791056	43789558	43789762	43791349	43791432	1674	6,0,0	0,1,1	0,0,0	0,0,2	140	99	1	1.0	1.0,0.0,0.0	NA,NA,0.0	0.333
1682	"ENSG00000160194.18"	"NDUFV3"	chr21	+	42896926	42897047	42893267	42893381	42908863	42913304	1682	0,0,2	0,0,0	1,0,0	0,0,1	198	99	1	1.0	NA,NA,1.0	1.0,NA,0.0	0.5
1697	"ENSG00000183486.14"	"MX2"	chr21	+	41363268	41363389	41362006	41362055	41376835	41377155	1697	0,0,0	0,0,3	0,0,1	0,0,0	198	99	1	1.0	NA,NA,0.0	NA,NA,1.0	-1.0
1786	"ENSG00000182670.14"	"TTC3"	chr21	+	37157160	37157214	37156654	37156906	37159698	37159745	1786	0,0,2	0,1,3	0,2,0	0,0,0	153	99	1	1.0	NA,0.0,0.301	NA,1.0,NA	-0.85
1788	"ENSG00000182670.14"	"TTC3"	chr21	+	37182773	37182913	37172594	37172744	37185705	37185774	1788	0,6,12	0,0,1	0,0,2	0,0,0	198	99	1	1.0	NA,1.0,0.857	NA,NA,1.0	-0.072
1813	"ENSG00000159131.17"	"GART"	chr21	-	33529566	33529768	33528849	33528937	33530758	33530884	1813	0,0,1	0,0,0	0,0,0	0,0,3	198	99	1	1.0	NA,NA,1.0	NA,NA,0.0	1.0
1817	"ENSG00000159110.22"	"IFNAR2"	chr21	+	33260596	33260727	33252661	33252830	33262792	33262855	1817	0,0,3	0,3,0	0,0,2	0,0,0	198	99	1	1.0	NA,0.0,1.0	NA,NA,1.0	-0.5
1823	"ENSG00000243646.11"	"IL10RB"	chr21	+	33276595	33276753	33267927	33268517	33279751	33279918	1823	0,0,6	0,0,1	0,2,0	0,0,0	198	99	1	1.0	NA,NA,0.75	NA,1.0,NA	-0.25
1876	"ENSG00000142192.22"	"APP"	chr21	-	25905023	25905077	25897572	25897673	25911740	25911962	1876	3,5,5	0,0,1	5,3,8	0,0,0	153	99	1	1.0	1.0,1.0,0.764	1.0,1.0,1.0	-0.079
1877	"ENSG00000142192.22"	"APP"	chr21	-	25997359	25997416	25982343	25982477	26000014	26000182	1877	1,9,2	2,5,15	4,2,12	0,1,4	156	99	0.00254671641786	1.0	0.241,0.533,0.078	1.0,0.559,0.656	-0.454
1878	"ENSG00000142192.22"	"APP"	chr21	-	25997359	25997416	25982343	25982477	26021839	26022042	1878	0,4,0	0,0,4	1,2,3	0,0,3	156	99	1	1.0	NA,1.0,0.0	1.0,1.0,0.388	-0.296
1879	"ENSG00000142192.22"	"APP"	chr21	-	26000014	26000182	25982343	25982477	26021839	26022042	1879	8,20,42	0,0,4	5,2,14	0,0,3	198	99	0.743422129075	1.0	1.0,1.0,0.84	1.0,1.0,0.7	0.047
2010	"ENSG00000101150.18"	"TPD52L2"	chr20	+	63875815	63875875	63873667	63873816	63882718	63882820	2010	0,2,6	0,1,0	1,2,1	0,0,0	159	99	1	1.0	NA,0.555,1.0	1.0,1.0,1.0	-0.222
2013	"ENSG00000101150.18"	"TPD52L2"	chr20	+	63887563	63887605	63882718	63882820	63889189	63889238	2013	0,0,0	0,1,1	0,1,0	0,0,0	141	99	1	1.0	NA,0.0,0.0	NA,1.0,NA	-1.0
2020	"ENSG00000125534.10"	"PPDPF"	chr20	+	63521283	63521363	63520764	63520894	63521511	63521589	2020	0,5,2	0,1,0	1,2,3	0,0,0	179	99	1	1.0	NA,0.734,1.0	1.0,1.0,1.0	-0.133
2040	"ENSG00000130706.13"	"ADRM1"	chr20	+	62304460	62304577	62303567	62303781	62306196	62306320	2040	2,2,1	0,0,2	2,0,6	0,0,0	198	99	1	1.0	1.0,1.0,0.2	1.0,NA,1.0	-0.267
2041	"ENSG00000130706.13"	"ADRM1"	chr20	+	62308367	62308470	62308020	62308178	62308654	62308860	2041	0,1,1	0,0,1	0,3,3	0,0,0	198	99	1	1.0	NA,1.0,0.333	NA,1.0,1.0	-0.334
2060	"ENSG00000101160.15"	"CTSZ"	chr20	-	58997854	58997954	58997602	58997753	59001464	59001644	2060	1,0,0	1,1,10	0,0,0	2,0,0	198	99	1	1.0	0.333,0.0,0.0	0.0,NA,NA	0.111
2087	"ENSG00000022277.13"	"RTF2"	chr20	+	56516934	56516989	56513314	56513428	56517105	56517201	2087	0,1,4	0,0,1	2,0,0	0,0,0	154	99	1	1.0	NA,1.0,0.72	1.0,NA,NA	-0.14
2139	"ENSG00000101040.20"	"ZMYND8"	chr20	-	47347855	47347926	47310055	47310204	47356656	47356670	2139	0,0,16	0,0,2	0,2,0	0,0,0	170	99	1	1.0	NA,NA,0.823	NA,1.0,NA	-0.177
2145	"ENSG00000080189.15"	"SLC35C2"	chr20	-	46355801	46355874	46355072	46355241	46356573	46356637	2145	3,2,4	0,2,0	0,2,2	0,0,0	172	99	1	1.0	1.0,0.365,1.0	NA,1.0,1.0	-0.212
2159	"ENSG00000198026.8"	"ZNF335"	chr20	-	45969450	45969691	45968284	45968362	45971209	45971460	2159	0,5,5	0,3,0	2,2,0	0,0,0	198	99	1	1.0	NA,0.455,1.0	1.0,1.0,NA	-0.272
2173	"ENSG00000101109.13"	"STK4"	chr20	+	44975323	44975410	44972077	44972158	44978442	44978571	2173	0,1,0	0,2,2	0,0,0	2,0,0	186	99	1	1.0	NA,0.21,0.0	0.0,NA,NA	0.105
2218	"ENSG00000124193.16"	"SRSF6"	chr20	+	43459152	43459420	43458360	43458509	43459770	43459895	2218	0,0,1	1,1,5	2,0,0	0,0,0	198	99	1	1.0	0.0,0.0,0.091	1.0,NA,NA	-0.97
2219	"ENSG00000124193.16"	"SRSF6"	chr20	+	43460702	43460852	43460514	43460598	43463343	43463605	2219	3,23,40	0,0,1	6,0,3	0,0,0	198	99	1	1.0	1.0,1.0,0.952	1.0,NA,1.0	-0.016
2272	"ENSG00000196756.15"	"SNHG17"	chr20	-	38434503	38434626	38430698	38431112	38435026	38435313	2272	0,5,2	0,0,0	0,0,2	1,0,0	198	99	1	1.0	NA,1.0,1.0	0.0,NA,1.0	0.5
2289	"ENSG00000197122.13"	"SRC"	chr20	+	37347117	37347236	37346108	37346255	37365203	37365277	2289	0,0,3	2,10,8	0,0,0	1,0,2	198	99	1	1.0	0.0,0.0,0.158	0.0,NA,0.0	0.053
2293	"ENSG00000101363.13"	"MANBAL"	chr20	+	37297295	37297534	37289662	37289686	37298762	37298879	2293	0,1,0	0,0,0	0,0,0	0,0,1	198	99	1	1.0	NA,1.0,NA	NA,NA,0.0	1.0
2298	"ENSG00000101084.19"	"RAB5IF"	chr20	+	36607889	36608000	36607714	36607818	36609600	36609730	2298	0,0,0	0,0,4	2,0,0	0,0,0	198	99	1	1.0	NA,NA,0.0	1.0,NA,NA	-1.0
2320	"ENSG00000131051.24"	"RBM39"	chr20	-	35729461	35729527	35729311	35729365	35731940	35732135	2320	0,4,20	0,1,0	2,2,6	0,0,0	165	99	1	1.0	NA,0.706,1.0	1.0,1.0,1.0	-0.147
2321	"ENSG00000131051.24"	"RBM39"	chr20	-	35729461	35729551	35729311	35729365	35731940	35732135	2321	0,0,4	0,1,0	0,0,2	0,0,0	189	99	1	1.0	NA,0.0,1.0	NA,NA,1.0	-0.5
2323	"ENSG00000131051.24"	"RBM39"	chr20	-	35734185	35734257	35731915	35732135	35738967	35739017	2323	0,1,0	3,4,13	3,0,5	6,0,6	171	99	1	1.0	0.0,0.126,0.0	0.224,NA,0.325	-0.233
2324	"ENSG00000131051.24"	"RBM39"	chr20	-	35734185	35735081	35731940	35732135	35738967	35739017	2324	0,1,1	3,4,13	1,0,5	6,0,6	198	99	1	1.0	0.0,0.111,0.037	0.077,NA,0.294	-0.136
2327	"ENSG00000131051.24"	"RBM39"	chr20	-	35739392	35739547	35738967	35739017	35740823	35740887	2327	0,0,1	0,1,3	0,0,0	1,0,0	198	99	1	1.0	NA,0.0,0.143	0.0,NA,NA	0.071
2328	"ENSG00000131051.24"	"RBM39"	chr20	-	35740524	35740597	35738967	35739017	35740823	35740887	2328	1,5,11	0,1,3	4,0,6	1,0,0	172	99	1	1.0	1.0,0.742,0.679	0.697,NA,1.0	-0.041
2408	"ENSG00000101337.16"	"TM9SF4"	chr20	+	32136073	32136173	32133012	32133126	32141540	32141606	2408	0,0,3	0,0,1	0,0,1	0,0,0	198	99	1	1.0	NA,NA,0.6	NA,NA,1.0	-0.4
2438	"ENSG00000101294.19"	"HM13"	chr20	+	31567639	31567806	31566153	31566295	31569119	31569567	2438	0,2,0	0,0,0	1,0,0	0,0,4	198	99	1	1.0	NA,1.0,NA	1.0,NA,0.0	0.5
2487	"ENSG00000100997.20"	"ABHD12"	chr20	-	25314924	25314970	25309445	25309575	25317047	25317074	2487	0,1,3	0,0,1	0,0,2	0,0,0	145	99	1	1.0	NA,1.0,0.672	NA,NA,1.0	-0.164
2533	"ENSG00000188559.16"	"RALGAPA2"	chr20	-	20524829	20524898	20524405	20524543	20526251	20526362	2533	0,0,1	0,0,2	1,0,0	0,0,0	168	99	1	1.0	NA,NA,0.228	1.0,NA,NA	-0.772
2543	"ENSG00000101310.17"	"SEC23B"	chr20	+	18551088	18551175	18548608	18548770	18554234	18554390	2543	0,0,1	0,0,0	0,0,0	0,0,1	186	99	1	1.0	NA,NA,1.0	NA,NA,0.0	1.0
2677	"ENSG00000101224.18"	"CDC25B"	chr20	+	3800742	3800865	3800461	3800498	3800970	3801093	2677	1,1,2	0,0,0	2,0,1	0,4,0	198	99	0.0292039217118	1.0	1.0,1.0,1.0	1.0,0.0,1.0	0.333
2683	"ENSG00000125877.13"	"ITPA"	chr20	+	3213168	3213226	3209497	3209617	3213984	3214058	2683	0,1,0	0,0,1	0,2,0	0,0,0	157	99	1	1.0	NA,1.0,0.0	NA,1.0,NA	-0.5
2684	"ENSG00000125877.13"	"ITPA"	chr20	+	3213257	3213383	3209500	3209617	3213984	3214058	2684	1,0,0	0,0,1	2,0,0	0,0,0	198	99	1	1.0	1.0,NA,0.0	1.0,NA,NA	-0.5
2696	"ENSG00000132670.21"	"PTPRA"	chr20	+	3022053	3022220	3021308	3021428	3022688	3022824	2696	1,0,2	0,0,1	0,0,1	0,0,0	198	99	1	1.0	1.0,NA,0.5	NA,NA,1.0	-0.25
2733	"ENSG00000125826.22"	"RBCK1"	chr20	+	420870	421031	419557	419731	422126	422238	2733	0,2,0	0,0,1	0,0,1	0,0,0	198	99	1	1.0	NA,1.0,0.0	NA,NA,1.0	-0.5
2739	"ENSG00000083838.17"	"ZNF446"	chr19	+	58479642	58479727	58478086	58478181	58479929	58480019	2739	0,1,0	0,0,0	0,0,0	0,4,0	184	99	1	1.0	NA,1.0,NA	NA,0.0,NA	1.0
2745	"ENSG00000083845.9"	"RPS5"	chr19	+	58393358	58393487	58388136	58388245	58394496	58394595	2745	6,5,15	0,0,0	7,0,14	2,0,0	198	99	1	1.0	1.0,1.0,1.0	0.636,NA,1.0	0.182
2884	"ENSG00000167615.18"	"LENG8"	chr19	+	54453545	54453656	54452650	54452752	54454429	54454682	2884	2,27,57	0,1,5	1,0,2	0,0,0	198	99	1	1.0	1.0,0.931,0.851	1.0,NA,1.0	-0.073
2887	"ENSG00000170889.14"	"RPS9"	chr19	+	54206552	54206724	54206275	54206462	54207397	54207522	2887	0,0,1	6,4,17	0,2,1	13,12,23	198	99	0.582593678771	1.0	0.0,0.0,0.029	0.0,0.077,0.021	-0.023
2935	"ENSG00000167766.21"	"ZNF83"	chr19	-	52618627	52618765	52616717	52616815	52618935	52619062	2935	1,0,0	0,0,0	0,0,0	0,0,2	198	99	1	1.0	1.0,NA,NA	NA,NA,0.0	1.0
3013	"ENSG00000204673.11"	"AKT1S1"	chr19	-	49872916	49873302	49871811	49871889	49877024	49877279	3013	1,0,0	0,2,0	1,0,0	0,0,0	198	99	1	1.0	1.0,0.0,NA	1.0,NA,NA	-0.5
3015	"ENSG00000039650.12"	"PNKP"	chr19	-	49862184	49862281	49862043	49862105	49862370	49862463	3015	1,3,1	0,0,0	2,0,2	2,0,0	196	99	1	1.0	1.0,1.0,1.0	0.336,NA,1.0	0.332
3025	"ENSG00000126457.22"	"PRMT1"	chr19	+	49679871	49679925	49677270	49677316	49680486	49680588	3025	0,0,0	2,5,4	0,0,1	2,0,3	153	99	1	1.0	0.0,0.0,0.0	0.0,NA,0.177	-0.088
3026	"ENSG00000126453.11"	"BCL2L12"	chr19	+	49667018	49667161	49665823	49666799	49668850	49668937	3026	2,0,0	0,0,0	0,0,0	1,0,0	198	99	1	1.0	1.0,NA,NA	0.0,NA,NA	1.0
3067	"ENSG00000104852.15"	"SNRNP70"	chr19	+	49102113	49102173	49101389	49101471	49104633	49104735	3067	1,0,1	0,0,0	0,0,2	0,1,0	159	99	1	1.0	1.0,NA,1.0	NA,0.0,1.0	0.5
3068	"ENSG00000104852.15"	"SNRNP70"	chr19	+	49102113	49102185	49101389	49101471	49104633	49104735	3068	0,0,1	0,0,0	0,0,2	0,1,0	171	99	1	1.0	NA,NA,1.0	NA,0.0,1.0	0.5
3069	"ENSG00000104852.15"	"SNRNP70"	chr19	+	49102113	49103587	49101389	49101471	49104633	49104735	3069	0,2,3	0,0,0	1,0,2	0,1,0	198	99	1	1.0	NA,1.0,1.0	1.0,0.0,1.0	0.333
3104	"ENSG00000142227.11"	"EMP3"	chr19	+	48325990	48326053	48325580	48325610	48326829	48326922	3104	0,0,0	2,1,4	1,0,1	1,4,2	162	99	1	1.0	0.0,0.0,0.0	0.379,0.0,0.234	-0.204
3116	"ENSG00000160310.19"	"PRMT2"	chr21	+	46636438	46636547	46635673	46635763	46636895	46636990	3116	1,0,2	0,0,0	0,0,0	0,2,2	198	99	1	1.0	1.0,NA,1.0	NA,0.0,0.0	1.0
3127	"ENSG00000161681.17"	"SHANK1"	chr19	-	50663096	50663169	50662333	50662682	50666191	50666733	3127	1,0,0	0,0,4	0,0,0	0,0,1	172	99	1	1.0	1.0,NA,0.0	NA,NA,0.0	0.5
3137	"ENSG00000142230.13"	"SAE1"	chr19	+	47180145	47180303	47169817	47169923	47197232	47197377	3137	0,0,3	0,0,3	0,0,0	2,0,0	198	99	1	1.0	NA,NA,0.333	0.0,NA,NA	0.333
3155	"ENSG00000105287.13"	"PRKD2"	chr19	-	46685424	46685521	46681649	46681748	46689536	46689698	3155	0,0,1	0,1,1	0,0,0	0,0,1	196	99	1	1.0	NA,0.0,0.336	NA,NA,0.0	0.168
3237	"ENSG00000198900.7"	"TOP1"	chr20	+	41061393	41061490	41029430	41029455	41076170	41076294	3237	2,11,14	0,1,0	0,0,1	0,0,0	196	99	1	1.0	1.0,0.847,1.0	NA,NA,1.0	-0.051
3250	"ENSG00000100097.12"	"LGALS1"	chr22	+	37678375	37678392	37676985	37677065	37678482	37678654	3250	0,0,0	3,4,6	0,0,1	19,13,22	116	99	1	1.0	0.0,0.0,0.0	0.0,0.0,0.037	-0.012
3251	"ENSG00000100097.12"	"LGALS1"	chr22	+	37678375	37678654	37676998	37677065	37679602	37679802	3251	3,4,10	0,0,0	13,3,8	2,0,0	198	99	1	1.0	1.0,1.0,1.0	0.765,1.0,1.0	0.078
3252	"ENSG00000100097.12"	"LGALS1"	chr22	+	37678482	37678654	37676855	37677065	37679602	37679640	3252	6,8,16	0,0,0	30,16,29	2,0,0	198	99	1	1.0	1.0,1.0,1.0	0.882,1.0,1.0	0.039
3321	"ENSG00000076928.20"	"ARHGEF1"	chr19	+	41902783	41902898	41902532	41902658	41903306	41903407	3321	1,12,25	0,0,1	2,0,2	0,0,0	198	99	1	1.0	1.0,1.0,0.926	1.0,NA,1.0	-0.025
3324	"ENSG00000076928.20"	"ARHGEF1"	chr19	+	41906456	41906620	41905938	41906025	41906702	41906803	3324	5,5,6	0,0,0	3,0,1	0,0,1	198	99	1	1.0	1.0,1.0,1.0	1.0,NA,0.333	0.334
3383	"ENSG00000090006.18"	"LTBP4"	chr19	+	40617099	40617225	40614175	40614446	40619346	40619376	3383	0,0,1	0,0,1	0,0,1	0,0,0	198	99	1	1.0	NA,NA,0.333	NA,NA,1.0	-0.667
