ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
279	"ENSG00000100416.15"	"TRMU"	chr22	+	46350345	46350463	46350349	46350463	46346421	46346544	279	0,0,1	0,0,0	0,0,0	0,1,0	103	99	1	1.0	NA,NA,1.0	NA,0.0,NA	1.0
284	"ENSG00000183569.18"	"SERHL2"	chr22	+	42555663	42556083	42556063	42556083	42555231	42555345	284	0,0,0	0,0,4	1,0,0	0,0,0	499	99	1	1.0	NA,NA,0.0	1.0,NA,NA	-1.0
302	"ENSG00000124486.15"	"USP9X"	chrX	+	41152932	41153081	41152947	41153081	41150920	41151057	302	1,0,0	0,0,0	0,0,0	0,0,1	114	99	1	1.0	1.0,NA,NA	NA,NA,0.0	1.0
316	"ENSG00000100284.22"	"TOM1"	chr22	+	35322998	35323177	35323027	35323177	35321958	35322037	316	0,1,0	0,3,7	0,0,0	1,0,0	128	99	1	1.0	NA,0.205,0.0	0.0,NA,NA	0.102
366	"ENSG00000100038.20"	"TOP3B"	chr22	-	21962746	21963020	21962746	21962893	21963922	21964028	366	0,0,0	0,1,5	4,0,0	1,2,1	226	99	1	1.0	NA,0.0,0.0	0.637,0.0,0.0	-0.212
382	"ENSG00000099899.16"	"TRMT2A"	chr22	-	20114964	20115780	20114964	20115079	20116037	20116612	382	5,0,4	0,0,0	2,3,1	1,0,0	800	99	1	1.0	1.0,NA,1.0	0.198,1.0,1.0	0.267
385	"ENSG00000093010.15"	"COMT"	chr22	+	19961696	19962815	19962526	19962815	19961198	19961289	385	0,0,1	4,0,3	0,0,0	1,0,0	929	99	1	1.0	0.0,NA,0.034	0.0,NA,NA	0.017
386	"ENSG00000093010.15"	"COMT"	chr22	+	19962232	19962815	19962526	19962815	19961198	19961289	386	0,0,1	4,0,3	0,0,0	1,0,0	393	99	1	1.0	0.0,NA,0.077	0.0,NA,NA	0.038
395	"ENSG00000015475.19"	"BID"	chr22	-	17739348	17740176	17739348	17739488	17743802	17744013	395	5,0,0	0,1,0	2,0,0	0,0,0	787	99	1	1.0	1.0,0.0,NA	1.0,NA,NA	-0.5
420	"ENSG00000157601.15"	"MX1"	chr21	+	41432030	41432175	41432049	41432175	41430532	41430608	420	0,0,1	0,0,3	0,0,0	7,2,9	118	99	1	1.0	NA,NA,0.219	0.0,0.0,0.0	0.219
426	"ENSG00000205581.11"	"HMGN1"	chr21	-	39345829	39347292	39345829	39345958	39347378	39347483	426	0,1,8	0,0,0	0,0,0	0,0,1	1433	99	1	1.0	NA,1.0,1.0	NA,NA,0.0	1.0
466	"ENSG00000258366.12"	"RTEL1"	chr20	+	63661743	63661943	63661849	63661943	63661297	63661496	466	0,0,1	0,0,0	0,0,0	0,1,0	205	99	1	1.0	NA,NA,1.0	NA,0.0,NA	1.0
468	"ENSG00000258366.12"	"RTEL1"	chr20	+	63662395	63662627	63662545	63662627	63661849	63661943	468	0,0,0	0,1,1	1,0,0	0,0,0	249	99	1	1.0	NA,0.0,0.0	1.0,NA,NA	-1.0
476	"ENSG00000101182.15"	"PSMA7"	chr20	-	62137363	62137465	62137363	62137426	62138170	62138290	476	0,0,0	0,8,9	0,0,1	0,1,1	138	99	1	1.0	NA,0.0,0.0	NA,0.0,0.418	-0.209
485	"ENSG00000101040.20"	"ZMYND8"	chr20	-	47298728	47298947	47298728	47298872	47310055	47310204	485	0,0,2	0,0,1	1,0,0	2,0,0	174	99	1	1.0	NA,NA,0.532	0.221,NA,NA	0.311
487	"ENSG00000080189.15"	"SLC35C2"	chr20	-	46355072	46355241	46355072	46355178	46355801	46355874	487	1,8,5	0,0,1	0,0,1	0,0,0	162	99	1	1.0	1.0,1.0,0.753	NA,NA,1.0	-0.082
489	"ENSG00000080189.15"	"SLC35C2"	chr20	-	46355072	46355279	46355072	46355241	46355801	46355874	489	0,2,0	0,4,2	0,0,0	0,0,1	137	99	1	1.0	NA,0.265,0.0	NA,NA,0.0	0.133
490	"ENSG00000080189.15"	"SLC35C2"	chr20	-	46357622	46357773	46357622	46357702	46358386	46358763	490	1,5,2	0,0,0	0,0,0	0,0,1	170	99	1	1.0	1.0,1.0,1.0	NA,NA,0.0	1.0
540	"ENSG00000131051.24"	"RBM39"	chr20	-	35709223	35709274	35709223	35709256	35713018	35713096	540	0,2,9	0,2,4	4,0,1	0,0,2	117	99	1	1.0	NA,0.458,0.656	1.0,NA,0.297	-0.091
541	"ENSG00000131051.24"	"RBM39"	chr20	-	35709223	35709309	35709223	35709256	35713018	35713096	541	0,0,1	0,2,4	2,0,0	0,0,2	152	99	1	1.0	NA,0.0,0.14	1.0,NA,0.0	-0.43
543	"ENSG00000131051.24"	"RBM39"	chr20	-	35729311	35729365	35729311	35729362	35729461	35729527	543	0,3,17	0,0,0	1,4,5	0,0,1	102	99	1	1.0	NA,1.0,1.0	1.0,1.0,0.829	0.057
576	"ENSG00000291100.1"	"ENSG00000291100"	chr20	-	28583024	28583946	28583024	28583110	28586298	28586403	576	0,2,2	0,0,3	2,0,0	0,0,1	935	99	1	1.0	NA,1.0,0.066	1.0,NA,0.0	0.033
613	"ENSG00000184381.20"	"PLA2G6"	chr22	-	38115526	38115849	38115526	38115681	38116074	38116211	613	0,0,0	0,0,2	0,0,1	0,0,0	267	99	1	1.0	NA,NA,0.0	NA,NA,1.0	-1.0
617	"ENSG00000089006.17"	"SNX5"	chr20	-	17953995	17954223	17953995	17954117	17955364	17955475	617	0,1,0	0,2,2	0,0,0	2,0,0	205	99	1	1.0	NA,0.194,0.0	0.0,NA,NA	0.097
618	"ENSG00000089006.17"	"SNX5"	chr20	-	17953995	17954231	17953995	17954117	17955364	17955475	618	0,1,0	0,2,2	0,0,0	2,0,0	213	99	1	1.0	NA,0.189,0.0	0.0,NA,NA	0.095
626	"ENSG00000078747.17"	"ITCH"	chr20	+	34393769	34393881	34393790	34393881	34369393	34369470	626	0,2,4	1,2,5	1,0,0	0,0,0	120	99	1	1.0	0.0,0.452,0.398	1.0,NA,NA	-0.717
627	"ENSG00000078747.17"	"ITCH"	chr20	+	34479629	34479789	34479694	34479789	34477771	34477860	627	0,1,1	0,0,1	2,0,0	0,0,0	164	99	1	1.0	NA,1.0,0.376	1.0,NA,NA	-0.312
647	"ENSG00000132635.17"	"PCED1A"	chr20	-	2838843	2839082	2838843	2838929	2839191	2839271	647	0,0,1	0,1,0	0,0,1	0,0,0	252	99	1	1.0	NA,0.0,1.0	NA,NA,1.0	-0.5
679	"ENSG00000125503.13"	"PPP1R12C"	chr19	-	55095444	55095603	55095444	55095600	55095866	55095940	679	0,0,0	0,0,1	0,6,0	0,0,0	102	99	1	1.0	NA,NA,0.0	NA,1.0,NA	-1.0
683	"ENSG00000186818.13"	"LILRB4"	chr19	+	54665129	54665180	54665132	54665180	54664798	54664849	683	3,1,11	0,1,0	5,0,0	1,0,0	102	99	1	1.0	1.0,0.493,1.0	0.829,NA,NA	0.002
684	"ENSG00000186818.13"	"LILRB4"	chr19	+	54666693	54666749	54666696	54666749	54666398	54666436	684	0,0,0	0,2,2	0,0,2	1,0,4	102	99	1	1.0	NA,0.0,0.0	0.0,NA,0.327	-0.164
685	"ENSG00000186818.13"	"LILRB4"	chr19	+	54667634	54667793	54667637	54667793	54666696	54666749	685	0,0,1	0,0,1	0,0,2	2,0,2	102	99	1	1.0	NA,NA,0.493	0.0,NA,0.493	0.246
686	"ENSG00000104972.16"	"LILRB1"	chr19	+	54633970	54634021	54633973	54634021	54633637	54633688	686	0,0,0	0,2,0	2,0,0	1,0,4	102	99	1	1.0	NA,0.0,NA	0.66,NA,0.0	-0.33
687	"ENSG00000104972.16"	"LILRB1"	chr19	+	54634587	54634763	54634640	54634763	54633970	54634021	687	0,0,0	0,2,0	3,0,3	0,0,0	152	99	1	1.0	NA,0.0,NA	1.0,NA,1.0	-1.0
688	"ENSG00000104972.16"	"LILRB1"	chr19	+	54636493	54636652	54636496	54636652	54635556	54635609	688	0,0,0	0,0,2	2,0,1	0,0,2	102	99	1	1.0	NA,NA,0.0	1.0,NA,0.327	-0.663
694	"ENSG00000170889.14"	"RPS9"	chr19	+	54206552	54207647	54207397	54207647	54206275	54206462	694	0,0,3	6,4,17	0,0,0	6,1,1	944	99	1	1.0	0.0,0.0,0.018	0.0,0.0,0.0	0.006
697	"ENSG00000105618.14"	"PRPF31"	chr19	+	54126499	54126617	54126527	54126617	54124498	54124656	697	0,2,0	0,4,0	0,0,0	2,0,0	127	99	1	1.0	NA,0.28,NA	0.0,NA,NA	0.28
727	"ENSG00000039650.12"	"PNKP"	chr19	-	49866398	49866528	49866398	49866445	49867053	49867217	727	0,1,1	0,0,1	0,0,0	1,0,1	182	99	1	1.0	NA,1.0,0.352	0.0,NA,0.0	0.676
731	"ENSG00000142546.14"	"NOSIP"	chr19	-	49557089	49557945	49557089	49557249	49558896	49558973	731	0,0,4	0,0,1	0,0,0	0,0,1	795	99	1	1.0	NA,NA,0.332	NA,NA,0.0	0.332
732	"ENSG00000142546.14"	"NOSIP"	chr19	-	49557089	49558199	49557089	49557249	49558896	49558978	732	0,0,6	0,0,1	0,0,1	0,0,1	1049	99	1	1.0	NA,NA,0.362	NA,NA,0.086	0.276
755	"ENSG00000189306.11"	"RRP7A"	chr22	-	42516010	42516296	42516010	42516136	42518004	42518147	755	0,1,0	0,1,0	0,0,0	7,0,0	259	99	1	1.0	NA,0.277,NA	0.0,NA,NA	0.277
778	"ENSG00000198900.7"	"TOP1"	chr20	+	41122005	41122155	41122010	41122155	41121695	41121790	778	0,4,5	0,2,0	3,1,2	0,0,0	104	99	1	1.0	NA,0.656,1.0	1.0,1.0,1.0	-0.172
779	"ENSG00000183337.18"	"BCOR"	chrX	-	40063607	40063952	40063607	40063850	40064335	40064599	779	0,0,0	0,0,1	1,0,0	0,0,0	201	99	1	1.0	NA,NA,0.0	1.0,NA,NA	-1.0
808	"ENSG00000028277.22"	"POU2F2"	chr19	-	42096081	42096243	42096081	42096195	42099526	42099618	808	0,2,1	0,0,0	0,0,0	2,3,1	147	99	1	1.0	NA,1.0,1.0	0.0,0.0,0.0	1.0
811	"ENSG00000076928.20"	"ARHGEF1"	chr19	+	41903655	41903784	41903706	41903784	41903306	41903407	811	0,0,4	2,6,8	1,0,0	1,2,0	150	99	1	1.0	0.0,0.0,0.248	0.398,0.0,NA	-0.116
812	"ENSG00000076928.20"	"ARHGEF1"	chr19	+	41905589	41905827	41905759	41905827	41905174	41905261	812	0,4,1	4,13,1	2,0,0	8,1,5	269	99	0.165854718123	1.0	0.0,0.102,0.269	0.084,0.0,0.0	0.096
835	"ENSG00000160410.15"	"SHKBP1"	chr19	+	40578096	40578212	40578153	40578212	40577556	40577630	835	0,2,0	0,0,1	0,0,0	1,0,0	156	99	1	1.0	NA,1.0,0.0	0.0,NA,NA	0.5
836	"ENSG00000160410.15"	"SHKBP1"	chr19	+	40578122	40578212	40578153	40578212	40577556	40577630	836	0,2,0	0,0,1	0,0,0	1,0,0	130	99	1	1.0	NA,1.0,0.0	0.0,NA,NA	0.5
851	"ENSG00000156504.17"	"PABIR2"	chrX	-	134785885	134785950	134785885	134785947	134787471	134787533	851	0,0,3	0,0,2	2,0,1	0,0,1	102	99	1	1.0	NA,NA,0.593	1.0,NA,0.493	-0.153
876	"ENSG00000198453.15"	"ZNF568"	chr19	+	36948686	36952734	36949511	36952734	36937146	36937242	876	0,0,1	0,0,0	0,0,0	1,0,0	924	99	1	1.0	NA,NA,1.0	0.0,NA,NA	1.0
892	"ENSG00000011600.12"	"TYROBP"	chr19	-	35907217	35907357	35907217	35907261	35907445	35907580	892	0,0,1	0,1,0	0,3,0	0,0,0	195	99	1	1.0	NA,0.0,1.0	NA,1.0,NA	-0.5
893	"ENSG00000011600.12"	"TYROBP"	chr19	-	35907217	35907357	35907217	35907264	35907445	35907580	893	0,0,1	0,1,1	0,3,0	0,0,0	192	99	1	1.0	NA,0.0,0.34	NA,1.0,NA	-0.83
894	"ENSG00000272333.8"	"KMT2B"	chr19	+	35719783	35721804	35719849	35721804	35719468	35719541	894	5,2,3	0,0,0	1,1,1	0,0,1	165	99	1	1.0	1.0,1.0,1.0	1.0,1.0,0.375	0.208
901	"ENSG00000272333.8"	"KMT2B"	chr19	+	35736591	35736827	35736689	35736827	35733762	35733872	901	0,1,0	3,1,3	0,0,0	3,0,1	197	99	1	1.0	0.0,0.334,0.0	0.0,NA,0.0	0.111
921	"ENSG00000012124.17"	"CD22"	chr19	+	35341342	35341606	35341525	35341606	35340880	35341138	921	0,3,1	0,0,0	2,0,0	0,0,1	282	99	1	1.0	NA,1.0,1.0	1.0,NA,0.0	0.5
936	"ENSG00000268362.6"	"ENSG00000268362"	chr19	+	24049404	24049548	24049409	24049548	24046183	24046279	936	1,0,4	0,0,0	0,0,2	1,0,0	104	99	1	1.0	1.0,NA,1.0	0.0,NA,1.0	0.5
943	"ENSG00000196268.12"	"ZNF493"	chr19	+	21405757	21405856	21405760	21405856	21405128	21405255	943	0,0,0	0,0,1	1,0,0	0,0,0	102	99	1	1.0	NA,NA,0.0	1.0,NA,NA	-1.0
946	"ENSG00000105726.17"	"ATP13A1"	chr19	-	19653968	19654144	19653968	19654074	19654542	19654700	946	0,1,1	5,5,1	2,1,0	3,0,3	169	99	0.413301334309	1.0	0.0,0.105,0.369	0.281,1.0,0.0	-0.269
948	"ENSG00000089639.11"	"GMIP"	chr19	-	19636706	19636796	19636706	19636787	19636916	19637029	948	0,6,2	0,0,1	1,2,0	0,0,2	108	99	1	1.0	NA,1.0,0.647	1.0,1.0,0.0	0.157
980	"ENSG00000099308.13"	"MAST3"	chr19	+	18121849	18121922	18121852	18121922	18121684	18121773	980	0,3,0	0,0,5	0,0,0	4,0,0	102	99	1	1.0	NA,1.0,0.0	0.0,NA,NA	0.5
999	"ENSG00000196684.12"	"HSH2D"	chr19	+	16153031	16153208	16153042	16153208	16152551	16152641	999	0,0,0	0,0,1	0,0,2	0,0,0	110	99	1	1.0	NA,NA,0.0	NA,NA,1.0	-1.0
1006	"ENSG00000011243.19"	"AKAP8L"	chr19	-	15397713	15398766	15397713	15397855	15399301	15399410	1006	0,5,7	0,0,3	6,0,2	0,0,0	1010	99	1	1.0	NA,1.0,0.186	1.0,NA,1.0	-0.407
1010	"ENSG00000011243.19"	"AKAP8L"	chr19	-	15397713	15399984	15397713	15399410	15400294	15400358	1010	0,0,9	0,0,1	3,0,7	2,0,0	673	99	1	1.0	NA,NA,0.57	0.181,NA,1.0	-0.021
1021	"ENSG00000187912.12"	"CLEC17A"	chr19	+	14599653	14599812	14599716	14599812	14597098	14597161	1021	0,2,0	0,1,0	0,0,0	1,0,0	162	99	1	1.0	NA,0.55,NA	0.0,NA,NA	0.55
1042	"ENSG00000123154.12"	"WDR83"	chr19	+	12670694	12670821	12670710	12670821	12670562	12670611	1042	1,0,0	0,0,0	0,0,0	0,0,1	115	99	1	1.0	1.0,NA,NA	NA,NA,0.0	1.0
1043	"ENSG00000104774.13"	"MAN2B1"	chr19	-	12652362	12652460	12652362	12652429	12655693	12655879	1043	11,8,12	0,0,1	0,5,1	0,0,0	130	99	1	1.0	1.0,1.0,0.901	NA,1.0,1.0	-0.033
1058	"ENSG00000129351.18"	"ILF3"	chr19	+	10683124	10683262	10683136	10683262	10682536	10682704	1058	0,5,0	1,2,4	3,0,0	4,0,1	111	99	1	1.0	0.0,0.69,0.0	0.401,NA,0.0	0.029
1060	"ENSG00000129353.15"	"SLC44A2"	chr19	+	10642896	10644557	10643278	10644557	10642366	10642451	1060	0,0,1	0,0,5	1,0,0	0,0,3	481	99	1	1.0	NA,NA,0.04	1.0,NA,0.0	-0.46
1067	"ENSG00000130811.12"	"EIF3G"	chr19	-	10119087	10119255	10119087	10119171	10119653	10119700	1067	0,0,1	3,1,0	0,0,0	3,0,4	183	99	1	1.0	0.0,0.0,1.0	0.0,NA,0.0	0.333
1070	"ENSG00000196605.7"	"ZNF846"	chr19	-	9763281	9763461	9763281	9763408	9764935	9765035	1070	0,0,0	0,0,2	0,0,1	0,0,0	152	99	1	1.0	NA,NA,0.0	NA,NA,1.0	-1.0
1089	"ENSG00000076944.18"	"STXBP2"	chr19	+	7646171	7646344	7646248	7646344	7645196	7645306	1089	0,0,1	1,2,0	0,0,0	0,0,2	176	99	1	1.0	0.0,0.0,1.0	NA,NA,0.0	0.333
1090	"ENSG00000229833.11"	"PET100"	chr19	+	7630753	7630846	7630822	7630846	7630572	7630659	1090	0,0,1	0,0,0	0,0,0	0,0,2	168	99	1	1.0	NA,NA,1.0	NA,NA,0.0	1.0
1102	"ENSG00000267740.5"	"ENSG00000267740"	chr19	-	5896452	5896650	5896452	5896575	5896904	5896997	1102	0,0,3	0,5,4	0,0,0	1,0,0	174	99	1	1.0	NA,0.0,0.299	0.0,NA,NA	0.149
1106	"ENSG00000160633.13"	"SAFB"	chr19	+	5661517	5661808	5661520	5661808	5657240	5657347	1106	0,1,0	0,0,0	0,1,0	0,2,3	102	99	1	1.0	NA,1.0,NA	NA,0.327,0.0	0.837
1150	"ENSG00000079313.15"	"REXO1"	chr19	-	1817218	1817458	1817218	1817329	1817706	1817780	1150	2,1,1	0,2,4	1,0,1	1,0,0	228	99	1	1.0	1.0,0.178,0.098	0.303,NA,1.0	-0.226
1172	"ENSG00000099622.14"	"CIRBP"	chr19	+	1270866	1271036	1270927	1271036	1269330	1269410	1172	1,1,1	2,6,3	0,0,2	1,2,5	160	99	0.299002711717	1.0	0.236,0.093,0.171	0.0,0.0,0.198	0.101
1181	"ENSG00000118046.17"	"STK11"	chr19	+	1223637	1226663	1226453	1226663	1222984	1223172	1181	0,5,0	0,0,3	1,2,0	0,0,0	2915	99	1	1.0	NA,1.0,0.0	1.0,1.0,NA	-0.5
1184	"ENSG00000167468.20"	"GPX4"	chr19	+	1106539	1106779	1106572	1106779	1106399	1106459	1184	0,4,1	1,0,0	1,1,6	0,0,0	132	99	1	1.0	0.0,1.0,1.0	1.0,1.0,1.0	-0.333
1186	"ENSG00000099817.12"	"POLR2E"	chr19	-	1090086	1090145	1090086	1090141	1090907	1090988	1186	0,3,1	0,0,2	2,0,2	0,0,0	103	99	1	1.0	NA,1.0,0.325	1.0,NA,1.0	-0.338
1212	"ENSG00000196628.20"	"TCF4"	chr18	-	55257314	55257391	55257314	55257388	55259948	55260027	1212	5,9,26	0,0,1	3,0,4	0,0,0	102	99	1	1.0	1.0,1.0,0.962	1.0,NA,1.0	-0.013
1214	"ENSG00000196628.20"	"TCF4"	chr18	-	55350873	55351003	55350873	55351000	55403453	55403518	1214	1,3,18	0,0,3	1,0,1	0,0,0	102	99	1	1.0	1.0,1.0,0.853	1.0,NA,1.0	-0.049
1231	"ENSG00000152223.16"	"EPG5"	chr18	-	45882273	45882487	45882273	45882431	45884616	45884811	1231	0,0,1	0,0,1	0,1,0	0,0,0	155	99	1	1.0	NA,NA,0.39	NA,1.0,NA	-0.61
1245	"ENSG00000172466.16"	"ZNF24"	chr18	-	35332226	35339073	35332226	35337770	35339828	35339976	1245	0,0,8	0,0,0	0,0,0	1,0,0	1402	99	1	1.0	NA,NA,1.0	0.0,NA,NA	1.0
1261	"ENSG00000154889.17"	"MPPE1"	chr18	-	11885675	11885912	11885675	11885816	11886498	11886621	1261	0,0,2	0,1,1	1,0,0	0,0,1	195	99	1	1.0	NA,0.0,0.504	1.0,NA,0.0	-0.248
1277	"ENSG00000082397.18"	"EPB41L3"	chr18	-	5419710	5419931	5419710	5419877	5423377	5423553	1277	0,0,1	0,0,0	0,0,0	0,0,2	153	99	1	1.0	NA,NA,1.0	NA,NA,0.0	1.0
1306	"ENSG00000185624.16"	"P4HB"	chr17	-	81846428	81847072	81846428	81846629	81847242	81847347	1306	5,7,10	6,0,0	3,0,8	0,0,0	542	99	1	1.0	0.132,1.0,1.0	1.0,NA,1.0	-0.289
1313	"ENSG00000185624.16"	"P4HB"	chr17	-	81855452	81855586	81855452	81855579	81859180	81859387	1313	5,3,5	0,1,0	0,1,0	0,0,0	106	99	1	1.0	1.0,0.737,1.0	NA,1.0,NA	-0.088
1315	"ENSG00000185624.16"	"P4HB"	chr17	-	81855452	81855688	81855452	81855586	81859180	81859387	1315	0,0,2	4,3,5	0,0,0	0,1,0	201	99	1	1.0	0.0,0.0,0.165	NA,0.0,NA	0.055
1323	"ENSG00000214087.9"	"ARL16"	chr17	-	81682033	81682675	81682033	81682149	81683012	81683126	1323	0,1,3	0,0,1	1,0,0	0,0,0	625	99	1	1.0	NA,1.0,0.322	1.0,NA,NA	-0.339
1325	"ENSG00000184009.13"	"ACTG1"	chr17	-	81511187	81511803	81511187	81511626	81511902	81512142	1325	0,1,3	7,9,7	1,0,6	2,0,2	276	99	1	1.0	0.0,0.038,0.133	0.152,NA,0.518	-0.278
1342	"ENSG00000055483.20"	"USP36"	chr17	-	78806155	78806320	78806155	78806286	78806958	78807636	1342	0,0,0	0,5,11	0,0,1	4,0,4	133	99	1	1.0	NA,0.0,0.0	0.0,NA,0.157	-0.079
1357	"ENSG00000078687.18"	"TNRC6C"	chr17	+	78077160	78077334	78077184	78077334	78075135	78075278	1357	0,0,0	0,2,0	1,0,0	0,0,0	123	99	1	1.0	NA,0.0,NA	1.0,NA,NA	-1.0
1365	"ENSG00000129667.13"	"RHBDF2"	chr17	-	76479732	76479941	76479732	76479854	76481374	76481545	1365	0,0,5	4,3,6	0,0,0	4,2,3	186	99	0.0746801564925	1.0	0.0,0.0,0.307	0.0,0.0,0.0	0.102
