ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
550	"ENSG00000188603.22"	"CLN3"	chr16	-	28487661	28487741	28488590	28488662	28487455	28487541	28489289	28489386	550	0,1,0	0,0,3	1,0,0	0,0,0	171	179	1	1.0	NA,1.0,0.0	1.0,NA,NA	-0.5
551	"ENSG00000188603.22"	"CLN3"	chr16	-	28487661	28487741	28489289	28489386	28487455	28487541	28491481	28491560	551	1,1,1	0,0,3	1,0,0	0,0,0	196	179	1	1.0	1.0,1.0,0.233	1.0,NA,NA	-0.256
570	"ENSG00000122390.19"	"NAA60"	chr16	+	3479470	3479600	3482501	3482598	3476221	3476337	3483362	3483597	570	1,2,2	0,0,0	0,0,0	0,0,2	198	196	1	1.0	1.0,1.0,1.0	NA,NA,0.0	1.0
571	"ENSG00000008517.19"	"IL32"	chr16	+	3067376	3067415	3067442	3067613	3065783	3065826	3067983	3068010	571	0,0,0	0,0,2	2,0,0	0,0,0	138	198	1	1.0	NA,NA,0.0	1.0,NA,NA	-1.0
592	"ENSG00000068305.19"	"MEF2A"	chr15	+	99671322	99671454	99671519	99671657	99645560	99645764	99674392	99674612	592	0,0,5	0,0,1	0,0,3	0,0,2	198	198	1	1.0	NA,NA,0.833	NA,NA,0.6	0.233
604	"ENSG00000099991.18"	"CABIN1"	chr22	+	24050824	24050974	24054872	24055159	24049090	24049220	24056191	24056360	604	0,6,2	0,1,1	1,0,1	0,0,0	198	198	1	1.0	NA,0.857,0.667	1.0,NA,1.0	-0.238
610	"ENSG00000140612.14"	"SEC11A"	chr15	-	84680712	84680832	84687624	84687774	84670724	84670782	84691534	84691644	610	0,0,0	0,0,1	0,0,3	1,0,4	198	198	1	1.0	NA,NA,0.0	0.0,NA,0.429	-0.214
617	"ENSG00000213614.11"	"HEXA"	chr15	-	72346526	72346710	72347685	72347758	72345445	72346325	72348047	72348134	617	1,0,0	3,0,0	0,0,0	2,0,0	172	198	1	1.0	0.277,NA,NA	0.0,NA,NA	0.277
619	"ENSG00000067225.21"	"PKM"	chr15	-	72202453	72202620	72203021	72203188	72200473	72200655	72206727	72206880	619	0,0,0	5,9,8	0,0,1	12,4,8	198	198	1	1.0	0.0,0.0,0.0	0.0,0.0,0.111	-0.037
629	"ENSG00000197535.16"	"MYO5A"	chr15	-	52353870	52354014	52359967	52360081	52353604	52353658	52364553	52364702	629	0,0,1	0,2,4	2,0,3	0,0,1	198	198	1	1.0	NA,0.0,0.2	1.0,NA,0.75	-0.775
651	"ENSG00000170113.16"	"NIPA1"	chr15	+	22813632	22813714	22814082	22814153	22812162	22812253	22820312	22820473	651	0,0,1	0,0,0	0,0,0	1,0,0	181	170	1	1.0	NA,NA,1.0	0.0,NA,NA	1.0
655	"ENSG00000290376.1"	"HERC2P3"	chr15	-	20466194	20466370	20483402	20483517	20462830	20463001	20505390	20505493	655	2,3,2	0,0,1	0,0,0	1,0,1	198	198	1	1.0	1.0,1.0,0.667	0.0,NA,0.0	0.889
657	"ENSG00000105669.14"	"COPE"	chr19	-	18906959	18907112	18910970	18911071	18905575	18905629	18912983	18913046	657	0,0,2	0,1,1	1,0,2	2,0,2	198	198	1	1.0	NA,0.0,0.667	0.333,NA,0.5	-0.083
659	"ENSG00000203485.14"	"INF2"	chr14	+	104706909	104707051	104707252	104708002	104706034	104706176	104708435	104708587	659	0,0,1	0,3,5	0,0,0	1,0,1	198	198	1	1.0	NA,0.0,0.167	0.0,NA,0.0	0.084
660	"ENSG00000203485.14"	"INF2"	chr14	+	104706909	104707051	104707847	104708002	104706034	104706176	104708435	104708587	660	0,0,1	0,3,5	0,0,0	1,0,1	198	198	1	1.0	NA,0.0,0.167	0.0,NA,0.0	0.084
661	"ENSG00000203485.14"	"INF2"	chr14	+	104710087	104710188	104710936	104711007	104709619	104709705	104711078	104711186	661	0,1,3	0,0,1	0,2,0	0,0,0	198	170	1	1.0	NA,1.0,0.72	NA,1.0,NA	-0.14
664	"ENSG00000075413.19"	"MARK3"	chr14	+	103428386	103428440	103448918	103448967	103405075	103405267	103451917	103451983	664	0,0,1	0,0,0	0,0,0	0,2,0	153	148	1	1.0	NA,NA,1.0	NA,0.0,NA	1.0
665	"ENSG00000075413.19"	"MARK3"	chr14	+	103428386	103428440	103451917	103451983	103405075	103405267	103457141	103457212	665	0,0,1	0,0,3	0,0,0	1,0,0	153	165	1	1.0	NA,NA,0.264	0.0,NA,NA	0.264
676	"ENSG00000075413.19"	"MARK3"	chr14	+	103448918	103448967	103451917	103451983	103428386	103428440	103457141	103457212	676	0,0,2	0,0,3	0,0,0	1,0,0	148	165	1	1.0	NA,NA,0.426	0.0,NA,NA	0.426
688	"ENSG00000131323.17"	"TRAF3"	chr14	+	102886188	102886269	102889559	102889634	102876357	102876525	102891324	102891417	688	1,0,5	0,3,1	0,1,1	1,0,0	180	174	0.1079621747	1.0	1.0,0.0,0.829	0.0,1.0,1.0	-0.057
750	"ENSG00000100591.8"	"AHSA1"	chr14	+	77462641	77462759	77468082	77468184	77462159	77462242	77469076	77469470	750	0,0,3	1,0,0	0,0,2	0,0,0	198	198	1	1.0	0.0,NA,1.0	NA,NA,1.0	-0.5
762	"ENSG00000072110.16"	"ACTN1"	chr14	-	68878457	68878523	68878988	68879069	68877081	68877240	68879961	68880108	762	1,0,0	0,0,2	2,0,4	0,0,0	180	165	1	1.0	1.0,NA,0.0	1.0,NA,1.0	-0.5
763	"ENSG00000072121.17"	"ZFYVE26"	chr14	-	67805453	67805618	67805901	67806018	67805216	67805305	67806544	67806675	763	0,0,0	0,2,7	2,0,0	5,0,2	198	198	1	1.0	NA,0.0,0.0	0.286,NA,0.0	-0.143
776	"ENSG00000065559.15"	"MAP2K4"	chr17	+	12054888	12054991	12081355	12081530	12020869	12021001	12095574	12095694	776	1,0,0	0,0,0	0,0,0	0,0,1	198	198	1	1.0	1.0,NA,NA	NA,NA,0.0	1.0
779	"ENSG00000112715.26"	"VEGFA"	chr6	+	43778459	43778536	43782010	43782087	43777468	43777665	43784540	43784562	779	2,0,0	0,0,0	0,2,0	1,0,0	176	176	1	1.0	1.0,NA,NA	0.0,1.0,NA	0.5
794	"ENSG00000204410.16"	"MSH5"	chr6	+	31761817	31761865	31761865	31761955	31761471	31761615	31762111	31762185	794	0,0,0	0,2,1	1,0,0	0,0,1	147	189	1	1.0	NA,0.0,0.0	1.0,NA,0.0	-0.5
802	"ENSG00000100292.18"	"HMOX1"	chr22	+	35386684	35387176	35389863	35389963	35383105	35383226	35393467	35394207	802	0,0,1	1,0,0	0,0,0	2,0,0	198	198	1	1.0	0.0,NA,1.0	0.0,NA,NA	0.5
811	"ENSG00000112685.14"	"EXOC2"	chr6	-	657162	657250	689138	689212	637700	637861	693018	693111	811	0,0,2	0,0,0	0,0,1	0,1,0	173	187	1	1.0	NA,NA,1.0	NA,0.0,1.0	0.5
815	"ENSG00000196923.14"	"PDLIM7"	chr5	-	177491403	177491420	177491806	177491925	177491009	177491146	177492404	177492435	815	2,0,1	0,0,0	0,0,0	0,0,2	198	116	1	1.0	1.0,NA,1.0	NA,NA,0.0	1.0
854	"ENSG00000173575.24"	"CHD2"	chr15	+	92929029	92929091	92937517	92937625	92927243	92927330	92939577	92939718	854	0,6,4	0,6,6	0,0,0	1,3,4	161	198	1	1.0	NA,0.552,0.451	0.0,0.0,0.0	0.502
855	"ENSG00000173575.24"	"CHD2"	chr15	+	92956458	92956649	92967324	92967513	92955422	92955512	92971764	92971927	855	0,0,10	0,2,7	1,0,0	0,0,0	198	198	1	1.0	NA,0.0,0.588	1.0,NA,NA	-0.706
856	"ENSG00000173575.24"	"CHD2"	chr15	+	92991346	92991430	92991475	92991517	92985497	92985673	92992858	92992998	856	0,0,1	3,4,10	0,0,0	2,0,1	183	141	1	1.0	0.0,0.0,0.072	0.0,NA,0.0	0.024
859	"ENSG00000070756.17"	"PABPC1"	chr8	-	100712361	100712457	100712651	100712789	100709458	100709731	100713086	100713181	859	14,21,64	3,5,16	22,3,16	6,0,2	198	195	0.324294662665	1.0	0.821,0.805,0.798	0.783,1.0,0.887	-0.082
863	"ENSG00000126091.21"	"ST3GAL3"	chr1	+	43838218	43838311	43894382	43894477	43814890	43814933	43898234	43898298	863	0,1,0	0,0,0	0,0,0	0,0,1	192	194	1	1.0	NA,1.0,NA	NA,NA,0.0	1.0
876	"ENSG00000081189.17"	"MEF2C"	chr5	-	88760987	88761125	88761184	88761328	88751856	88752043	88804597	88804801	876	0,5,6	2,0,0	0,0,2	0,0,0	198	198	1	1.0	0.0,1.0,1.0	NA,NA,1.0	-0.333
878	"ENSG00000113522.14"	"RAD50"	chr5	+	132591223	132591406	132591876	132592034	132589630	132589837	132594868	132595044	878	0,0,2	0,0,2	0,0,0	1,0,0	198	198	1	1.0	NA,NA,0.5	0.0,NA,NA	0.5
883	"ENSG00000168002.12"	"POLR2G"	chr11	+	62762541	62762866	62762866	62763026	62761794	62761904	62765181	62765232	883	0,0,1	0,0,2	0,0,0	0,0,2	198	198	1	1.0	NA,NA,0.333	NA,NA,0.0	0.333
887	"ENSG00000122008.16"	"POLK"	chr5	+	75590343	75590440	75593877	75594049	75587025	75587058	75596221	75597178	887	0,0,3	0,0,1	1,0,1	0,0,0	196	198	1	1.0	NA,NA,0.752	1.0,NA,1.0	-0.248
890	"ENSG00000138698.15"	"RAP1GDS1"	chr4	+	98343138	98343261	98352475	98352601	98293407	98293515	98391951	98392080	890	0,3,4	0,0,0	0,0,0	2,0,0	198	198	1	1.0	NA,1.0,1.0	0.0,NA,NA	1.0
893	"ENSG00000244627.6"	"TPTEP2"	chr22	-	38363053	38363104	38369985	38370045	38361380	38361560	38380369	38380423	893	0,0,0	0,0,2	3,0,0	0,0,0	159	150	1	1.0	NA,NA,0.0	1.0,NA,NA	-1.0
903	"ENSG00000151092.18"	"NGLY1"	chr3	-	25736003	25736149	25736308	25736400	25733871	25733982	25737333	25737455	903	0,1,0	0,1,3	0,0,0	1,0,0	191	198	1	1.0	NA,0.509,0.0	0.0,NA,NA	0.255
907	"ENSG00000141698.17"	"NT5C3B"	chr17	-	41828789	41828952	41830800	41830890	41827425	41827626	41832391	41832477	907	2,1,1	0,0,0	0,0,0	1,0,0	189	198	1	1.0	1.0,1.0,1.0	0.0,NA,NA	1.0
910	"ENSG00000125347.15"	"IRF1"	chr5	-	132485666	132485716	132486250	132486373	132484361	132484497	132486556	132486686	910	0,0,2	0,0,0	2,0,1	0,2,3	198	149	1	1.0	NA,NA,1.0	1.0,0.0,0.201	0.6
912	"ENSG00000132676.16"	"DAP3"	chr1	+	155717005	155717128	155721516	155721618	155709772	155709824	155725381	155725490	912	0,0,0	0,0,3	2,0,0	0,0,0	198	198	1	1.0	NA,NA,0.0	1.0,NA,NA	-1.0
913	"ENSG00000132676.16"	"DAP3"	chr1	+	155731943	155732033	155736945	155737063	155731355	155731415	155738156	155738529	913	0,1,3	0,0,1	0,0,1	0,0,1	189	198	1	1.0	NA,1.0,0.759	NA,NA,0.512	0.367
916	"ENSG00000198836.11"	"OPA1"	chr3	+	193615673	193615770	193617783	193617837	193614722	193615041	193618868	193618936	916	0,0,1	0,0,0	0,0,0	0,1,1	196	153	1	1.0	NA,NA,1.0	NA,0.0,0.0	1.0
917	"ENSG00000198836.11"	"OPA1"	chr3	+	193617177	193617285	193617783	193617837	193615673	193615770	193618868	193618936	917	0,1,1	0,0,0	0,0,0	0,0,1	198	153	1	1.0	NA,1.0,1.0	NA,NA,0.0	1.0
1016	"ENSG00000173039.20"	"RELA"	chr11	-	65660123	65660215	65661686	65661835	65659665	65659797	65661936	65662088	1016	0,0,0	0,2,0	0,0,1	1,0,0	198	191	1	1.0	NA,0.0,NA	0.0,NA,1.0	-0.5
1020	"ENSG00000047578.14"	"KATNIP"	chr16	+	27699533	27699599	27701588	27701695	27698327	27698500	27703895	27703998	1020	0,1,4	0,2,2	1,0,1	0,0,1	165	198	1	1.0	NA,0.375,0.706	1.0,NA,0.545	-0.232
1024	"ENSG00000170445.16"	"HARS1"	chr5	-	140677907	140678015	140683099	140683219	140677654	140677753	140690854	140690944	1024	1,1,0	0,1,1	0,1,1	0,0,0	198	198	1	1.0	1.0,0.5,0.0	NA,1.0,1.0	-0.5
1050	"ENSG00000198625.14"	"MDM4"	chr1	+	204526359	204526434	204537458	204537497	204525483	204525596	204538208	204538308	1050	0,1,4	0,1,0	0,0,1	0,0,0	174	138	1	1.0	NA,0.442,1.0	NA,NA,1.0	-0.279
