ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
630	"ENSG00000289720.1"	"ENSG00000289720"	chr20	+	34477771	34477906	34477771	34477860	34479629	34479789	630	0,0,1	0,1,1	0,0,0	2,0,0	145	99	1	1.0	NA,0.0,0.406	0.0,NA,NA	0.203
632	"ENSG00000104907.13"	"TRMT1"	chr19	-	13112895	13113011	13112908	13113011	13112704	13112817	632	0,0,3	0,0,0	0,0,0	0,0,1	112	99	1	1.0	NA,NA,1.0	NA,NA,0.0	1.0
637	"ENSG00000179218.15"	"CALR"	chr19	+	12940743	12940975	12940743	12940887	12943536	12943629	637	4,0,0	0,0,4	0,0,0	1,1,3	187	99	1	1.0	1.0,NA,0.0	0.0,0.0,0.0	0.5
638	"ENSG00000179115.11"	"FARSA"	chr19	-	12928534	12928663	12928572	12928663	12928341	12928457	638	0,1,4	0,0,2	3,1,1	0,0,0	137	99	1	1.0	NA,1.0,0.591	1.0,1.0,1.0	-0.205
639	"ENSG00000105607.13"	"GCDH"	chr19	+	12891486	12891660	12891486	12891522	12891830	12891974	639	0,2,1	1,1,0	4,1,0	0,0,0	198	99	1	1.0	0.0,0.5,1.0	1.0,1.0,NA	-0.5
646	"ENSG00000095059.17"	"DHPS"	chr19	-	12680149	12680325	12680160	12680325	12679800	12679922	646	0,0,1	0,0,0	0,0,0	1,0,0	110	99	1	1.0	NA,NA,1.0	0.0,NA,NA	1.0
648	"ENSG00000095059.17"	"DHPS"	chr19	-	12680160	12680325	12680195	12680325	12679800	12679922	648	0,0,0	0,0,3	1,0,0	0,0,0	134	99	1	1.0	NA,NA,0.0	1.0,NA,NA	-1.0
680	"ENSG00000167785.9"	"ZNF558"	chr19	-	8821441	8822091	8822002	8822091	8821179	8821306	680	0,2,0	0,0,0	0,0,1	0,4,0	198	99	1	1.0	NA,1.0,NA	NA,0.0,1.0	0.5
696	"ENSG00000130254.12"	"SAFB2"	chr19	-	5616127	5616335	5616131	5616335	5613464	5613527	696	0,1,1	1,0,4	2,0,0	0,0,0	103	99	1	1.0	0.0,1.0,0.194	1.0,NA,NA	-0.602
702	"ENSG00000133275.16"	"CSNK1G2"	chr19	+	1979494	1979643	1979494	1979618	1979751	1979835	702	3,9,10	0,0,2	6,1,2	0,0,2	124	99	0.711709369808	1.0	1.0,1.0,0.8	1.0,1.0,0.444	0.119
712	"ENSG00000064687.13"	"ABCA7"	chr19	+	1056906	1057429	1056906	1057084	1057914	1058059	712	4,0,7	0,1,1	2,0,1	0,0,0	198	99	1	1.0	1.0,0.0,0.778	1.0,NA,1.0	-0.407
728	"ENSG00000172175.16"	"MALT1"	chr18	+	58734306	58734566	58734306	58734381	58735201	58735329	728	0,1,0	0,0,1	0,0,0	2,0,0	198	99	1	1.0	NA,1.0,0.0	0.0,NA,NA	0.5
735	"ENSG00000196628.20"	"TCF4"	chr18	-	55232508	55232671	55232520	55232671	55228846	55229076	735	0,2,7	0,5,1	2,0,0	0,0,0	111	99	1	1.0	NA,0.263,0.862	1.0,NA,NA	-0.438
737	"ENSG00000196628.20"	"TCF4"	chr18	-	55586920	55587136	55587044	55587136	55585279	55585352	737	0,0,5	6,7,10	2,0,0	8,0,5	198	99	1	1.0	0.0,0.0,0.2	0.111,NA,0.0	0.011
753	"ENSG00000152234.16"	"ATP5F1A"	chr18	-	46094979	46095131	46095052	46095131	46091681	46091851	753	0,0,0	4,1,2	0,0,1	0,0,1	172	99	1	1.0	0.0,0.0,0.0	NA,NA,0.365	-0.365
777	"ENSG00000101745.17"	"ANKRD12"	chr18	+	9208656	9208803	9208656	9208797	9211583	9211784	777	0,6,11	0,0,0	2,1,2	0,0,6	105	99	1	1.0	NA,1.0,1.0	1.0,1.0,0.239	0.254
792	"ENSG00000141562.19"	"NARF"	chr17	+	82459991	82460323	82459991	82460072	82464286	82464430	792	0,0,1	0,0,0	0,0,0	3,0,0	198	99	1	1.0	NA,NA,1.0	0.0,NA,NA	1.0
796	"ENSG00000176155.21"	"CCDC57"	chr17	-	82188189	82188419	82188218	82188419	82183773	82183932	796	0,0,1	0,0,1	0,0,3	2,0,0	128	99	1	1.0	NA,NA,0.436	0.0,NA,1.0	-0.064
802	"ENSG00000169718.18"	"DUS1L"	chr17	-	82061556	82061721	82061617	82061721	82061208	82061353	802	0,0,0	1,3,5	1,0,0	0,0,1	160	99	1	1.0	0.0,0.0,0.0	1.0,NA,0.0	-0.5
815	"ENSG00000185624.16"	"P4HB"	chr17	-	81858494	81859387	81859180	81859387	81855452	81855586	815	1,1,0	4,3,5	0,0,0	0,1,0	198	99	1	1.0	0.111,0.143,0.0	NA,0.0,NA	0.085
817	"ENSG00000185624.16"	"P4HB"	chr17	-	81858934	81859387	81859180	81859387	81855452	81855586	817	1,1,0	4,3,5	0,0,0	0,1,0	198	99	1	1.0	0.111,0.143,0.0	NA,0.0,NA	0.085
825	"ENSG00000185504.17"	"FAAP100"	chr17	-	81551731	81552052	81551927	81552052	81550247	81551203	825	0,5,0	2,3,1	0,0,0	1,0,1	198	99	1	1.0	0.0,0.455,0.0	0.0,NA,0.0	0.152
831	"ENSG00000108679.13"	"LGALS3BP"	chr17	-	78976994	78977214	78977139	78977214	78975964	78976156	831	0,0,0	1,1,0	1,0,0	0,1,0	198	99	1	1.0	0.0,0.0,NA	1.0,0.0,NA	-0.5
834	"ENSG00000089685.15"	"BIRC5"	chr17	+	78215965	78216066	78215965	78216034	78216663	78216781	834	0,0,0	0,0,1	0,0,4	0,0,0	131	99	1	1.0	NA,NA,0.0	NA,NA,1.0	-1.0
845	"ENSG00000167895.16"	"TMC8"	chr17	+	78137234	78137358	78137234	78137323	78137716	78137814	845	0,0,3	0,0,0	0,0,0	0,1,1	134	99	1	1.0	NA,NA,1.0	NA,0.0,0.0	1.0
854	"ENSG00000266714.11"	"MYO15B"	chr17	+	75624542	75624688	75624542	75624639	75624770	75624916	854	0,0,1	0,2,8	0,0,0	0,0,2	148	99	1	1.0	NA,0.0,0.077	NA,NA,0.0	0.038
856	"ENSG00000177728.17"	"TMEM94"	chr17	+	75491302	75491467	75491302	75491455	75491690	75491900	856	0,0,4	0,2,0	0,0,0	0,0,1	111	99	1	1.0	NA,0.0,1.0	NA,NA,0.0	0.5
860	"ENSG00000125454.12"	"SLC25A19"	chr17	-	75288387	75288591	75288501	75288591	75286632	75286802	860	0,0,2	0,0,1	0,2,0	0,0,0	198	99	1	1.0	NA,NA,0.5	NA,1.0,NA	-0.5
862	"ENSG00000125458.7"	"NT5C"	chr17	-	75130964	75131105	75131044	75131105	75130752	75130867	862	2,0,1	0,2,0	0,0,1	0,0,0	179	99	1	1.0	1.0,0.0,1.0	NA,NA,1.0	-0.333
875	"ENSG00000291117.1"	"ENSG00000291117"	chr17	-	64787111	64787311	64787247	64787311	64786566	64786724	875	0,0,2	1,1,9	0,0,0	0,0,1	198	99	1	1.0	0.0,0.0,0.1	NA,NA,0.0	0.033
876	"ENSG00000258890.8"	"CEP95"	chr17	+	64530925	64531022	64530925	64531018	64531889	64532022	876	0,0,1	0,0,0	0,0,0	1,0,0	103	99	1	1.0	NA,NA,1.0	0.0,NA,NA	1.0
919	"ENSG00000108798.9"	"ABI3"	chr17	+	49216530	49216698	49216530	49216680	49217738	49217915	919	0,0,1	0,0,0	0,0,0	0,2,0	117	99	1	1.0	NA,NA,1.0	NA,0.0,NA	1.0
943	"ENSG00000225190.12"	"PLEKHM1"	chr17	-	45482432	45482525	45482436	45482525	45477899	45478147	943	0,0,2	2,5,5	0,0,0	1,0,0	103	99	1	1.0	0.0,0.0,0.278	0.0,NA,NA	0.093
973	"ENSG00000131462.9"	"TUBG1"	chr17	+	42613848	42614136	42613848	42613998	42614259	42614412	973	0,0,1	0,3,1	0,0,0	2,0,0	198	99	1	1.0	NA,0.0,0.333	0.0,NA,NA	0.167
985	"ENSG00000168259.17"	"DNAJC7"	chr17	-	42016586	42017151	42017039	42017151	42000481	42000570	985	0,0,2	0,0,0	0,0,0	0,0,2	198	99	1	1.0	NA,NA,1.0	NA,NA,0.0	1.0
986	"ENSG00000168259.17"	"DNAJC7"	chr17	-	42016586	42017151	42017051	42017151	42000481	42000570	986	0,0,2	0,3,0	0,0,0	0,0,1	198	99	1	1.0	NA,0.0,1.0	NA,NA,0.0	0.5
987	"ENSG00000168259.17"	"DNAJC7"	chr17	-	42017039	42017151	42017051	42017151	42000481	42000570	987	0,0,0	0,3,0	0,0,2	0,0,1	111	99	1	1.0	NA,0.0,NA	NA,NA,0.641	-0.641
994	"ENSG00000131748.16"	"STARD3"	chr17	+	39657774	39657852	39657774	39657839	39657972	39658026	994	0,0,2	0,0,1	0,1,0	0,0,0	112	99	1	1.0	NA,NA,0.639	NA,1.0,NA	-0.361
1030	"ENSG00000130175.10"	"PRKCSH"	chr19	+	11447438	11447618	11447438	11447597	11447692	11447789	1030	0,3,2	0,0,1	2,0,0	0,0,0	120	99	1	1.0	NA,1.0,0.623	1.0,NA,NA	-0.189
1064	"ENSG00000175061.20"	"SNHG29"	chr17	+	16439326	16439703	16439326	16439414	16440184	16440253	1064	0,8,1	6,0,9	1,1,1	1,2,2	198	99	0.466347587451	1.0	0.0,1.0,0.053	0.333,0.2,0.2	0.107
1067	"ENSG00000011295.16"	"TTC19"	chr17	+	16000117	16000382	16000117	16000245	16001914	16002025	1067	0,2,1	0,3,0	0,0,2	0,0,2	198	99	1	1.0	NA,0.25,1.0	NA,NA,0.333	0.292
1083	"ENSG00000178971.17"	"CTC1"	chr17	-	8228726	8229446	8229301	8229446	8228502	8228629	1083	0,0,3	0,0,0	0,0,1	2,0,0	198	99	1	1.0	NA,NA,1.0	0.0,NA,1.0	0.5
1120	"ENSG00000091592.17"	"NLRP1"	chr17	-	5583686	5584496	5584292	5584496	5582669	5582846	1120	0,4,0	0,1,0	2,0,0	0,0,0	198	99	1	1.0	NA,0.667,NA	1.0,NA,NA	-0.333
1146	"ENSG00000108953.17"	"YWHAE"	chr17	-	1361901	1362008	1361929	1362008	1361091	1361298	1146	1,0,7	0,0,1	5,0,1	0,0,0	127	99	1	1.0	1.0,NA,0.845	1.0,NA,1.0	-0.078
1160	"ENSG00000158805.12"	"ZNF276"	chr16	+	89727278	89727357	89727278	89727325	89729234	89729318	1160	1,8,2	1,4,7	1,0,0	2,0,2	131	99	1	1.0	0.43,0.602,0.178	0.274,NA,0.0	0.266
1161	"ENSG00000185324.22"	"CDK10"	chr16	+	89689251	89689324	89689251	89689306	89690552	89690624	1161	0,3,4	1,0,0	0,0,2	0,0,0	117	99	1	1.0	0.0,1.0,1.0	NA,NA,1.0	-0.333
1170	"ENSG00000104731.14"	"KLHDC4"	chr16	-	87756398	87756477	87756421	87756477	87755193	87755292	1170	0,1,2	0,0,0	0,0,0	0,6,0	122	99	1	1.0	NA,1.0,1.0	NA,0.0,NA	1.0
1189	"ENSG00000185359.14"	"HGS"	chr17	+	81696356	81696531	81696356	81696529	81696606	81696747	1189	0,1,0	0,0,0	1,1,0	0,0,3	101	99	1	1.0	NA,1.0,NA	1.0,1.0,0.0	0.333
1212	"ENSG00000103056.12"	"SMPD3"	chr16	-	68363776	68363866	68363800	68363866	68363495	68363559	1212	4,6,3	0,1,2	3,1,22	0,0,0	123	99	0.58518465202	1.0	1.0,0.828,0.547	1.0,1.0,1.0	-0.208
1224	"ENSG00000168676.11"	"KCTD19"	chr16	-	67295262	67296259	67296158	67296259	67294972	67295056	1224	0,0,1	0,0,1	0,0,1	0,0,0	198	99	1	1.0	NA,NA,0.333	NA,NA,1.0	-0.667
1233	"ENSG00000172831.14"	"CES2"	chr16	+	66942647	66942785	66942647	66942737	66943298	66943371	1233	0,2,2	1,0,0	2,0,0	0,0,0	147	99	1	1.0	0.0,1.0,1.0	1.0,NA,NA	-0.333
1245	"ENSG00000140853.17"	"NLRC5"	chr16	+	57028071	57028203	57028071	57028155	57028301	57028385	1245	0,1,0	5,2,0	1,0,0	1,0,0	147	99	1	1.0	0.0,0.252,NA	0.402,NA,NA	-0.276
1247	"ENSG00000070915.10"	"SLC12A3"	chr16	+	56892082	56892160	56892082	56892133	56892952	56893054	1247	0,0,0	1,1,1	0,0,1	2,0,2	126	99	1	1.0	0.0,0.0,0.0	0.0,NA,0.282	-0.141
1248	"ENSG00000187193.9"	"MT1X"	chr16	+	56683164	56683386	56683164	56683230	56683957	56684196	1248	0,0,1	2,2,1	0,0,0	0,0,1	198	99	1	1.0	0.0,0.0,0.333	NA,NA,0.0	0.111
1287	"ENSG00000290927.1"	"ENSG00000290927"	chr16	+	31703155	31703367	31703155	31703363	31704219	31704390	1287	0,0,2	0,0,1	2,0,1	1,0,0	103	99	1	1.0	NA,NA,0.658	0.658,NA,1.0	-0.171
1297	"ENSG00000196839.14"	"ADA"	chr20	-	44623006	44623078	44623033	44623078	44622828	44622930	1297	0,0,1	0,0,2	0,0,0	0,0,2	126	99	1	1.0	NA,NA,0.282	NA,NA,0.0	0.282
1302	"ENSG00000180096.13"	"SEPTIN1"	chr16	-	30379765	30380033	30379931	30380033	30379434	30379534	1302	1,1,3	0,1,1	0,0,1	1,2,0	198	99	0.00027308145013	0.16139113702683	1.0,0.333,0.6	0.0,0.0,1.0	0.311
1318	"ENSG00000168488.19"	"ATXN2L"	chr16	+	28835932	28836485	28835932	28836122	28836727	28837237	1318	1,0,3	0,0,1	0,2,0	0,0,0	198	99	1	1.0	1.0,NA,0.6	NA,1.0,NA	-0.2
1322	"ENSG00000188603.22"	"CLN3"	chr16	-	28491481	28491835	28491713	28491835	28489289	28489386	1322	1,1,1	0,0,0	2,0,0	5,0,0	198	99	1	1.0	1.0,1.0,1.0	0.167,NA,NA	0.833
1330	"ENSG00000103365.15"	"GGA2"	chr16	-	23495688	23495778	23495693	23495778	23494302	23494378	1330	0,0,1	0,2,0	0,0,0	2,0,0	104	99	1	1.0	NA,0.0,1.0	0.0,NA,NA	0.5
1331	"ENSG00000243716.12"	"NPIPB5"	chr16	+	22513521	22513610	22513521	22513600	22513763	22513921	1331	0,0,1	0,0,2	0,0,2	0,0,0	109	99	1	1.0	NA,NA,0.312	NA,NA,1.0	-0.688
1384	"ENSG00000260565.9"	"ERVK13-1"	chr16	-	2671023	2672570	2671344	2672570	2669410	2669561	1384	0,1,1	0,1,0	0,0,1	0,0,0	198	99	1	1.0	NA,0.333,1.0	NA,NA,1.0	-0.334
1408	"ENSG00000167962.15"	"ZNF598"	chr16	-	2001582	2001700	2001591	2001700	2001003	2001191	1408	1,0,1	0,0,0	0,0,0	1,0,0	108	99	1	1.0	1.0,NA,1.0	0.0,NA,NA	1.0
1418	"ENSG00000141503.17"	"MINK1"	chr17	+	4886450	4886626	4886450	4886617	4887109	4887179	1418	0,0,1	0,0,1	0,1,0	0,0,0	108	99	1	1.0	NA,NA,0.478	NA,1.0,NA	-0.522
1419	"ENSG00000103227.19"	"LMF1"	chr16	-	934189	934254	934243	934254	910930	911079	1419	0,0,1	0,2,0	0,0,0	0,0,2	153	99	1	1.0	NA,0.0,1.0	NA,NA,0.0	0.5
1425	"ENSG00000103266.11"	"STUB1"	chr16	+	681792	681903	681792	681880	682019	682076	1425	0,0,1	0,3,0	0,0,0	1,0,1	122	99	1	1.0	NA,0.0,1.0	0.0,NA,0.0	0.5
1468	"ENSG00000140598.16"	"EFL1"	chr15	-	82151450	82152423	82151464	82152423	82138657	82138842	1468	0,0,0	2,0,0	0,0,4	0,0,0	113	99	1	1.0	0.0,NA,NA	NA,NA,1.0	-1.0
1495	"ENSG00000213614.11"	"HEXA"	chr15	-	72353067	72355624	72355558	72355624	72351132	72351234	1495	0,4,4	0,0,1	1,0,0	0,0,0	198	99	1	1.0	NA,1.0,0.667	1.0,NA,NA	-0.166
1498	"ENSG00000137817.17"	"PARP6"	chr15	-	72265269	72265473	72265412	72265473	72265080	72265171	1498	0,1,0	0,1,6	0,0,0	1,4,0	198	99	1	1.0	NA,0.333,0.0	0.0,0.0,NA	0.167
1510	"ENSG00000140332.18"	"TLE3"	chr15	-	70074502	70074607	70074532	70074607	70066013	70066218	1510	0,0,1	0,0,2	0,0,0	2,0,0	129	99	1	1.0	NA,NA,0.277	0.0,NA,NA	0.277
1529	"ENSG00000047346.13"	"ATOSA"	chr15	-	52587055	52587219	52587150	52587219	52584744	52584944	1529	0,0,3	0,0,2	0,0,0	0,2,0	194	99	1	1.0	NA,NA,0.434	NA,0.0,NA	0.434
1536	"ENSG00000138592.14"	"USP8"	chr15	+	50424381	50424654	50424381	50424514	50439008	50439177	1536	0,0,1	0,0,0	2,2,0	0,1,1	198	99	1	1.0	NA,NA,1.0	1.0,0.5,0.0	0.5
1551	"ENSG00000104133.16"	"SPG11"	chr15	-	44596059	44596355	44596082	44596355	44595258	44595459	1551	0,0,0	0,2,1	1,0,0	2,0,1	122	99	1	1.0	NA,0.0,0.0	0.289,NA,0.0	-0.144
1561	"ENSG00000166946.14"	"CCNDBP1"	chr15	+	43185819	43186233	43185819	43185879	43189198	43189280	1561	0,1,1	0,0,0	0,0,1	1,0,0	198	99	1	1.0	NA,1.0,1.0	0.0,NA,1.0	0.5
1616	"ENSG00000226777.9"	"FAM30A"	chr14	+	105921062	105921258	105921062	105921248	105922198	105922344	1616	0,1,0	0,0,0	0,0,0	3,0,0	109	99	1	1.0	NA,1.0,NA	0.0,NA,NA	1.0
1671	"ENSG00000133943.21"	"DGLUCY"	chr14	+	91170002	91170201	91170002	91170186	91173288	91173439	1671	0,1,0	0,2,0	1,0,0	0,0,1	114	99	1	1.0	NA,0.303,NA	1.0,NA,0.0	-0.197
