ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
155	"ENSG00000215301.11"	"DDX3X"	chrX	+	41337407	41339083	41337407	41337465	41339038	41339083	155	0,1,14	0,0,1	1,0,1	0,0,0	1672	99	1	1.0	NA,1.0,0.453	1.0,NA,1.0	-0.273
156	"ENSG00000215301.11"	"DDX3X"	chrX	+	41341483	41342653	41341483	41341616	41342494	41342653	156	0,2,6	0,3,5	0,0,0	3,2,0	977	99	1	1.0	NA,0.063,0.108	0.0,0.0,NA	0.085
157	"ENSG00000215301.11"	"DDX3X"	chrX	+	41342494	41342836	41342494	41342653	41342736	41342836	157	0,2,8	0,0,4	0,0,0	0,1,0	182	99	1	1.0	NA,1.0,0.521	NA,0.0,NA	0.76
158	"ENSG00000215301.11"	"DDX3X"	chrX	+	41343215	41344128	41343215	41343351	41343736	41344128	158	0,0,2	0,3,4	0,0,2	1,2,2	484	99	1	1.0	NA,0.0,0.093	0.0,0.0,0.17	-0.01
160	"ENSG00000215301.11"	"DDX3X"	chrX	+	41343736	41344128	41343736	41343822	41344029	41344128	160	0,1,3	0,2,6	0,1,3	4,0,4	306	99	1	1.0	NA,0.139,0.139	0.0,1.0,0.195	-0.259
161	"ENSG00000215301.11"	"DDX3X"	chrX	+	41345179	41345548	41345179	41345324	41345403	41345548	161	0,0,2	0,4,2	0,0,0	1,0,2	178	99	1	1.0	NA,0.0,0.357	0.0,NA,0.0	0.178
164	"ENSG00000215301.11"	"DDX3X"	chrX	+	41346858	41347451	41346858	41347012	41347311	41347451	164	0,0,2	0,1,4	0,0,2	0,0,1	398	99	1	1.0	NA,0.0,0.111	NA,NA,0.332	-0.277
165	"ENSG00000215301.11"	"DDX3X"	chrX	+	41346858	41347451	41346858	41347012	41347314	41347451	165	0,0,2	0,1,3	0,0,2	1,0,1	401	99	1	1.0	NA,0.0,0.141	0.0,NA,0.331	-0.095
166	"ENSG00000215301.11"	"DDX3X"	chrX	+	41347311	41349886	41347311	41347451	41347639	41349886	166	0,0,1	0,1,1	0,0,2	0,1,2	287	99	1	1.0	NA,0.0,0.256	NA,0.0,0.256	0.0
168	"ENSG00000156313.15"	"RPGR"	chrX	-	38287093	38288041	38287093	38287245	38287860	38288041	168	0,0,1	0,0,2	0,0,0	0,0,1	714	99	1	1.0	NA,NA,0.065	NA,NA,0.0	0.065
180	"ENSG00000046651.16"	"OFD1"	chrX	+	13753367	13755242	13753367	13753441	13755150	13755242	180	0,3,7	0,0,7	0,2,2	1,0,0	1808	99	1	1.0	NA,1.0,0.052	0.0,1.0,1.0	-0.141
181	"ENSG00000046651.16"	"OFD1"	chrX	+	13757659	13760720	13757659	13757790	13758336	13760720	181	1,2,5	1,3,5	0,0,2	0,0,1	645	99	1	1.0	0.133,0.093,0.133	NA,NA,0.235	-0.115
183	"ENSG00000046651.16"	"OFD1"	chrX	+	13758336	13760720	13758336	13758448	13760114	13760720	183	0,1,8	0,2,7	2,4,0	1,0,0	1765	99	1	1.0	NA,0.027,0.06	0.101,1.0,NA	-0.507
184	"ENSG00000046651.16"	"OFD1"	chrX	+	13767126	13768224	13767126	13767284	13768053	13768224	184	2,0,6	1,3,10	1,0,0	2,0,0	868	99	1	1.0	0.186,0.0,0.064	0.054,NA,NA	0.029
190	"ENSG00000102125.17"	"TAFAZZIN"	chrX	+	154419542	154419746	154419542	154419623	154419704	154419746	190	1,0,0	0,0,0	0,0,0	1,0,0	180	99	1	1.0	1.0,NA,NA	0.0,NA,NA	1.0
192	"ENSG00000102125.17"	"TAFAZZIN"	chrX	+	154419542	154420094	154419542	154419746	154420031	154420094	192	0,0,0	1,0,0	1,0,0	0,0,0	384	99	1	1.0	0.0,NA,NA	1.0,NA,NA	-1.0
193	"ENSG00000102125.17"	"TAFAZZIN"	chrX	+	154420031	154420264	154420031	154420094	154420211	154420264	193	0,0,1	1,1,1	0,0,0	1,0,0	216	99	1	1.0	0.0,0.0,0.314	0.0,NA,NA	0.105
197	"ENSG00000005302.19"	"MSL3"	chrX	+	11763779	11765729	11763779	11763938	11765466	11765729	197	6,7,25	0,0,1	4,0,5	0,0,0	1627	99	1	1.0	1.0,1.0,0.603	1.0,NA,1.0	-0.132
200	"ENSG00000005302.19"	"MSL3"	chrX	+	11763779	11768682	11763779	11765729	11768572	11768682	200	1,3,21	0,0,1	4,1,2	0,0,0	2942	99	1	1.0	1.0,1.0,0.414	1.0,1.0,1.0	-0.195
208	"ENSG00000100288.20"	"CHKB"	chr22	-	50580189	50580416	50580189	50580271	50580357	50580416	208	0,4,5	0,0,6	1,0,2	0,0,2	185	99	1	1.0	NA,1.0,0.308	1.0,NA,0.349	-0.02
209	"ENSG00000100288.20"	"CHKB"	chr22	-	50581748	50582357	50581748	50581862	50582248	50582357	209	1,4,6	1,0,2	1,0,2	0,0,0	485	99	1	1.0	0.17,1.0,0.38	1.0,NA,1.0	-0.483
210	"ENSG00000205560.13"	"CPT1B"	chr22	-	50571157	50571539	50571157	50571292	50571374	50571539	210	0,2,2	2,1,0	0,0,0	1,0,0	181	99	1	1.0	0.0,0.522,1.0	0.0,NA,NA	0.507
211	"ENSG00000025708.14"	"TYMP"	chr22	-	50526000	50526476	50526000	50526141	50526245	50526476	211	1,3,0	0,0,0	1,1,1	0,0,2	203	99	1	1.0	1.0,1.0,NA	1.0,1.0,0.196	0.268
227	"ENSG00000100412.17"	"ACO2"	chr22	+	41527287	41528022	41527287	41527420	41527900	41528022	227	1,0,0	2,0,0	0,0,0	3,0,0	579	99	1	1.0	0.079,NA,NA	0.0,NA,NA	0.079
229	"ENSG00000100395.15"	"L3MBTL2"	chr22	+	41227088	41227869	41227088	41227323	41227803	41227869	229	0,2,2	0,0,0	0,2,1	1,3,1	579	99	1	1.0	NA,1.0,1.0	0.0,0.102,0.146	0.917
230	"ENSG00000100359.21"	"SGSM3"	chr22	+	40407016	40407328	40407016	40407071	40407200	40407328	230	0,2,1	1,10,7	1,1,0	2,0,0	228	99	1	1.0	0.0,0.08,0.058	0.178,1.0,NA	-0.543
231	"ENSG00000100359.21"	"SGSM3"	chr22	+	40407016	40407568	40407016	40407328	40407412	40407568	231	0,4,3	0,5,6	0,0,2	0,0,4	183	99	1	1.0	NA,0.302,0.213	NA,NA,0.213	0.045
232	"ENSG00000100359.21"	"SGSM3"	chr22	+	40408793	40409372	40408793	40408842	40408932	40409372	232	0,1,0	0,1,6	0,2,0	0,0,0	189	99	1	1.0	NA,0.344,0.0	NA,1.0,NA	-0.828
235	"ENSG00000239900.14"	"ADSL"	chr22	+	40349831	40353117	40349831	40350035	40353072	40353117	235	1,13,3	0,0,3	3,2,7	0,0,1	3136	99	0.0473345010739	1.0	1.0,1.0,0.031	1.0,1.0,0.181	-0.05
236	"ENSG00000239900.14"	"ADSL"	chr22	+	40358863	40359306	40358863	40359035	40359259	40359306	236	0,0,0	0,0,1	0,2,0	2,0,0	323	99	1	1.0	NA,NA,0.0	0.0,1.0,NA	-0.5
238	"ENSG00000239900.14"	"ADSL"	chr22	+	40360401	40361342	40360401	40360492	40361272	40361342	238	0,0,3	0,1,0	0,0,2	0,0,0	879	99	1	1.0	NA,0.0,1.0	NA,NA,1.0	-0.5
240	"ENSG00000239900.14"	"ADSL"	chr22	+	40361487	40363071	40361487	40361635	40362980	40363071	240	2,4,4	0,0,4	1,0,3	0,0,1	1444	99	1	1.0	1.0,1.0,0.064	1.0,NA,0.171	0.103
245	"ENSG00000100242.16"	"SUN2"	chr22	-	38740266	38741050	38740266	38740432	38741006	38741050	245	3,3,4	0,1,0	1,0,3	0,0,0	673	99	1	1.0	1.0,0.306,1.0	1.0,NA,1.0	-0.231
247	"ENSG00000100055.21"	"CYTH4"	chr22	+	37311455	37312174	37311455	37311527	37312019	37312174	247	3,2,18	1,6,4	0,0,1	1,0,0	591	99	1	1.0	0.334,0.053,0.43	0.0,NA,1.0	-0.228
248	"ENSG00000100365.16"	"NCF4"	chr22	+	36875652	36876094	36875652	36875783	36876028	36876094	248	0,1,3	1,0,1	0,0,0	0,0,1	344	99	1	1.0	0.0,1.0,0.463	NA,NA,0.0	0.488
252	"ENSG00000100345.23"	"MYH9"	chr22	-	36319539	36320363	36319539	36319635	36320219	36320363	252	12,6,18	1,4,4	2,5,1	4,0,0	683	99	0.644065984083	1.0	0.635,0.179,0.395	0.068,1.0,1.0	-0.286
253	"ENSG00000100345.23"	"MYH9"	chr22	-	36320219	36320896	36320219	36320363	36320797	36320896	253	8,5,23	0,3,8	2,5,1	0,0,1	533	99	0.000827755666943	0.08159305859866714	1.0,0.236,0.348	1.0,1.0,0.157	-0.191
261	"ENSG00000198089.16"	"SFI1"	chr22	+	31604868	31606430	31604868	31604945	31606327	31606430	261	0,1,3	2,0,1	0,0,1	1,0,0	1481	99	1	1.0	0.0,1.0,0.167	0.0,NA,1.0	-0.111
266	"ENSG00000198832.11"	"SELENOM"	chr22	-	31105929	31107533	31105929	31105965	31107376	31107533	266	0,0,1	0,0,1	0,0,1	0,0,0	1510	99	1	1.0	NA,NA,0.062	NA,NA,1.0	-0.938
270	"ENSG00000100325.15"	"ASCC2"	chr22	-	29793359	29793676	29793359	29793490	29793576	29793676	270	0,1,0	0,0,2	0,0,0	0,0,1	185	99	1	1.0	NA,1.0,0.0	NA,NA,0.0	0.5
282	"ENSG00000100038.20"	"TOP3B"	chr22	-	21957026	21958693	21957026	21957595	21958491	21958693	282	2,0,5	2,0,1	2,0,0	0,0,0	995	99	1	1.0	0.09,NA,0.332	1.0,NA,NA	-0.789
283	"ENSG00000100038.20"	"TOP3B"	chr22	-	21959131	21959736	21959131	21959232	21959586	21959736	283	0,0,3	0,1,5	2,0,1	0,0,2	453	99	1	1.0	NA,0.0,0.116	1.0,NA,0.099	-0.491
284	"ENSG00000100038.20"	"TOP3B"	chr22	-	21962428	21962893	21962428	21962602	21962746	21962893	284	0,0,2	1,2,2	2,0,1	4,2,3	243	99	0.604852443333	1.0	0.0,0.0,0.289	0.169,0.0,0.12	-0.0
302	"ENSG00000099949.22"	"LZTR1"	chr22	+	20996695	20996966	20996695	20996801	20996885	20996966	302	0,0,5	0,0,3	1,0,0	2,1,0	183	99	1	1.0	NA,NA,0.474	0.213,0.0,NA	0.367
316	"ENSG00000177663.15"	"IL17RA"	chr22	+	17101995	17102302	17101995	17102043	17102138	17102302	316	0,1,3	0,5,5	2,0,0	2,0,0	194	99	1	1.0	NA,0.093,0.234	0.338,NA,NA	-0.175
330	"ENSG00000160201.12"	"U2AF1"	chr21	-	43092955	43094563	43092955	43093249	43094470	43094563	330	0,0,1	0,0,0	0,0,0	0,4,0	1320	99	1	1.0	NA,NA,1.0	NA,0.0,NA	1.0
331	"ENSG00000160201.12"	"U2AF1"	chr21	-	43100452	43104402	43100452	43100519	43104314	43104402	331	0,1,4	0,0,0	0,0,0	4,0,0	3894	99	1	1.0	NA,1.0,1.0	0.0,NA,NA	1.0
334	"ENSG00000157601.15"	"MX1"	chr21	+	41441715	41443866	41441715	41441914	41443787	41443866	334	0,0,13	1,4,3	12,2,17	14,0,23	1972	99	0.86972986038	1.0	0.0,0.0,0.179	0.041,1.0,0.036	-0.299
335	"ENSG00000157601.15"	"MX1"	chr21	+	41445999	41449295	41445999	41446141	41449136	41449295	335	4,1,11	0,0,2	49,12,48	2,0,7	3094	99	0.374800906139	1.0	1.0,1.0,0.15	0.439,1.0,0.18	0.177
338	"ENSG00000182093.16"	"GET1"	chr21	+	39405913	39406731	39405913	39406058	39406561	39406731	338	0,0,1	0,0,0	0,0,0	0,0,2	602	99	1	1.0	NA,NA,1.0	NA,NA,0.0	1.0
342	"ENSG00000205581.11"	"HMGN1"	chr21	-	39345145	39348339	39345145	39345274	39348291	39348339	342	0,4,15	0,2,2	0,0,3	0,0,0	3116	99	1	1.0	NA,0.06,0.192	NA,NA,1.0	-0.874
343	"ENSG00000205581.11"	"HMGN1"	chr21	-	39348421	39348577	39348421	39348451	39348544	39348577	343	1,1,2	1,16,4	2,0,2	2,0,3	192	99	1	1.0	0.34,0.031,0.205	0.34,NA,0.256	-0.106
344	"ENSG00000157538.14"	"VPS26C"	chr21	-	37223419	37227806	37223419	37225626	37227653	37227806	344	0,0,2	0,0,0	0,0,0	1,0,0	2126	99	1	1.0	NA,NA,1.0	0.0,NA,NA	1.0
350	"ENSG00000159110.22"	"IFNAR2"	chr21	+	33252661	33260727	33252661	33252830	33260596	33260727	350	2,4,83	0,0,2	3,0,1	0,0,0	7865	99	1	1.0	1.0,1.0,0.343	1.0,NA,1.0	-0.219
378	"ENSG00000101160.15"	"CTSZ"	chr20	-	58996638	58997753	58996638	58996801	58997602	58997753	378	0,10,10	2,3,2	2,0,0	0,0,0	900	99	1	1.0	0.0,0.268,0.355	1.0,NA,NA	-0.792
384	"ENSG00000124126.14"	"PREX1"	chr20	-	48632276	48632639	48632276	48632391	48632495	48632639	384	1,9,9	0,2,0	0,0,1	3,0,0	203	99	1	1.0	1.0,0.687,1.0	0.0,NA,1.0	0.396
385	"ENSG00000080189.15"	"SLC35C2"	chr20	-	46349527	46350890	46349527	46350524	46350760	46350890	385	0,1,0	0,0,2	2,0,1	0,0,0	335	99	1	1.0	NA,1.0,0.0	1.0,NA,1.0	-0.5
395	"ENSG00000166913.13"	"YWHAB"	chr20	+	44901530	44904116	44901530	44901833	44903992	44904116	395	0,1,9	6,4,5	0,0,1	0,0,2	2258	99	1	1.0	0.0,0.011,0.073	NA,NA,0.021	0.007
400	"ENSG00000185513.18"	"L3MBTL1"	chr20	+	43528656	43529368	43528656	43528745	43529263	43529368	400	0,0,2	2,0,1	1,0,0	0,0,0	617	99	1	1.0	0.0,NA,0.243	1.0,NA,NA	-0.879
404	"ENSG00000185513.18"	"L3MBTL1"	chr20	+	43534283	43534942	43534283	43534394	43534827	43534942	404	0,0,0	0,0,1	0,0,1	0,0,1	532	99	1	1.0	NA,NA,0.0	NA,NA,0.157	-0.157
412	"ENSG00000196756.15"	"SNHG17"	chr20	-	38421005	38422241	38421005	38421098	38422086	38422241	412	1,0,7	0,0,1	2,0,0	0,0,0	1087	99	1	1.0	1.0,NA,0.389	1.0,NA,NA	-0.305
421	"ENSG00000131051.24"	"RBM39"	chr20	-	35704667	35705330	35704667	35704746	35705224	35705330	421	4,0,6	1,5,8	0,0,0	6,0,1	577	99	1	1.0	0.407,0.0,0.114	0.0,NA,0.0	0.174
422	"ENSG00000131051.24"	"RBM39"	chr20	-	35738967	35740887	35738967	35739017	35740823	35740887	422	0,5,72	0,1,3	4,0,4	0,1,0	1905	99	1	1.0	NA,0.206,0.555	1.0,0.0,1.0	-0.286
425	"ENSG00000214078.13"	"CPNE1"	chr20	-	35626043	35626803	35626043	35626381	35626566	35626803	425	0,6,3	0,1,0	0,0,2	0,0,0	284	99	1	1.0	NA,0.677,1.0	NA,NA,1.0	-0.161
426	"ENSG00000214078.13"	"CPNE1"	chr20	-	35632162	35632385	35632162	35632234	35632310	35632385	426	0,5,0	0,5,1	0,0,2	0,0,1	175	99	1	1.0	NA,0.361,0.0	NA,NA,0.531	-0.351
442	"ENSG00000171456.22"	"ASXL1"	chr20	+	32428127	32428422	32428127	32428248	32428324	32428422	442	1,2,1	0,2,0	0,0,0	3,0,0	175	99	1	1.0	1.0,0.361,1.0	0.0,NA,NA	0.787
443	"ENSG00000291100.1"	"ENSG00000291100"	chr20	-	28583024	28583946	28583024	28583110	28583869	28583946	443	0,0,2	0,2,1	2,0,0	0,0,0	858	99	1	1.0	NA,0.0,0.188	1.0,NA,NA	-0.906
460	"ENSG00000101384.12"	"JAG1"	chr20	-	10648548	10649107	10648548	10648722	10649060	10649107	460	0,0,0	1,0,0	0,0,2	0,0,0	437	99	1	1.0	0.0,NA,NA	NA,NA,1.0	-1.0
461	"ENSG00000101384.12"	"JAG1"	chr20	-	10650246	10651694	10650246	10650360	10651580	10651694	461	0,0,1	1,0,2	3,0,0	0,0,0	1319	99	1	1.0	0.0,NA,0.036	1.0,NA,NA	-0.982
481	"ENSG00000101365.21"	"IDH3B"	chr20	-	2659698	2660176	2659698	2659793	2660029	2660176	481	0,0,3	0,0,0	0,0,0	0,0,4	335	99	1	1.0	NA,NA,1.0	NA,NA,0.0	1.0
483	"ENSG00000101365.21"	"IDH3B"	chr20	-	2660456	2660829	2660456	2660590	2660696	2660829	483	0,0,4	0,0,0	0,0,0	0,0,2	205	99	1	1.0	NA,NA,1.0	NA,NA,0.0	1.0
484	"ENSG00000101361.17"	"NOP56"	chr20	+	2657080	2658393	2657080	2657218	2657928	2658393	484	0,0,7	0,5,1	0,0,2	5,1,0	809	99	1	1.0	NA,0.0,0.461	0.0,0.0,1.0	-0.103
489	"ENSG00000125826.22"	"RBCK1"	chr20	+	428490	429094	428490	428589	428950	429094	489	0,2,0	1,0,2	3,0,1	3,0,2	460	99	1	1.0	0.0,1.0,0.0	0.177,NA,0.097	0.196
494	"ENSG00000130726.12"	"TRIM28"	chr19	+	58549736	58550035	58549736	58549860	58549948	58550035	494	0,0,0	5,5,8	2,0,0	7,0,3	187	99	1	1.0	0.0,0.0,0.0	0.131,NA,0.0	-0.066
506	"ENSG00000125503.13"	"PPP1R12C"	chr19	-	55093015	55093233	55093015	55093076	55093152	55093233	506	1,5,1	2,1,2	4,0,1	0,0,0	175	99	1	1.0	0.22,0.739,0.22	1.0,NA,1.0	-0.607
509	"ENSG00000104972.16"	"LILRB1"	chr19	+	54635556	54636652	54635556	54635609	54636493	54636652	509	0,2,1	0,0,0	0,1,0	2,0,1	983	99	1	1.0	NA,1.0,1.0	0.0,1.0,0.0	0.667
510	"ENSG00000104972.16"	"LILRB1"	chr19	+	54635556	54636652	54635556	54635609	54636496	54636652	510	0,2,1	0,0,2	0,1,0	0,0,2	986	99	1	1.0	NA,1.0,0.048	NA,1.0,0.0	0.024
514	"ENSG00000170889.14"	"RPS9"	chr19	+	54206552	54207647	54206552	54206724	54207397	54207647	514	0,0,3	0,0,1	0,0,0	0,1,0	772	99	1	1.0	NA,NA,0.278	NA,0.0,NA	0.278
515	"ENSG00000105618.14"	"PRPF31"	chr19	+	54128072	54128377	54128072	54128200	54128304	54128377	515	0,0,0	1,0,2	0,0,1	0,0,0	203	99	1	1.0	0.0,NA,0.0	NA,NA,1.0	-1.0
525	"ENSG00000039650.12"	"PNKP"	chr19	-	49861448	49861881	49861448	49861510	49861607	49861881	525	0,3,0	0,0,1	0,0,0	4,0,1	196	99	1	1.0	NA,1.0,0.0	0.0,NA,0.0	0.5
526	"ENSG00000039650.12"	"PNKP"	chr19	-	49861607	49861881	49861607	49861695	49861771	49861881	526	0,1,0	1,2,1	0,0,0	3,0,0	175	99	1	1.0	0.0,0.22,0.0	0.0,NA,NA	0.073
529	"ENSG00000104973.19"	"MED25"	chr19	+	49836225	49836979	49836225	49836406	49836846	49836979	529	0,0,2	0,1,0	0,0,1	1,0,0	539	99	1	1.0	NA,0.0,1.0	0.0,NA,1.0	0.0
535	"ENSG00000142546.14"	"NOSIP"	chr19	-	49556548	49556993	49556548	49556736	49556874	49556993	535	0,1,0	0,1,2	1,0,0	0,0,1	237	99	1	1.0	NA,0.295,0.0	1.0,NA,0.0	-0.353
536	"ENSG00000142546.14"	"NOSIP"	chr19	-	49557089	49558978	49557089	49557249	49558896	49558978	536	0,0,6	0,0,1	0,0,1	0,0,1	1746	99	1	1.0	NA,NA,0.254	NA,NA,0.054	0.2
549	"ENSG00000160014.17"	"CALM3"	chr19	+	46605826	46608340	46605826	46605857	46608196	46608340	549	1,1,2	1,0,0	0,2,0	2,0,1	2438	99	0.0968184319471	1.0	0.039,1.0,1.0	0.0,1.0,0.0	0.346
555	"ENSG00000125755.19"	"SYMPK"	chr19	-	45827836	45829205	45827836	45827918	45828969	45829205	555	1,7,14	1,1,1	5,1,1	0,0,3	1150	99	0.126535999042	1.0	0.079,0.376,0.547	1.0,1.0,0.028	-0.342
556	"ENSG00000125755.19"	"SYMPK"	chr19	-	45827836	45829205	45827836	45827918	45829054	45829205	556	1,7,15	0,0,1	8,1,1	0,0,0	1235	99	1	1.0	1.0,1.0,0.546	1.0,1.0,1.0	-0.151
