ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
80	"ENSG00000225470.9"	"JPX"	chrX	+	73998767	74000496	73998767	73998844	73998953	74000496	80	0,0,1	0,0,0	0,0,0	0,0,6	198	99	1	1.0	NA,NA,1.0	NA,NA,0.0	1.0
81	"ENSG00000225470.9"	"JPX"	chrX	+	73998953	73999669	73998953	73999051	73999185	73999669	81	0,0,3	0,0,0	2,0,5	0,0,2	198	99	1	1.0	NA,NA,1.0	1.0,NA,0.556	0.222
86	"ENSG00000198034.11"	"RPS4X"	chrX	-	72273800	72275150	72273800	72273972	72275052	72275150	86	0,1,1	5,6,20	0,0,1	1,1,8	198	99	1	1.0	0.0,0.077,0.024	0.0,0.0,0.059	0.014
87	"ENSG00000147162.15"	"OGT"	chrX	+	71544566	71548023	71544566	71544635	71547906	71548023	87	0,1,10	0,0,0	0,0,1	0,0,2	198	99	1	1.0	NA,1.0,1.0	NA,NA,0.2	0.8
109	"ENSG00000147168.14"	"IL2RG"	chrX	-	71108276	71108695	71108276	71108346	71108598	71108695	109	0,0,3	0,0,0	1,0,2	2,1,2	198	99	1	1.0	NA,NA,1.0	0.2,0.0,0.333	0.822
110	"ENSG00000147168.14"	"IL2RG"	chrX	-	71110155	71110688	71110155	71110295	71110503	71110688	110	0,0,1	1,0,1	0,0,0	0,0,1	198	99	1	1.0	0.0,NA,0.333	NA,NA,0.0	0.167
119	"ENSG00000072506.14"	"HSD17B10"	chrX	-	53431260	53431906	53431260	53431594	53431797	53431906	119	0,0,4	0,0,1	0,0,0	1,0,0	198	99	1	1.0	NA,NA,0.667	0.0,NA,NA	0.667
121	"ENSG00000126012.13"	"KDM5C"	chrX	-	53198489	53198888	53198489	53198637	53198763	53198888	121	0,1,4	0,1,0	0,0,1	1,0,0	198	99	1	1.0	NA,0.333,1.0	0.0,NA,1.0	0.166
122	"ENSG00000126012.13"	"KDM5C"	chrX	-	53211496	53211906	53211496	53211655	53211786	53211906	122	0,1,1	1,2,6	0,0,0	0,0,1	198	99	1	1.0	0.0,0.2,0.077	NA,NA,0.0	0.092
123	"ENSG00000184205.14"	"TSPYL2"	chrX	+	53084531	53084866	53084531	53084622	53084754	53084866	123	0,0,3	0,2,6	0,0,2	0,0,0	198	99	1	1.0	NA,0.0,0.2	NA,NA,1.0	-0.9
127	"ENSG00000068400.14"	"GRIPAP1"	chrX	-	48975154	48976111	48975154	48975309	48976017	48976111	127	0,2,4	1,4,0	1,0,7	1,1,2	198	99	0.765818168032	1.0	0.0,0.2,1.0	0.333,0.0,0.636	0.077
129	"ENSG00000068400.14"	"GRIPAP1"	chrX	-	48975154	48976363	48975154	48976111	48976240	48976363	129	0,7,2	4,4,4	1,0,4	6,2,5	198	99	0.248185129054	1.0	0.0,0.467,0.2	0.077,0.0,0.286	0.101
131	"ENSG00000068400.14"	"GRIPAP1"	chrX	-	48988120	48989710	48988120	48988198	48989610	48989710	131	1,3,3	0,1,0	1,0,3	0,0,3	198	99	1	1.0	1.0,0.6,1.0	1.0,NA,0.333	0.2
132	"ENSG00000068400.14"	"GRIPAP1"	chrX	-	48997249	48999299	48997249	48997357	48999237	48999299	132	0,2,2	0,0,0	3,0,1	0,0,2	198	99	1	1.0	NA,1.0,1.0	1.0,NA,0.2	0.4
133	"ENSG00000068400.14"	"GRIPAP1"	chrX	-	48999237	48999504	48999237	48999299	48999437	48999504	133	0,0,0	2,8,7	0,0,1	5,0,1	198	99	1	1.0	0.0,0.0,0.0	0.0,NA,0.333	-0.167
134	"ENSG00000101940.18"	"WDR13"	chrX	+	48597491	48598037	48597491	48597614	48597957	48598037	134	0,2,0	0,0,0	0,0,0	0,1,0	198	99	1	1.0	NA,1.0,NA	NA,0.0,NA	1.0
153	"ENSG00000215301.11"	"DDX3X"	chrX	+	41337407	41339083	41337407	41337465	41339035	41339083	153	0,1,2	0,4,3	0,0,0	1,0,0	198	99	1	1.0	NA,0.111,0.25	0.0,NA,NA	0.18
156	"ENSG00000215301.11"	"DDX3X"	chrX	+	41341483	41342653	41341483	41341616	41342494	41342653	156	0,2,5	0,3,5	0,0,0	3,2,0	198	99	1	1.0	NA,0.25,0.333	0.0,0.0,NA	0.291
157	"ENSG00000215301.11"	"DDX3X"	chrX	+	41342494	41342836	41342494	41342653	41342736	41342836	157	0,2,8	0,0,4	0,0,0	0,1,0	182	99	1	1.0	NA,1.0,0.521	NA,0.0,NA	0.76
158	"ENSG00000215301.11"	"DDX3X"	chrX	+	41343215	41344128	41343215	41343351	41343736	41344128	158	0,0,1	0,3,4	0,0,2	1,2,2	198	99	1	1.0	NA,0.0,0.111	0.0,0.0,0.333	-0.056
160	"ENSG00000215301.11"	"DDX3X"	chrX	+	41343736	41344128	41343736	41343822	41344029	41344128	160	0,1,2	0,2,6	0,1,3	4,0,4	198	99	1	1.0	NA,0.2,0.143	0.0,1.0,0.273	-0.253
161	"ENSG00000215301.11"	"DDX3X"	chrX	+	41345179	41345548	41345179	41345324	41345403	41345548	161	0,0,2	0,4,2	0,0,0	1,0,2	178	99	1	1.0	NA,0.0,0.357	0.0,NA,0.0	0.178
164	"ENSG00000215301.11"	"DDX3X"	chrX	+	41346858	41347451	41346858	41347012	41347311	41347451	164	0,0,2	0,1,4	0,0,0	0,0,1	198	99	1	1.0	NA,0.0,0.2	NA,NA,0.0	0.1
165	"ENSG00000215301.11"	"DDX3X"	chrX	+	41346858	41347451	41346858	41347012	41347314	41347451	165	0,0,2	0,1,3	0,0,0	1,0,1	198	99	1	1.0	NA,0.0,0.25	0.0,NA,0.0	0.125
166	"ENSG00000215301.11"	"DDX3X"	chrX	+	41347311	41349886	41347311	41347451	41347639	41349886	166	0,0,1	0,1,1	0,0,2	0,1,2	198	99	1	1.0	NA,0.0,0.333	NA,0.0,0.333	0.0
168	"ENSG00000156313.15"	"RPGR"	chrX	-	38287093	38288041	38287093	38287245	38287860	38288041	168	0,0,1	0,0,2	0,0,0	0,0,1	198	99	1	1.0	NA,NA,0.2	NA,NA,0.0	0.2
181	"ENSG00000046651.16"	"OFD1"	chrX	+	13757659	13760720	13757659	13757790	13758336	13760720	181	1,0,3	1,3,5	0,0,2	0,0,1	198	99	1	1.0	0.333,0.0,0.231	NA,NA,0.5	-0.312
183	"ENSG00000046651.16"	"OFD1"	chrX	+	13758336	13760720	13758336	13758448	13760114	13760720	183	0,1,0	0,2,7	0,0,0	1,0,0	198	99	1	1.0	NA,0.2,0.0	0.0,NA,NA	0.1
190	"ENSG00000102125.17"	"TAFAZZIN"	chrX	+	154419542	154419746	154419542	154419623	154419704	154419746	190	1,0,0	0,0,0	0,0,0	1,0,0	180	99	1	1.0	1.0,NA,NA	0.0,NA,NA	1.0
192	"ENSG00000102125.17"	"TAFAZZIN"	chrX	+	154419542	154420094	154419542	154419746	154420031	154420094	192	0,0,0	1,0,0	1,0,0	0,0,0	198	99	1	1.0	0.0,NA,NA	1.0,NA,NA	-1.0
193	"ENSG00000102125.17"	"TAFAZZIN"	chrX	+	154420031	154420264	154420031	154420094	154420211	154420264	193	0,0,1	1,1,1	0,0,0	1,0,0	198	99	1	1.0	0.0,0.0,0.333	0.0,NA,NA	0.111
197	"ENSG00000005302.19"	"MSL3"	chrX	+	11763779	11765729	11763779	11763938	11765466	11765729	197	1,3,5	0,0,1	0,0,2	0,0,0	198	99	1	1.0	1.0,1.0,0.714	NA,NA,1.0	-0.095
200	"ENSG00000005302.19"	"MSL3"	chrX	+	11763779	11768682	11763779	11765729	11768572	11768682	200	0,0,3	0,0,1	0,0,1	0,0,0	198	99	1	1.0	NA,NA,0.6	NA,NA,1.0	-0.4
208	"ENSG00000100288.20"	"CHKB"	chr22	-	50580189	50580416	50580189	50580271	50580357	50580416	208	0,4,5	0,0,6	1,0,2	0,0,2	185	99	1	1.0	NA,1.0,0.308	1.0,NA,0.349	-0.02
209	"ENSG00000100288.20"	"CHKB"	chr22	-	50581748	50582357	50581748	50581862	50582248	50582357	209	0,3,3	1,0,2	1,0,2	0,0,0	198	99	1	1.0	0.0,1.0,0.429	1.0,NA,1.0	-0.524
210	"ENSG00000205560.13"	"CPT1B"	chr22	-	50571157	50571539	50571157	50571292	50571374	50571539	210	0,2,2	2,1,0	0,0,0	1,0,0	181	99	1	1.0	0.0,0.522,1.0	0.0,NA,NA	0.507
211	"ENSG00000025708.14"	"TYMP"	chr22	-	50526000	50526476	50526000	50526141	50526245	50526476	211	1,3,0	0,0,0	1,1,1	0,0,2	198	99	1	1.0	1.0,1.0,NA	1.0,1.0,0.2	0.267
230	"ENSG00000100359.21"	"SGSM3"	chr22	+	40407016	40407328	40407016	40407071	40407200	40407328	230	0,2,1	1,10,7	1,1,0	2,0,0	198	99	1	1.0	0.0,0.091,0.067	0.2,1.0,NA	-0.547
231	"ENSG00000100359.21"	"SGSM3"	chr22	+	40407016	40407568	40407016	40407328	40407412	40407568	231	0,4,3	0,5,6	0,0,2	0,0,4	183	99	1	1.0	NA,0.302,0.213	NA,NA,0.213	0.045
232	"ENSG00000100359.21"	"SGSM3"	chr22	+	40408793	40409372	40408793	40408842	40408932	40409372	232	0,1,0	0,1,6	0,2,0	0,0,0	189	99	1	1.0	NA,0.344,0.0	NA,1.0,NA	-0.828
235	"ENSG00000239900.14"	"ADSL"	chr22	+	40349831	40353117	40349831	40350035	40353072	40353117	235	0,0,1	0,0,3	0,0,0	0,0,1	198	99	1	1.0	NA,NA,0.143	NA,NA,0.0	0.143
240	"ENSG00000239900.14"	"ADSL"	chr22	+	40361487	40363071	40361487	40361635	40362980	40363071	240	0,3,2	0,0,4	0,0,1	0,0,1	198	99	1	1.0	NA,1.0,0.2	NA,NA,0.333	0.267
245	"ENSG00000100242.16"	"SUN2"	chr22	-	38740266	38741050	38740266	38740432	38741006	38741050	245	3,1,4	0,1,0	1,0,3	0,0,0	198	99	1	1.0	1.0,0.333,1.0	1.0,NA,1.0	-0.222
247	"ENSG00000100055.21"	"CYTH4"	chr22	+	37311455	37312174	37311455	37311527	37312019	37312174	247	1,1,9	1,6,4	0,0,1	1,0,0	198	99	1	1.0	0.333,0.077,0.529	0.0,NA,1.0	-0.187
248	"ENSG00000100365.16"	"NCF4"	chr22	+	36875652	36876094	36875652	36875783	36876028	36876094	248	0,1,3	1,0,1	0,0,0	0,0,1	198	99	1	1.0	0.0,1.0,0.6	NA,NA,0.0	0.533
252	"ENSG00000100345.23"	"MYH9"	chr22	-	36319539	36320363	36319539	36319635	36320219	36320363	252	11,4,17	1,4,4	2,5,1	4,0,0	198	99	0.220008131841	1.0	0.846,0.333,0.68	0.2,1.0,1.0	-0.114
253	"ENSG00000100345.23"	"MYH9"	chr22	-	36320219	36320896	36320219	36320363	36320797	36320896	253	8,4,20	0,3,8	2,5,1	0,0,1	198	99	0.000738430534491	0.096450388274286	1.0,0.4,0.556	1.0,1.0,0.333	-0.126
261	"ENSG00000198089.16"	"SFI1"	chr22	+	31604868	31606430	31604868	31604945	31606327	31606430	261	0,0,2	2,0,1	0,0,0	1,0,0	198	99	1	1.0	0.0,NA,0.5	0.0,NA,NA	0.25
270	"ENSG00000100325.15"	"ASCC2"	chr22	-	29793359	29793676	29793359	29793490	29793576	29793676	270	0,1,0	0,0,2	0,0,0	0,0,1	185	99	1	1.0	NA,1.0,0.0	NA,NA,0.0	0.5
282	"ENSG00000100038.20"	"TOP3B"	chr22	-	21957026	21958693	21957026	21957595	21958491	21958693	282	1,0,2	2,0,1	2,0,0	0,0,0	198	99	1	1.0	0.2,NA,0.5	1.0,NA,NA	-0.65
283	"ENSG00000100038.20"	"TOP3B"	chr22	-	21959131	21959736	21959131	21959232	21959586	21959736	283	0,0,2	0,1,5	2,0,0	0,0,2	198	99	1	1.0	NA,0.0,0.167	1.0,NA,0.0	-0.416
284	"ENSG00000100038.20"	"TOP3B"	chr22	-	21962428	21962893	21962428	21962602	21962746	21962893	284	0,0,2	1,2,2	2,0,1	4,2,3	198	99	0.347587711922	1.0	0.0,0.0,0.333	0.2,0.0,0.143	-0.003
302	"ENSG00000099949.22"	"LZTR1"	chr22	+	20996695	20996966	20996695	20996801	20996885	20996966	302	0,0,5	0,0,3	1,0,0	2,1,0	183	99	1	1.0	NA,NA,0.474	0.213,0.0,NA	0.367
316	"ENSG00000177663.15"	"IL17RA"	chr22	+	17101995	17102302	17101995	17102043	17102138	17102302	316	0,1,3	0,5,5	2,0,0	2,0,0	194	99	1	1.0	NA,0.093,0.234	0.338,NA,NA	-0.175
330	"ENSG00000160201.12"	"U2AF1"	chr21	-	43092955	43094563	43092955	43093249	43094470	43094563	330	0,0,1	0,0,0	0,0,0	0,4,0	198	99	1	1.0	NA,NA,1.0	NA,0.0,NA	1.0
334	"ENSG00000157601.15"	"MX1"	chr21	+	41441715	41443866	41441715	41441914	41443787	41443866	334	0,0,4	1,4,3	6,1,11	14,0,23	198	99	0.210094375958	1.0	0.0,0.0,0.4	0.176,1.0,0.193	-0.323
335	"ENSG00000157601.15"	"MX1"	chr21	+	41445999	41449295	41445999	41446141	41449136	41449295	335	0,0,0	0,0,2	0,0,1	2,0,7	198	99	1	1.0	NA,NA,0.0	0.0,NA,0.067	-0.034
338	"ENSG00000182093.16"	"GET1"	chr21	+	39405913	39406731	39405913	39406058	39406561	39406731	338	0,0,1	0,0,0	0,0,0	0,0,2	198	99	1	1.0	NA,NA,1.0	NA,NA,0.0	1.0
342	"ENSG00000205581.11"	"HMGN1"	chr21	-	39345145	39348339	39345145	39345274	39348291	39348339	342	0,3,0	0,2,2	0,0,1	0,0,0	198	99	1	1.0	NA,0.429,0.0	NA,NA,1.0	-0.785
343	"ENSG00000205581.11"	"HMGN1"	chr21	-	39348421	39348577	39348421	39348451	39348544	39348577	343	1,1,2	1,16,4	2,0,2	2,0,3	192	99	1	1.0	0.34,0.031,0.205	0.34,NA,0.256	-0.106
378	"ENSG00000101160.15"	"CTSZ"	chr20	-	58996638	58997753	58996638	58996801	58997602	58997753	378	0,7,3	2,3,2	2,0,0	0,0,0	198	99	1	1.0	0.0,0.538,0.429	1.0,NA,NA	-0.678
384	"ENSG00000124126.14"	"PREX1"	chr20	-	48632276	48632639	48632276	48632391	48632495	48632639	384	1,9,9	0,2,0	0,0,1	3,0,0	198	99	1	1.0	1.0,0.692,1.0	0.0,NA,1.0	0.397
385	"ENSG00000080189.15"	"SLC35C2"	chr20	-	46349527	46350890	46349527	46350524	46350760	46350890	385	0,1,0	0,0,2	2,0,1	0,0,0	198	99	1	1.0	NA,1.0,0.0	1.0,NA,1.0	-0.5
395	"ENSG00000166913.13"	"YWHAB"	chr20	+	44901530	44904116	44901530	44901833	44903992	44904116	395	0,0,1	6,4,5	0,0,0	0,0,2	198	99	1	1.0	0.0,0.0,0.091	NA,NA,0.0	0.03
400	"ENSG00000185513.18"	"L3MBTL1"	chr20	+	43528656	43529368	43528656	43528745	43529263	43529368	400	0,0,1	2,0,1	1,0,0	0,0,0	198	99	1	1.0	0.0,NA,0.333	1.0,NA,NA	-0.834
404	"ENSG00000185513.18"	"L3MBTL1"	chr20	+	43534283	43534942	43534283	43534394	43534827	43534942	404	0,0,0	0,0,1	0,0,1	0,0,1	198	99	1	1.0	NA,NA,0.0	NA,NA,0.333	-0.333
421	"ENSG00000131051.24"	"RBM39"	chr20	-	35704667	35705330	35704667	35704746	35705224	35705330	421	4,0,6	1,5,8	0,0,0	6,0,1	198	99	1	1.0	0.667,0.0,0.273	0.0,NA,0.0	0.313
422	"ENSG00000131051.24"	"RBM39"	chr20	-	35738967	35740887	35738967	35739017	35740823	35740887	422	0,1,7	0,1,3	1,0,1	0,1,0	198	99	1	1.0	NA,0.333,0.538	1.0,0.0,1.0	-0.231
425	"ENSG00000214078.13"	"CPNE1"	chr20	-	35626043	35626803	35626043	35626381	35626566	35626803	425	0,6,3	0,1,0	0,0,2	0,0,0	198	99	1	1.0	NA,0.75,1.0	NA,NA,1.0	-0.125
426	"ENSG00000214078.13"	"CPNE1"	chr20	-	35632162	35632385	35632162	35632234	35632310	35632385	426	0,5,0	0,5,1	0,0,2	0,0,1	175	99	1	1.0	NA,0.361,0.0	NA,NA,0.531	-0.351
442	"ENSG00000171456.22"	"ASXL1"	chr20	+	32428127	32428422	32428127	32428248	32428324	32428422	442	1,2,1	0,2,0	0,0,0	3,0,0	175	99	1	1.0	1.0,0.361,1.0	0.0,NA,NA	0.787
443	"ENSG00000291100.1"	"ENSG00000291100"	chr20	-	28583024	28583946	28583024	28583110	28583869	28583946	443	0,0,2	0,2,1	2,0,0	0,0,0	198	99	1	1.0	NA,0.0,0.5	1.0,NA,NA	-0.75
481	"ENSG00000101365.21"	"IDH3B"	chr20	-	2659698	2660176	2659698	2659793	2660029	2660176	481	0,0,3	0,0,0	0,0,0	0,0,4	198	99	1	1.0	NA,NA,1.0	NA,NA,0.0	1.0
483	"ENSG00000101365.21"	"IDH3B"	chr20	-	2660456	2660829	2660456	2660590	2660696	2660829	483	0,0,4	0,0,0	0,0,0	0,0,2	198	99	1	1.0	NA,NA,1.0	NA,NA,0.0	1.0
484	"ENSG00000101361.17"	"NOP56"	chr20	+	2657080	2658393	2657080	2657218	2657928	2658393	484	0,0,4	0,5,1	0,0,0	5,1,0	198	99	1	1.0	NA,0.0,0.667	0.0,0.0,NA	0.334
489	"ENSG00000125826.22"	"RBCK1"	chr20	+	428490	429094	428490	428589	428950	429094	489	0,2,0	1,0,2	3,0,1	3,0,2	198	99	1	1.0	0.0,1.0,0.0	0.333,NA,0.2	0.067
494	"ENSG00000130726.12"	"TRIM28"	chr19	+	58549736	58550035	58549736	58549860	58549948	58550035	494	0,0,0	5,5,8	2,0,0	7,0,3	187	99	1	1.0	0.0,0.0,0.0	0.131,NA,0.0	-0.066
506	"ENSG00000125503.13"	"PPP1R12C"	chr19	-	55093015	55093233	55093015	55093076	55093152	55093233	506	0,5,1	2,1,2	4,0,1	0,0,0	175	99	1	1.0	0.0,0.739,0.22	1.0,NA,1.0	-0.68
509	"ENSG00000104972.16"	"LILRB1"	chr19	+	54635556	54636652	54635556	54635609	54636493	54636652	509	0,2,0	0,0,0	0,1,0	2,0,1	198	99	1	1.0	NA,1.0,NA	0.0,1.0,0.0	0.667
510	"ENSG00000104972.16"	"LILRB1"	chr19	+	54635556	54636652	54635556	54635609	54636496	54636652	510	0,2,0	0,0,2	0,1,0	0,0,2	198	99	1	1.0	NA,1.0,0.0	NA,1.0,0.0	0.0
514	"ENSG00000170889.14"	"RPS9"	chr19	+	54206552	54207647	54206552	54206724	54207397	54207647	514	0,0,1	0,0,1	0,0,0	0,1,0	198	99	1	1.0	NA,NA,0.333	NA,0.0,NA	0.333
515	"ENSG00000105618.14"	"PRPF31"	chr19	+	54128072	54128377	54128072	54128200	54128304	54128377	515	0,0,0	1,0,2	0,0,1	0,0,0	198	99	1	1.0	0.0,NA,0.0	NA,NA,1.0	-1.0
525	"ENSG00000039650.12"	"PNKP"	chr19	-	49861448	49861881	49861448	49861510	49861607	49861881	525	0,3,0	0,0,1	0,0,0	4,0,1	196	99	1	1.0	NA,1.0,0.0	0.0,NA,0.0	0.5
526	"ENSG00000039650.12"	"PNKP"	chr19	-	49861607	49861881	49861607	49861695	49861771	49861881	526	0,1,0	1,2,1	0,0,0	3,0,0	175	99	1	1.0	0.0,0.22,0.0	0.0,NA,NA	0.073
529	"ENSG00000104973.19"	"MED25"	chr19	+	49836225	49836979	49836225	49836406	49836846	49836979	529	0,0,2	0,1,0	0,0,1	1,0,0	198	99	1	1.0	NA,0.0,1.0	0.0,NA,1.0	0.0
535	"ENSG00000142546.14"	"NOSIP"	chr19	-	49556548	49556993	49556548	49556736	49556874	49556993	535	0,1,0	0,1,2	1,0,0	0,0,1	198	99	1	1.0	NA,0.333,0.0	1.0,NA,0.0	-0.334
549	"ENSG00000160014.17"	"CALM3"	chr19	+	46605826	46608340	46605826	46605857	46608196	46608340	549	0,1,0	1,0,0	0,0,0	2,0,1	198	99	1	1.0	0.0,1.0,NA	0.0,NA,0.0	0.5
555	"ENSG00000125755.19"	"SYMPK"	chr19	-	45827836	45829205	45827836	45827918	45828969	45829205	555	0,7,3	1,1,1	4,1,1	0,0,3	198	99	0.592888657948	1.0	0.0,0.778,0.6	1.0,1.0,0.143	-0.255
556	"ENSG00000125755.19"	"SYMPK"	chr19	-	45827836	45829205	45827836	45827918	45829054	45829205	556	0,7,2	0,0,1	7,1,1	0,0,0	198	99	1	1.0	NA,1.0,0.5	1.0,1.0,1.0	-0.25
557	"ENSG00000125755.19"	"SYMPK"	chr19	-	45854174	45854507	45854174	45854240	45854390	45854507	557	1,1,2	2,2,3	1,0,0	2,0,2	198	99	1	1.0	0.2,0.2,0.25	0.2,NA,0.0	0.117
559	"ENSG00000104936.20"	"DMPK"	chr19	-	45770970	45771396	45770970	45771060	45771349	45771396	559	1,0,1	0,0,0	0,0,0	0,0,1	198	99	1	1.0	1.0,NA,1.0	NA,NA,0.0	1.0
565	"ENSG00000104856.15"	"RELB"	chr19	+	45034243	45034528	45034243	45034312	45034450	45034528	565	0,1,0	1,7,2	0,0,1	5,1,4	198	99	1	1.0	0.0,0.067,0.0	0.0,0.0,0.111	-0.015
568	"ENSG00000198900.7"	"TOP1"	chr20	+	41092471	41097341	41092471	41092587	41097219	41097341	568	0,0,2	0,1,3	0,0,0	0,0,1	198	99	1	1.0	NA,0.0,0.25	NA,NA,0.0	0.125
571	"ENSG00000073050.12"	"XRCC1"	chr19	-	43552796	43553091	43552796	43552908	43552981	43553091	571	0,0,2	0,0,2	1,0,2	0,0,0	172	99	1	1.0	NA,NA,0.365	1.0,NA,1.0	-0.635
576	"ENSG00000076928.20"	"ARHGEF1"	chr19	+	41892024	41892373	41892024	41892123	41892330	41892373	576	1,1,4	4,4,8	3,0,2	5,0,0	198	99	1	1.0	0.111,0.111,0.2	0.231,NA,1.0	-0.475
583	"ENSG00000248098.12"	"BCKDHA"	chr19	+	41410636	41411009	41410636	41410816	41410922	41411009	583	0,0,0	2,0,3	2,0,0	0,0,0	198	99	1	1.0	0.0,NA,0.0	1.0,NA,NA	-1.0
600	"ENSG00000105193.9"	"RPS16"	chr19	-	39433222	39433569	39433222	39433418	39433521	39433569	600	1,0,0	5,6,8	0,1,1	5,10,4	198	99	1	1.0	0.091,0.0,0.0	0.0,0.048,0.111	-0.023
601	"ENSG00000105193.9"	"RPS16"	chr19	-	39433521	39433761	39433521	39433569	39433664	39433761	601	0,0,0	7,10,10	0,1,1	6,7,5	194	99	1	1.0	0.0,0.0,0.0	0.0,0.068,0.093	-0.054
602	"ENSG00000105193.9"	"RPS16"	chr19	-	39433664	39435708	39433664	39433761	39435606	39435708	602	2,4,2	4,7,13	1,0,3	2,7,7	198	99	0.247345978301	1.0	0.2,0.222,0.071	0.2,0.0,0.176	0.039
604	"ENSG00000006712.15"	"PAF1"	chr19	-	39389479	39389761	39389479	39389546	39389639	39389761	604	0,2,0	0,1,1	0,0,0	0,6,0	192	99	1	1.0	NA,0.508,0.0	NA,0.0,NA	0.254
606	"ENSG00000130755.13"	"GMFG"	chr19	-	39328358	39329073	39328358	39328548	39328999	39329073	606	0,0,1	0,0,0	0,0,0	2,0,0	198	99	1	1.0	NA,NA,1.0	0.0,NA,NA	1.0
611	"ENSG00000104823.9"	"ECH1"	chr19	-	38815856	38816355	38815856	38816007	38816283	38816355	611	0,0,1	0,0,0	0,0,0	1,2,2	198	99	1	1.0	NA,NA,1.0	0.0,0.0,0.0	1.0
617	"ENSG00000130244.13"	"FAM98C"	chr19	+	38403337	38403694	38403337	38403486	38403559	38403694	617	0,0,0	0,0,2	0,0,1	0,0,0	172	99	1	1.0	NA,NA,0.0	NA,NA,1.0	-1.0
635	"ENSG00000267796.8"	"LIN37"	chr19	+	35754245	35754519	35754245	35754319	35754392	35754519	635	0,0,1	0,0,3	1,0,1	0,0,0	172	99	1	1.0	NA,NA,0.161	1.0,NA,1.0	-0.839
641	"ENSG00000012124.17"	"CD22"	chr19	+	35332018	35332924	35332018	35332074	35332552	35332924	641	0,1,0	0,0,0	0,0,0	1,0,0	198	99	1	1.0	NA,1.0,NA	0.0,NA,NA	1.0
663	"ENSG00000267575.9"	"LINC02987"	chr19	+	27805604	27806185	27805604	27805811	27805927	27806185	663	0,0,1	0,0,0	0,0,0	2,0,0	198	99	1	1.0	NA,NA,1.0	0.0,NA,NA	1.0
