ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
75	"ENSG00000046651.16"	"OFD1"	chrX	+	13763744	13763855	13767126	13767284	13762343	13762444	13768053	13768224	75	0,2,6	1,5,15	0,1,6	4,0,0	210	257	0.0111099690805	0.663820652559875	0.0,0.329,0.329	0.0,1.0,1.0	-0.447
81	"ENSG00000079974.19"	"RABL2B"	chr22	-	50780024	50780226	50780612	50780718	50777951	50777981	50782187	50782351	81	0,0,0	0,1,0	0,0,2	0,0,0	205	301	1	1.0	NA,0.0,NA	NA,NA,1.0	-1.0
92	"ENSG00000100393.15"	"EP300"	chr22	+	41141047	41141222	41146738	41146816	41140139	41140257	41147836	41147946	92	0,0,4	0,4,3	0,0,1	0,0,0	274	177	1	1.0	NA,0.0,0.463	NA,NA,1.0	-0.768
94	"ENSG00000239900.14"	"ADSL"	chr22	+	40353072	40353117	40354247	40354327	40349831	40350035	40358863	40359035	94	0,0,2	0,4,0	0,0,1	0,0,0	144	179	1	1.0	NA,0.0,1.0	NA,NA,1.0	-0.5
95	"ENSG00000100354.21"	"TNRC6B"	chr22	+	40264687	40267036	40270121	40270280	40261831	40262173	40273424	40273600	95	4,30,47	1,0,0	13,0,7	0,0,0	2448	258	1	1.0	0.297,1.0,1.0	1.0,NA,1.0	-0.234
117	"ENSG00000015475.19"	"BID"	chr22	-	17743802	17744013	17750104	17750174	17739348	17739488	17774380	17774495	117	0,2,0	0,1,1	0,0,2	0,0,0	169	310	1	1.0	NA,0.786,0.0	NA,NA,1.0	-0.607
118	"ENSG00000099968.18"	"BCL2L13"	chr22	+	17683213	17683321	17702242	17702386	17655661	17655832	17726676	17730855	118	0,0,1	0,0,0	0,0,0	2,0,0	207	243	1	1.0	NA,NA,1.0	0.0,NA,NA	1.0
124	"ENSG00000157601.15"	"MX1"	chr21	+	41449136	41449295	41451166	41451243	41445999	41446141	41452620	41452869	124	0,0,3	0,0,1	2,0,8	0,4,5	258	176	1	1.0	NA,NA,0.672	1.0,0.0,0.522	0.165
138	"ENSG00000182670.14"	"TTC3"	chr21	+	37157160	37157214	37158130	37158203	37156654	37156906	37159698	37159745	138	0,0,2	0,0,2	1,0,0	0,0,0	153	172	1	1.0	NA,NA,0.529	1.0,NA,NA	-0.471
143	"ENSG00000142192.22"	"APP"	chr21	-	25997359	25997416	26000014	26000182	25982343	25982477	26021839	26022042	143	10,22,44	0,4,0	11,7,5	0,0,0	267	156	0.366026210814	1.0	1.0,0.763,1.0	1.0,1.0,1.0	-0.079
160	"ENSG00000101160.15"	"CTSZ"	chr20	-	58997854	58997954	58999234	58999580	58997602	58997753	59001464	59001644	160	3,1,1	1,0,0	0,0,4	2,0,0	445	199	1	1.0	0.573,1.0,1.0	0.0,NA,1.0	0.358
202	"ENSG00000101084.19"	"RAB5IF"	chr20	+	36607889	36608000	36609600	36609730	36607714	36607818	36612009	36612557	202	0,0,0	0,0,6	2,0,0	0,0,1	210	229	1	1.0	NA,NA,0.0	1.0,NA,0.0	-0.5
203	"ENSG00000101084.19"	"RAB5IF"	chr20	+	36607889	36608000	36609600	36609758	36607714	36607818	36612009	36612557	203	0,0,0	0,0,4	2,0,0	0,0,1	210	257	1	1.0	NA,NA,0.0	1.0,NA,0.0	-0.5
205	"ENSG00000131051.24"	"RBM39"	chr20	-	35739392	35739547	35740524	35740597	35738967	35739017	35740823	35740887	205	1,5,11	0,0,1	1,0,1	0,0,0	172	254	1	1.0	1.0,1.0,0.942	1.0,NA,1.0	-0.019
218	"ENSG00000100997.20"	"ABHD12"	chr20	-	25303549	25303628	25306832	25306915	25302218	25302346	25307965	25308045	218	0,2,1	0,0,0	0,0,0	0,0,2	182	178	1	1.0	NA,1.0,1.0	NA,NA,0.0	1.0
230	"ENSG00000184381.20"	"PLA2G6"	chr22	-	38139981	38140169	38143104	38143288	38134987	38135084	38145437	38145653	230	0,8,0	0,4,4	4,0,1	0,0,4	283	287	1	1.0	NA,0.67,0.0	1.0,NA,0.202	-0.266
240	"ENSG00000039650.12"	"PNKP"	chr19	-	49862184	49862281	49862370	49862463	49862043	49862105	49862537	49862608	240	0,3,0	1,1,0	1,0,1	3,0,0	192	196	1	1.0	0.0,0.754,NA	0.254,NA,1.0	-0.25
249	"ENSG00000160310.19"	"PRMT2"	chr21	+	46658744	46658920	46663382	46663554	46649574	46649739	46664294	46665117	249	0,0,1	0,0,1	1,0,0	0,0,0	275	271	1	1.0	NA,NA,0.496	1.0,NA,NA	-0.504
250	"ENSG00000118156.13"	"ZNF541"	chr19	-	47538141	47538439	47539704	47539878	47532908	47532972	47540175	47540335	250	0,0,0	2,0,0	0,0,2	0,0,0	273	397	1	1.0	0.0,NA,NA	NA,NA,1.0	-1.0
266	"ENSG00000076928.20"	"ARHGEF1"	chr19	+	41904948	41905036	41905174	41905261	41904215	41904383	41905759	41905827	266	0,2,0	1,5,0	0,0,2	4,1,2	187	186	1	1.0	0.0,0.285,NA	0.0,0.0,0.499	-0.024
280	"ENSG00000090006.18"	"LTBP4"	chr19	+	40616888	40617020	40617099	40617225	40614314	40614446	40619346	40619493	280	1,0,1	0,0,1	2,0,0	0,0,0	231	225	1	1.0	1.0,NA,0.493	1.0,NA,NA	-0.254
282	"ENSG00000130402.14"	"ACTN4"	chr19	+	38710256	38710342	38711275	38711361	38709394	38709476	38714468	38714561	282	0,3,0	0,0,1	2,0,0	0,0,0	185	185	1	1.0	NA,1.0,0.0	1.0,NA,NA	-0.5
287	"ENSG00000245680.11"	"ZNF585B"	chr19	-	37195880	37196019	37198938	37199054	37190023	37190150	37207039	37207254	287	0,0,2	0,0,0	0,0,0	2,0,0	215	238	1	1.0	NA,NA,1.0	0.0,NA,NA	1.0
307	"ENSG00000011243.19"	"AKAP8L"	chr19	-	15403474	15403555	15403657	15403715	15401149	15401603	15404009	15404042	307	0,0,1	1,1,0	0,0,0	2,0,0	157	180	1	1.0	0.0,0.0,1.0	0.0,NA,NA	0.333
320	"ENSG00000060069.18"	"CTDP1"	chr18	+	79728906	79729069	79736354	79736521	79717809	79718016	79753651	79754503	320	0,0,3	0,1,0	0,0,1	0,0,0	262	266	1	1.0	NA,0.0,1.0	NA,NA,1.0	-0.5
322	"ENSG00000134444.15"	"RELCH"	chr18	+	62279773	62279856	62280359	62280442	62275373	62275473	62280645	62280709	322	0,0,2	0,0,2	0,0,0	1,0,1	182	182	1	1.0	NA,NA,0.5	0.0,NA,0.0	0.5
325	"ENSG00000172175.16"	"MALT1"	chr18	+	58734306	58734381	58734450	58734566	58733396	58733574	58735201	58735329	325	0,0,1	0,1,0	2,0,0	0,0,0	174	215	1	1.0	NA,0.0,1.0	1.0,NA,NA	-0.5
338	"ENSG00000196628.20"	"TCF4"	chr18	-	55482149	55482256	55518981	55519024	55464075	55464137	55585279	55585352	338	0,0,0	0,0,1	0,0,1	0,0,0	142	206	1	1.0	NA,NA,0.0	NA,NA,1.0	-1.0
340	"ENSG00000141644.19"	"MBD1"	chr18	-	50274185	50274353	50274976	50275045	50273563	50273863	50275128	50275245	340	1,5,1	0,1,4	2,2,0	0,1,0	168	267	1	1.0	1.0,0.888,0.284	1.0,0.761,NA	-0.157
359	"ENSG00000171466.10"	"ZNF562"	chr19	-	9658008	9658135	9659378	9659467	9656546	9656653	9660719	9660874	359	0,0,0	0,0,2	2,0,0	0,0,0	188	226	1	1.0	NA,NA,0.0	1.0,NA,NA	-1.0
379	"ENSG00000175063.17"	"UBE2C"	chr20	+	45814383	45814470	45815540	45815745	45813436	45813464	45815853	45815913	379	0,0,2	0,0,2	0,0,0	0,0,1	186	304	1	1.0	NA,NA,0.62	NA,NA,0.0	0.62
391	"ENSG00000101557.15"	"USP14"	chr18	+	166786	166819	178932	179037	163307	163453	180235	180339	391	0,0,0	0,1,0	0,0,2	0,0,0	132	204	1	1.0	NA,0.0,NA	NA,NA,1.0	-1.0
395	"ENSG00000185624.16"	"P4HB"	chr17	-	81846946	81847068	81847242	81847347	81846428	81846629	81855141	81855279	395	8,1,3	8,3,7	0,0,1	5,0,5	204	221	1	1.0	0.52,0.265,0.317	0.0,NA,0.178	0.278
401	"ENSG00000185339.10"	"TCN2"	chr22	+	30612872	30613042	30614348	30614501	30610870	30611063	30615300	30615473	401	0,0,1	0,0,0	0,0,0	2,0,0	269	252	1	1.0	NA,NA,1.0	0.0,NA,NA	1.0
403	"ENSG00000125450.11"	"NUP85"	chr17	+	75218184	75218306	75225102	75225237	75215753	75215823	75225341	75225464	403	2,0,0	0,0,1	1,0,0	4,0,1	221	234	1	1.0	1.0,NA,0.0	0.209,NA,0.0	0.396
419	"ENSG00000108848.16"	"LUC7L3"	chr17	+	50737286	50737479	50738140	50738199	50736959	50737026	50740305	50740345	419	2,2,3	0,0,1	3,0,1	0,0,0	292	158	1	1.0	1.0,1.0,0.619	1.0,NA,1.0	-0.127
422	"ENSG00000159210.10"	"SNF8"	chr17	-	48933204	48933346	48940923	48941062	48931642	48931717	48943924	48943975	422	0,0,1	0,1,0	2,0,0	0,0,0	238	241	1	1.0	NA,0.0,1.0	1.0,NA,NA	-0.5
437	"ENSG00000108799.13"	"EZH1"	chr17	-	42722794	42722915	42724304	42724424	42720272	42720449	42727634	42727763	437	0,1,1	2,1,6	0,0,0	1,0,0	219	220	1	1.0	0.0,0.501,0.143	0.0,NA,NA	0.215
441	"ENSG00000073605.19"	"GSDMB"	chr17	-	39906960	39906987	39908175	39908214	39906110	39906271	39908957	39909042	441	0,0,0	0,1,1	1,0,0	0,0,1	138	126	1	1.0	NA,0.0,0.0	1.0,NA,0.0	-0.5
447	"ENSG00000161405.17"	"IKZF3"	chr17	-	39788257	39788374	39791415	39791583	39777650	39777767	39792672	39792933	447	0,1,0	3,0,0	2,0,0	0,0,0	267	216	1	1.0	0.0,1.0,NA	1.0,NA,NA	-0.5
449	"ENSG00000161405.17"	"IKZF3"	chr17	-	39791415	39791583	39792672	39792933	39788257	39788374	39829386	39829488	449	0,2,0	0,0,0	0,0,0	2,0,0	360	267	1	1.0	NA,1.0,NA	0.0,NA,NA	1.0
450	"ENSG00000161405.17"	"IKZF3"	chr17	-	39792672	39792933	39829386	39829488	39791415	39791583	39832097	39832151	450	0,0,0	0,1,0	2,0,0	0,0,0	201	360	1	1.0	NA,0.0,NA	1.0,NA,NA	-1.0
454	"ENSG00000275700.6"	"AATF"	chr17	+	36953769	36953907	36986616	36986731	36952885	36953296	36988518	36988720	454	1,3,6	0,0,1	3,0,0	3,0,1	237	214	1	1.0	1.0,1.0,0.844	0.475,NA,0.0	0.71
464	"ENSG00000101266.19"	"CSNK2A1"	chr20	-	499254	499305	499832	499934	497720	497780	505117	505229	464	0,2,0	0,0,0	0,0,0	0,0,8	201	150	1	1.0	NA,1.0,NA	NA,NA,0.0	1.0
469	"ENSG00000175662.18"	"TOM1L2"	chr17	-	17882704	17882863	17884633	17884768	17879626	17879743	17893660	17893810	469	0,0,1	0,2,2	0,0,0	1,0,0	234	258	1	1.0	NA,0.0,0.355	0.0,NA,NA	0.177
470	"ENSG00000175662.18"	"TOM1L2"	chr17	-	17884633	17884768	17893660	17893810	17882704	17882863	17898595	17898674	470	0,0,3	2,2,0	0,0,1	0,0,1	249	234	1	1.0	0.0,0.0,1.0	NA,NA,0.484	-0.151
475	"ENSG00000178971.17"	"CTC1"	chr17	-	8228724	8228892	8229141	8229206	8228502	8228629	8229301	8229446	475	0,0,0	0,0,1	0,0,2	0,0,0	164	267	1	1.0	NA,NA,0.0	NA,NA,1.0	-1.0
476	"ENSG00000178971.17"	"CTC1"	chr17	-	8228726	8228892	8229141	8229206	8228502	8228629	8229301	8229446	476	0,0,0	0,0,3	0,0,2	0,0,1	164	265	1	1.0	NA,NA,0.0	NA,NA,0.764	-0.764
480	"ENSG00000132530.17"	"XAF1"	chr17	+	6760405	6760601	6762154	6762240	6758088	6758224	6770642	6770984	480	0,0,0	0,0,3	1,0,3	0,0,2	295	185	1	1.0	NA,NA,0.0	1.0,NA,0.485	-0.742
483	"ENSG00000091592.17"	"NLRP1"	chr17	-	5532821	5532984	5536850	5536940	5530480	5530704	5539414	5539585	483	0,1,0	0,0,0	0,0,0	1,0,0	189	262	1	1.0	NA,1.0,NA	0.0,NA,NA	1.0
487	"ENSG00000141252.21"	"VPS53"	chr17	-	628087	628231	631549	631628	627173	627316	653290	653410	487	0,2,0	0,0,1	1,0,0	2,0,0	178	243	1	1.0	NA,1.0,0.0	0.406,NA,NA	0.094
488	"ENSG00000141252.21"	"VPS53"	chr17	-	655837	655953	661808	661895	653290	653410	697417	697484	488	0,0,1	0,1,3	2,0,0	0,1,2	186	215	1	1.0	NA,0.0,0.278	1.0,0.0,0.0	-0.194
500	"ENSG00000185324.22"	"CDK10"	chr16	+	89687588	89687815	89689251	89689324	89686689	89686797	89690552	89690624	500	0,4,2	1,3,4	6,0,0	0,0,2	326	172	1	1.0	0.0,0.413,0.209	1.0,NA,0.0	-0.293
504	"ENSG00000118705.18"	"RPN2"	chr20	+	37198396	37198492	37199049	37199225	37184179	37184373	37203884	37203960	504	0,2,3	0,2,6	0,0,2	0,0,0	195	275	1	1.0	NA,0.585,0.414	NA,NA,1.0	-0.501
514	"ENSG00000168411.14"	"RFWD3"	chr16	-	74651919	74652122	74660931	74661451	74649131	74649202	74664623	74664745	514	0,3,8	0,2,2	1,0,0	1,0,0	619	302	1	1.0	NA,0.423,0.661	0.328,NA,NA	0.214
518	"ENSG00000039068.20"	"CDH1"	chr16	+	68808692	68808848	68810196	68810341	68808423	68808567	68811683	68811859	518	0,0,3	0,0,2	1,0,1	0,0,0	255	244	1	1.0	NA,NA,0.589	1.0,NA,1.0	-0.411
519	"ENSG00000132600.18"	"PRMT7"	chr16	+	68315896	68316074	68321425	68321462	68312041	68312176	68324682	68324832	519	1,4,1	0,0,1	0,0,1	0,0,0	277	136	1	1.0	1.0,1.0,0.329	NA,NA,1.0	-0.224
532	"ENSG00000135720.13"	"DYNC1LI2"	chr16	-	66742437	66742668	66749196	66749313	66736074	66736244	66751272	66751346	532	1,0,2	0,0,3	0,0,4	0,0,1	216	330	1	1.0	1.0,NA,0.505	NA,NA,0.859	-0.107
533	"ENSG00000254788.7"	"CKLF-CMTM1"	chr16	+	66558189	66558348	66563121	66563217	66552678	66552793	66577103	66577202	533	0,1,1	0,0,1	0,0,1	0,0,0	258	195	1	1.0	NA,1.0,0.43	NA,NA,1.0	-0.285
542	"ENSG00000290927.1"	"ENSG00000290927"	chr16	+	31705348	31705472	31705671	31705792	31704219	31704390	31705889	31706034	542	0,2,2	0,2,1	0,0,0	4,0,0	223	220	1	1.0	NA,0.497,0.664	0.0,NA,NA	0.581
544	"ENSG00000290927.1"	"ENSG00000290927"	chr16	+	31705671	31705792	31705889	31706034	31705348	31705472	31706890	31707437	544	2,0,4	1,0,0	10,0,7	2,0,0	220	244	1	1.0	0.689,NA,1.0	0.847,NA,1.0	-0.079
550	"ENSG00000188603.22"	"CLN3"	chr16	-	28487661	28487741	28488590	28488662	28487455	28487541	28489289	28489386	550	2,1,0	0,0,3	1,0,0	0,0,0	171	179	1	1.0	1.0,1.0,0.0	1.0,NA,NA	-0.333
551	"ENSG00000188603.22"	"CLN3"	chr16	-	28487661	28487741	28489289	28489386	28487455	28487541	28491481	28491560	551	1,1,1	0,0,3	1,0,0	0,0,0	196	179	1	1.0	1.0,1.0,0.233	1.0,NA,NA	-0.256
570	"ENSG00000122390.19"	"NAA60"	chr16	+	3479470	3479600	3482501	3482598	3476221	3476337	3483362	3483597	570	1,2,2	0,0,0	0,0,0	0,0,2	229	196	1	1.0	1.0,1.0,1.0	NA,NA,0.0	1.0
571	"ENSG00000008517.19"	"IL32"	chr16	+	3067376	3067415	3067442	3067613	3065783	3065826	3067983	3068010	571	0,0,0	0,0,2	2,0,0	0,0,0	138	270	1	1.0	NA,NA,0.0	1.0,NA,NA	-1.0
586	"ENSG00000102977.18"	"ACD"	chr16	-	67657985	67658362	67658554	67658641	67657761	67657853	67658719	67658816	586	0,0,0	0,0,1	0,0,1	0,0,0	186	476	1	1.0	NA,NA,0.0	NA,NA,1.0	-1.0
592	"ENSG00000068305.19"	"MEF2A"	chr15	+	99671322	99671454	99671519	99671657	99645560	99645764	99674392	99674612	592	0,0,5	0,0,1	0,0,3	0,0,2	231	237	1	1.0	NA,NA,0.837	NA,NA,0.606	0.231
604	"ENSG00000099991.18"	"CABIN1"	chr22	+	24050824	24050974	24054872	24055159	24049090	24049220	24056191	24056360	604	0,6,2	2,1,2	1,0,1	0,0,0	249	386	1	1.0	0.0,0.903,0.608	1.0,NA,1.0	-0.496
610	"ENSG00000140612.14"	"SEC11A"	chr15	-	84680712	84680832	84687624	84687774	84670724	84670782	84691534	84691644	610	0,0,0	0,0,1	0,0,3	1,0,4	249	219	1	1.0	NA,NA,0.0	0.0,NA,0.397	-0.199
617	"ENSG00000213614.11"	"HEXA"	chr15	-	72346526	72346710	72347685	72347758	72345445	72346325	72348047	72348134	617	1,0,0	3,0,0	0,0,0	2,0,0	172	283	1	1.0	0.354,NA,NA	0.0,NA,NA	0.354
618	"ENSG00000213614.11"	"HEXA"	chr15	-	72362375	72362466	72370430	72370694	72356524	72356617	72375719	72375972	618	0,2,0	0,0,1	0,0,0	1,0,0	363	190	1	1.0	NA,1.0,0.0	0.0,NA,NA	0.5
619	"ENSG00000067225.21"	"PKM"	chr15	-	72202453	72202620	72203021	72203188	72200473	72200655	72206727	72206880	619	2,0,0	5,12,10	0,1,2	12,4,8	266	266	0.804359946907	1.0	0.286,0.0,0.0	0.0,0.2,0.2	-0.038
629	"ENSG00000197535.16"	"MYO5A"	chr15	-	52353870	52354014	52359967	52360081	52353604	52353658	52364553	52364702	629	0,0,1	0,2,4	2,0,3	0,0,1	213	243	1	1.0	NA,0.0,0.222	1.0,NA,0.774	-0.776
642	"ENSG00000134146.12"	"DPH6"	chr15	-	35538273	35538467	35542412	35542507	35454746	35454820	35546118	35546165	642	0,0,0	0,0,2	1,0,2	0,0,0	194	293	1	1.0	NA,NA,0.0	1.0,NA,1.0	-1.0
651	"ENSG00000170113.16"	"NIPA1"	chr15	+	22813632	22813714	22814082	22814153	22812162	22812253	22820312	22820473	651	0,0,1	0,0,0	0,0,0	1,0,0	181	170	1	1.0	NA,NA,1.0	0.0,NA,NA	1.0
655	"ENSG00000290376.1"	"HERC2P3"	chr15	-	20466194	20466370	20483402	20483517	20462830	20463001	20505390	20505493	655	2,3,2	0,0,2	0,0,0	1,0,1	214	275	1	1.0	1.0,1.0,0.562	0.0,NA,0.0	0.854
657	"ENSG00000105669.14"	"COPE"	chr19	-	18906959	18907112	18910970	18911071	18905575	18905629	18912983	18913046	657	0,0,2	0,1,1	1,0,2	2,0,3	200	252	1	1.0	NA,0.0,0.716	0.387,NA,0.457	-0.064
659	"ENSG00000203485.14"	"INF2"	chr14	+	104706909	104707051	104707252	104708002	104706034	104706176	104708435	104708587	659	0,0,1	1,4,13	0,2,0	1,0,2	241	849	0.13492898606	1.0	0.0,0.0,0.213	0.0,1.0,0.0	-0.262
660	"ENSG00000203485.14"	"INF2"	chr14	+	104706909	104707051	104707847	104708002	104706034	104706176	104708435	104708587	660	0,0,1	0,3,5	0,2,0	1,0,1	241	254	1	1.0	NA,0.0,0.174	0.0,1.0,0.0	-0.246
661	"ENSG00000203485.14"	"INF2"	chr14	+	104710087	104710188	104710936	104711007	104709619	104709705	104711078	104711186	661	0,1,3	0,0,1	0,2,0	0,0,0	200	170	1	1.0	NA,1.0,0.718	NA,1.0,NA	-0.141
664	"ENSG00000075413.19"	"MARK3"	chr14	+	103428386	103428440	103448918	103448967	103405075	103405267	103451917	103451983	664	0,0,1	0,0,0	0,0,0	0,2,0	153	148	1	1.0	NA,NA,1.0	NA,0.0,NA	1.0
665	"ENSG00000075413.19"	"MARK3"	chr14	+	103428386	103428440	103451917	103451983	103405075	103405267	103457141	103457212	665	0,0,1	0,0,3	0,0,0	1,0,0	153	165	1	1.0	NA,NA,0.264	0.0,NA,NA	0.264
669	"ENSG00000075413.19"	"MARK3"	chr14	+	103438020	103438333	103448918	103448967	103428386	103428440	103451917	103451983	669	0,1,0	0,0,3	0,0,0	0,2,0	412	148	1	1.0	NA,1.0,0.0	NA,0.0,NA	0.5
672	"ENSG00000075413.19"	"MARK3"	chr14	+	103438024	103438333	103448918	103448967	103428386	103428440	103451917	103451983	672	0,1,0	0,0,3	0,0,0	0,2,0	408	148	1	1.0	NA,1.0,0.0	NA,0.0,NA	0.5
676	"ENSG00000075413.19"	"MARK3"	chr14	+	103448918	103448967	103451917	103451983	103428386	103428440	103457141	103457212	676	0,0,2	0,0,3	0,0,0	1,0,0	148	165	1	1.0	NA,NA,0.426	0.0,NA,NA	0.426
679	"ENSG00000075413.19"	"MARK3"	chr14	+	103487378	103487707	103489052	103491107	103480386	103480490	103491776	103492034	679	0,1,6	1,2,13	0,0,0	0,0,1	428	2154	1	1.0	0.0,0.716,0.699	NA,NA,0.0	0.472
688	"ENSG00000131323.17"	"TRAF3"	chr14	+	102886188	102886269	102889559	102889634	102876357	102876525	102891324	102891417	688	1,0,5	0,3,1	0,1,1	1,0,0	180	174	0.1079621747	1.0	1.0,0.0,0.829	0.0,1.0,1.0	-0.057
750	"ENSG00000100591.8"	"AHSA1"	chr14	+	77462641	77462759	77468082	77468184	77462159	77462242	77469076	77469470	750	0,0,3	1,0,0	0,0,2	0,0,0	217	201	1	1.0	0.0,NA,1.0	NA,NA,1.0	-0.5
762	"ENSG00000072110.16"	"ACTN1"	chr14	-	68878457	68878523	68878988	68879069	68877081	68877240	68879961	68880108	762	1,0,0	0,0,2	2,0,4	0,0,0	180	165	1	1.0	1.0,NA,0.0	1.0,NA,1.0	-0.5
763	"ENSG00000072121.17"	"ZFYVE26"	chr14	-	67805453	67805618	67805901	67806018	67805216	67805305	67806544	67806675	763	0,0,0	0,2,7	2,0,0	5,0,2	216	264	1	1.0	NA,0.0,0.0	0.328,NA,0.0	-0.164
776	"ENSG00000065559.15"	"MAP2K4"	chr17	+	12054888	12054991	12081355	12081530	12020869	12021001	12095574	12095694	776	1,0,0	2,0,0	0,0,0	0,0,1	202	274	1	1.0	0.404,NA,NA	NA,NA,0.0	0.404
779	"ENSG00000112715.26"	"VEGFA"	chr6	+	43778459	43778536	43782010	43782087	43777468	43777665	43784540	43784562	779	2,0,0	0,0,0	0,2,0	1,0,0	176	176	1	1.0	1.0,NA,NA	0.0,1.0,NA	0.5
792	"ENSG00000168394.13"	"TAP1"	chr6	-	32850943	32851149	32852108	32852239	32850319	32850517	32852387	32852502	792	0,0,0	0,0,2	3,0,0	3,0,0	230	305	1	1.0	NA,NA,0.0	0.57,NA,NA	-0.57
794	"ENSG00000204410.16"	"MSH5"	chr6	+	31761817	31761865	31761865	31761955	31761471	31761615	31762111	31762185	794	0,0,0	0,2,1	1,0,0	0,0,1	147	189	1	1.0	NA,0.0,0.0	1.0,NA,0.0	-0.5
801	"ENSG00000124508.17"	"BTN2A2"	chr6	+	26385014	26385362	26388012	26388294	26383791	26383915	26390004	26390211	801	0,3,5	0,2,2	0,0,1	0,2,0	447	381	1	1.0	NA,0.561,0.681	NA,0.0,1.0	0.121
802	"ENSG00000100292.18"	"HMOX1"	chr22	+	35386684	35387176	35389863	35389963	35383105	35383226	35393467	35394207	802	0,2,1	1,0,0	0,0,0	2,0,0	591	199	1	1.0	0.0,1.0,1.0	0.0,NA,NA	0.667
811	"ENSG00000112685.14"	"EXOC2"	chr6	-	657162	657250	689138	689212	637700	637861	693018	693111	811	0,0,2	0,0,0	0,0,1	0,3,0	173	187	1	1.0	NA,NA,1.0	NA,0.0,1.0	0.5
