ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
482	"ENSG00000225470.9"	"JPX"	chrX	+	73944583	73944662	73944317	73944414	73994839	73994961	482	0,0,1	0,0,0	0,0,0	0,0,2	178	99	1	1.0	NA,NA,1.0	NA,NA,0.0	1.0
485	"ENSG00000225470.9"	"JPX"	chrX	+	73946998	73947374	73944326	73944662	73994839	73994961	485	0,0,0	0,0,1	2,0,0	0,0,0	198	99	1	1.0	NA,NA,0.0	1.0,NA,NA	-1.0
530	"ENSG00000225470.9"	"JPX"	chrX	+	73998953	74000496	73998767	73998844	74004269	74007534	530	0,0,0	0,0,1	0,0,2	0,0,0	198	99	1	1.0	NA,NA,0.0	NA,NA,1.0	-1.0
587	"ENSG00000147162.15"	"OGT"	chrX	+	71536177	71536358	71533100	71533336	71537828	71538072	587	1,16,59	0,0,0	11,0,5	2,0,0	198	99	1	1.0	1.0,1.0,1.0	0.733,NA,1.0	0.133
588	"ENSG00000147162.15"	"OGT"	chrX	+	71536207	71536358	71533100	71533336	71537828	71538072	588	0,4,17	0,0,0	3,0,1	2,0,0	198	99	1	1.0	NA,1.0,1.0	0.429,NA,1.0	0.285
593	"ENSG00000147162.15"	"OGT"	chrX	+	71555189	71555385	71554512	71554592	71555953	71556094	593	0,5,24	0,0,11	7,1,4	0,0,0	198	99	1	1.0	NA,1.0,0.522	1.0,1.0,1.0	-0.239
595	"ENSG00000147162.15"	"OGT"	chrX	+	71561774	71561900	71559587	71559677	71562846	71563017	595	1,14,22	0,0,0	7,0,3	1,0,0	198	99	1	1.0	1.0,1.0,1.0	0.778,NA,1.0	0.111
642	"ENSG00000172943.21"	"PHF8"	chrX	-	53993600	53993903	53992735	53992839	53995692	53995782	642	0,0,1	3,1,1	2,0,1	1,0,0	198	99	1	1.0	0.0,0.0,0.333	0.5,NA,1.0	-0.639
646	"ENSG00000086758.17"	"HUWE1"	chrX	-	53562110	53562244	53561755	53561924	53562830	53562929	646	7,10,6	1,0,0	5,2,3	0,0,0	198	99	1	1.0	0.778,1.0,1.0	1.0,1.0,1.0	-0.074
659	"ENSG00000184205.14"	"TSPYL2"	chrX	+	53084953	53085099	53084531	53084866	53085226	53085321	659	0,11,11	0,0,0	0,0,0	0,0,1	198	99	1	1.0	NA,1.0,1.0	NA,NA,0.0	1.0
675	"ENSG00000068400.14"	"GRIPAP1"	chrX	-	48978633	48978729	48978304	48978435	48981214	48981314	675	0,0,1	1,3,7	0,0,0	0,2,6	195	99	1	1.0	0.0,0.0,0.068	NA,0.0,0.0	0.023
686	"ENSG00000068400.14"	"GRIPAP1"	chrX	-	48986164	48986239	48985267	48985402	48987784	48987877	686	0,0,0	0,4,5	0,0,2	3,0,3	174	99	1	1.0	NA,0.0,0.0	0.0,NA,0.275	-0.138
692	"ENSG00000068400.14"	"GRIPAP1"	chrX	-	48990925	48991110	48990684	48990732	48993427	48993578	692	1,17,9	0,3,0	1,3,2	0,0,0	198	99	0.610717099126	1.0	1.0,0.739,1.0	1.0,1.0,1.0	-0.087
694	"ENSG00000068400.14"	"GRIPAP1"	chrX	-	48990925	48991239	48990684	48990732	48993427	48993578	694	1,9,8	0,3,0	0,2,2	0,0,0	198	99	1	1.0	1.0,0.6,1.0	NA,1.0,1.0	-0.133
702	"ENSG00000068400.14"	"GRIPAP1"	chrX	-	48998153	48998180	48994340	48997357	48999237	48999299	702	2,1,11	0,0,0	11,0,4	0,0,2	126	99	1	1.0	1.0,1.0,1.0	1.0,NA,0.611	0.195
703	"ENSG00000068400.14"	"GRIPAP1"	chrX	-	48998153	48998207	48997249	48997357	48999237	48999299	703	0,0,3	0,0,0	0,0,0	0,0,2	153	99	1	1.0	NA,NA,1.0	NA,NA,0.0	1.0
820	"ENSG00000101868.13"	"POLA1"	chrX	+	24703250	24703347	24699424	24699549	24704388	24704469	820	2,1,0	0,6,1	4,0,1	0,0,0	196	99	1	1.0	1.0,0.078,0.0	1.0,NA,1.0	-0.641
825	"ENSG00000101868.13"	"POLA1"	chrX	+	24745417	24745542	24743229	24743329	24748310	24748460	825	0,0,2	0,0,0	0,0,0	0,0,1	198	99	1	1.0	NA,NA,1.0	NA,NA,0.0	1.0
830	"ENSG00000005889.16"	"ZFX"	chrX	+	24161714	24161842	24152719	24152830	24172714	24172800	830	0,1,1	0,0,1	1,0,0	1,0,0	198	99	1	1.0	NA,1.0,0.333	0.333,NA,NA	0.333
840	"ENSG00000130066.17"	"SAT1"	chrX	+	23784293	23784403	23783799	23783883	23785327	23785429	840	0,0,1	2,2,0	2,0,1	0,0,2	198	99	1	1.0	0.0,0.0,1.0	1.0,NA,0.2	-0.267
859	"ENSG00000131828.14"	"PDHA1"	chrX	+	19345735	19345819	19343962	19344094	19349311	19349371	859	0,0,0	0,1,1	0,0,2	2,0,0	183	99	1	1.0	NA,0.0,0.0	0.0,NA,1.0	-0.5
876	"ENSG00000044446.12"	"PHKA2"	chrX	-	18951103	18951272	18948743	18948826	18952493	18952541	876	0,0,1	0,1,0	0,2,3	0,0,0	198	99	1	1.0	NA,0.0,1.0	NA,1.0,1.0	-0.5
899	"ENSG00000046651.16"	"OFD1"	chrX	+	13736107	13736296	13735247	13735346	13736477	13736678	899	2,0,0	0,1,5	0,0,0	2,0,0	198	99	1	1.0	1.0,0.0,0.0	0.0,NA,NA	0.333
902	"ENSG00000046651.16"	"OFD1"	chrX	+	13740088	13740213	13739001	13739032	13744414	13744519	902	0,0,1	0,0,1	0,0,0	0,0,1	198	99	1	1.0	NA,NA,0.333	NA,NA,0.0	0.333
905	"ENSG00000046651.16"	"OFD1"	chrX	+	13751248	13751368	13749426	13749533	13753367	13753441	905	0,0,9	0,0,5	1,0,3	0,0,1	198	99	1	1.0	NA,NA,0.474	1.0,NA,0.6	-0.326
907	"ENSG00000046651.16"	"OFD1"	chrX	+	13763744	13763855	13762343	13762444	13767126	13767284	907	0,2,13	0,0,3	0,2,7	0,0,0	198	99	1	1.0	NA,1.0,0.684	NA,1.0,1.0	-0.158
908	"ENSG00000046651.16"	"OFD1"	chrX	+	13767126	13767284	13763744	13763855	13768053	13768224	908	1,6,18	0,2,0	4,1,3	0,0,0	198	99	1	1.0	1.0,0.6,1.0	1.0,1.0,1.0	-0.133
1008	"ENSG00000079974.19"	"RABL2B"	chr22	-	50780612	50780718	50777951	50777981	50782187	50782351	1008	0,0,0	0,1,1	0,0,2	0,0,0	198	99	1	1.0	NA,0.0,0.0	NA,NA,1.0	-1.0
1014	"ENSG00000254413.8"	"CHKB-CPT1B"	chr22	-	50578548	50578659	50577774	50577934	50579035	50579255	1014	0,3,6	0,0,0	0,2,2	0,0,1	198	99	1	1.0	NA,1.0,1.0	NA,1.0,0.5	0.25
1015	"ENSG00000205560.13"	"CPT1B"	chr22	-	50573807	50573921	50573519	50573715	50574334	50574419	1015	1,0,0	0,0,0	1,0,1	1,0,0	198	99	1	1.0	1.0,NA,NA	0.333,NA,1.0	0.334
1023	"ENSG00000100239.16"	"PPP6R2"	chr22	+	50406688	50406875	50393892	50394135	50414551	50414689	1023	0,2,4	0,0,1	3,0,1	0,0,0	198	99	1	1.0	NA,1.0,0.667	1.0,NA,1.0	-0.166
1024	"ENSG00000100239.16"	"PPP6R2"	chr22	+	50418866	50418979	50416091	50416157	50419345	50419462	1024	1,3,4	0,0,0	1,0,2	1,0,0	198	99	1	1.0	1.0,1.0,1.0	0.333,NA,1.0	0.334
1025	"ENSG00000100239.16"	"PPP6R2"	chr22	+	50418866	50418979	50416091	50416157	50419348	50419462	1025	1,3,10	0,1,0	1,0,1	0,0,0	198	99	1	1.0	1.0,0.6,1.0	1.0,NA,1.0	-0.133
1026	"ENSG00000100239.16"	"PPP6R2"	chr22	+	50436987	50437068	50436366	50436452	50437505	50437603	1026	0,6,6	0,1,0	2,0,1	0,0,1	180	99	1	1.0	NA,0.767,1.0	1.0,NA,0.355	0.206
1069	"ENSG00000075240.17"	"GRAMD4"	chr22	+	46676599	46676668	46675467	46675552	46677146	46679683	1069	0,0,3	0,1,0	1,0,0	0,0,0	168	99	1	1.0	NA,0.0,1.0	1.0,NA,NA	-0.5
1071	"ENSG00000100416.15"	"TRMU"	chr22	+	46343261	46343368	46337778	46337944	46346421	46346544	1071	0,1,4	0,1,1	0,0,0	1,0,0	198	99	1	1.0	NA,0.333,0.667	0.0,NA,NA	0.5
1075	"ENSG00000205643.11"	"CDPF1"	chr22	-	46247109	46247221	46244012	46245238	46248171	46248284	1075	0,0,0	0,0,1	0,1,0	0,0,0	198	99	1	1.0	NA,NA,0.0	NA,1.0,NA	-1.0
1084	"ENSG00000130638.18"	"ATXN10"	chr22	+	45689711	45689903	45671833	45672179	45692995	45693078	1084	0,0,9	0,0,1	2,0,2	0,0,0	198	99	1	1.0	NA,NA,0.818	1.0,NA,1.0	-0.182
1089	"ENSG00000093000.19"	"NUP50"	chr22	+	45166308	45166430	45163986	45164296	45168167	45168246	1089	0,1,0	0,2,1	0,0,0	1,0,2	198	99	1	1.0	NA,0.2,0.0	0.0,NA,0.0	0.1
1106	"ENSG00000138964.17"	"PARVG"	chr22	+	44190550	44190666	44185525	44189254	44192048	44192104	1106	7,0,9	0,0,0	3,1,4	0,0,2	198	99	1	1.0	1.0,NA,1.0	1.0,1.0,0.5	0.167
1108	"ENSG00000138964.17"	"PARVG"	chr22	+	44205756	44205829	44198620	44198722	44206316	44206622	1108	4,13,21	0,0,1	3,2,3	0,0,0	172	99	1	1.0	1.0,1.0,0.924	1.0,1.0,1.0	-0.025
1112	"ENSG00000100266.19"	"PACSIN2"	chr22	-	42876887	42877010	42876136	42876333	42879047	42879169	1112	2,2,5	0,0,0	2,0,0	1,0,0	198	99	1	1.0	1.0,1.0,1.0	0.5,NA,NA	0.5
1121	"ENSG00000183569.18"	"SERHL2"	chr22	+	42555663	42555705	42555231	42555345	42556063	42556083	1121	0,0,0	0,0,4	1,0,0	0,0,0	141	99	1	1.0	NA,NA,0.0	1.0,NA,NA	-1.0
1144	"ENSG00000100138.15"	"SNU13"	chr22	-	41682355	41682587	41680243	41680364	41688793	41688895	1144	4,0,0	0,0,0	0,0,0	3,0,2	198	99	1	1.0	1.0,NA,NA	0.0,NA,0.0	1.0
1181	"ENSG00000100359.21"	"SGSM3"	chr22	+	40401592	40401675	40400695	40400813	40402138	40402205	1181	0,3,4	0,2,3	0,0,2	0,0,0	182	99	1	1.0	NA,0.449,0.42	NA,NA,1.0	-0.566
1185	"ENSG00000239900.14"	"ADSL"	chr22	+	40353072	40353117	40349831	40350035	40358863	40359035	1185	0,0,2	0,2,0	0,0,1	0,0,0	144	99	1	1.0	NA,0.0,1.0	NA,NA,1.0	-0.5
1212	"ENSG00000291015.1"	"ENSG00000291015"	chr22	-	38369985	38370045	38361398	38361560	38380369	38380423	1212	0,0,0	0,0,1	3,0,0	0,0,0	159	99	1	1.0	NA,NA,0.0	1.0,NA,NA	-1.0
1239	"ENSG00000100055.21"	"CYTH4"	chr22	+	37301934	37302031	37300881	37301019	37303253	37303295	1239	0,0,0	2,12,29	0,0,2	0,1,5	196	99	1	1.0	0.0,0.0,0.0	NA,0.0,0.168	-0.084
1240	"ENSG00000100055.21"	"CYTH4"	chr22	+	37303253	37303402	37300906	37301019	37309211	37309323	1240	5,19,39	0,1,0	1,1,8	0,0,0	198	99	1	1.0	1.0,0.905,1.0	1.0,1.0,1.0	-0.032
1241	"ENSG00000100055.21"	"CYTH4"	chr22	+	37304171	37304286	37303253	37303402	37309211	37309323	1241	1,10,10	3,9,16	0,0,2	2,0,3	198	99	1	1.0	0.143,0.357,0.238	0.0,NA,0.25	0.121
1285	"ENSG00000100284.22"	"TOM1"	chr22	+	35321958	35322037	35317876	35317961	35323027	35323177	1285	0,6,6	0,0,1	1,0,0	0,0,0	178	99	1	1.0	NA,1.0,0.769	1.0,NA,NA	-0.115
1331	"ENSG00000285404.1"	"ENSG00000285404"	chr22	+	31810520	31810641	31809610	31809647	31814991	31815212	1331	0,2,3	0,0,1	2,0,1	0,0,0	198	99	1	1.0	NA,1.0,0.6	1.0,NA,1.0	-0.2
1332	"ENSG00000100150.20"	"DEPDC5"	chr22	+	31754861	31754979	31753994	31754164	31758545	31758633	1332	10,4,3	0,0,2	2,0,0	0,0,0	198	99	1	1.0	1.0,1.0,0.429	1.0,NA,NA	-0.19
1337	"ENSG00000100150.20"	"DEPDC5"	chr22	+	31810520	31810665	31809610	31809647	31814991	31815212	1337	0,2,2	0,0,1	2,0,0	0,0,0	198	99	1	1.0	NA,1.0,0.5	1.0,NA,NA	-0.25
1351	"ENSG00000241878.12"	"PISD"	chr22	-	31650698	31650778	31648100	31648276	31662143	31662180	1351	1,0,3	0,0,0	2,0,1	0,0,1	179	99	1	1.0	1.0,NA,1.0	1.0,NA,0.356	0.322
1356	"ENSG00000198089.16"	"SFI1"	chr22	+	31531057	31531129	31528689	31528863	31546860	31546971	1356	0,0,0	0,0,1	0,0,1	0,0,2	171	99	1	1.0	NA,NA,0.0	NA,NA,0.224	-0.224
1358	"ENSG00000198089.16"	"SFI1"	chr22	+	31580271	31580364	31578381	31578452	31583874	31583877	1358	0,2,4	0,0,1	1,0,0	0,0,0	192	99	1	1.0	NA,1.0,0.673	1.0,NA,NA	-0.163
1379	"ENSG00000167065.14"	"DUSP18"	chr22	-	30664954	30665121	30663514	30664080	30667461	30667885	1379	0,0,0	0,4,0	1,0,0	0,0,0	198	99	1	1.0	NA,0.0,NA	1.0,NA,NA	-1.0
1404	"ENSG00000100325.15"	"ASCC2"	chr22	-	29827476	29827600	29825621	29825780	29832244	29832342	1404	0,2,0	2,0,1	0,0,0	2,0,4	198	99	1	1.0	0.0,1.0,0.0	0.0,NA,0.0	0.333
1491	"ENSG00000100014.20"	"SPECC1L"	chr22	+	24311993	24312131	24302194	24302384	24313312	24313466	1491	0,0,0	0,1,5	0,0,2	0,0,0	198	99	1	1.0	NA,0.0,0.0	NA,NA,1.0	-1.0
1492	"ENSG00000100014.20"	"SPECC1L"	chr22	+	24321404	24322918	24321287	24321323	24324219	24324427	1492	0,1,4	0,1,0	1,0,0	0,0,0	198	99	1	1.0	NA,0.333,1.0	1.0,NA,NA	-0.334
1496	"ENSG00000099958.15"	"DERL3"	chr22	-	23838351	23838445	23837658	23837854	23838563	23838637	1496	0,4,14	0,0,0	0,0,2	0,0,1	193	99	1	1.0	NA,1.0,1.0	NA,NA,0.506	0.494
1537	"ENSG00000099949.22"	"LZTR1"	chr22	+	20992793	20992897	20992213	20992369	20993661	20993754	1537	1,0,0	0,0,0	2,0,0	0,0,1	198	99	1	1.0	1.0,NA,NA	1.0,NA,0.0	0.5
1538	"ENSG00000099949.22"	"LZTR1"	chr22	+	20992793	20992904	20992213	20992369	20993661	20993754	1538	1,0,0	0,0,0	2,0,0	0,0,1	198	99	1	1.0	1.0,NA,NA	1.0,NA,0.0	0.5
1550	"ENSG00000099917.17"	"MED15"	chr22	+	20575112	20575232	20568520	20568631	20582610	20582747	1550	0,2,1	2,0,0	0,0,1	0,0,0	198	99	1	1.0	0.0,1.0,1.0	NA,NA,1.0	-0.333
1669	"ENSG00000184787.19"	"UBE2G2"	chr21	-	44801283	44801398	44788059	44788095	44801705	44801768	1669	0,2,0	4,2,5	0,0,0	0,0,1	198	99	1	1.0	0.0,0.333,0.0	NA,NA,0.0	0.111
1694	"ENSG00000157601.15"	"MX1"	chr21	+	41427205	41427304	41426141	41426263	41427754	41427866	1694	3,0,5	0,0,0	43,9,65	0,0,4	198	99	1	1.0	1.0,NA,1.0	1.0,1.0,0.89	0.037
1696	"ENSG00000157601.15"	"MX1"	chr21	+	41429456	41429559	41427754	41427866	41430532	41430608	1696	0,0,0	2,0,9	1,0,0	32,5,37	198	99	1	1.0	0.0,NA,0.0	0.015,0.0,0.0	-0.005
1707	"ENSG00000183486.14"	"MX2"	chr21	+	41390564	41390703	41381963	41382564	41395586	41395785	1707	0,0,2	0,0,0	7,2,9	0,0,1	198	99	1	1.0	NA,NA,1.0	1.0,1.0,0.818	0.061
1741	"ENSG00000205581.11"	"HMGN1"	chr21	-	39345829	39345958	39345145	39345274	39348291	39348339	1741	0,0,0	0,2,2	0,0,1	0,0,0	198	99	1	1.0	NA,0.0,0.0	NA,NA,1.0	-1.0
1748	"ENSG00000205581.11"	"HMGN1"	chr21	-	39347378	39347478	39345145	39345274	39348291	39348339	1748	0,0,0	0,2,2	1,0,0	0,0,0	198	99	1	1.0	NA,0.0,0.0	1.0,NA,NA	-1.0
1786	"ENSG00000182670.14"	"TTC3"	chr21	+	37094004	37094090	37091292	37091413	37095349	37095444	1786	0,0,4	0,0,1	3,0,0	0,0,0	185	99	1	1.0	NA,NA,0.682	1.0,NA,NA	-0.318
1792	"ENSG00000182670.14"	"TTC3"	chr21	+	37157160	37157214	37156654	37156906	37159698	37159745	1792	0,0,2	0,1,3	1,0,0	0,0,0	153	99	1	1.0	NA,0.0,0.301	1.0,NA,NA	-0.85
1794	"ENSG00000182670.14"	"TTC3"	chr21	+	37158130	37158203	37157160	37157214	37159698	37159745	1794	0,0,2	0,0,1	2,0,0	1,0,0	172	99	1	1.0	NA,NA,0.535	0.535,NA,NA	0.0
1795	"ENSG00000182670.14"	"TTC3"	chr21	+	37182773	37182913	37172594	37172744	37185705	37185774	1795	0,6,12	0,0,1	3,1,6	0,0,0	198	99	1	1.0	NA,1.0,0.857	1.0,1.0,1.0	-0.072
1808	"ENSG00000185917.14"	"SETD4"	chr21	-	36057383	36057477	36057108	36057204	36058815	36058924	1808	0,1,0	0,1,0	0,0,0	1,0,1	193	99	1	1.0	NA,0.339,NA	0.0,NA,0.0	0.339
1809	"ENSG00000159216.19"	"RUNX1"	chr21	-	34834409	34834601	34799300	34799462	34859473	34859578	1809	0,3,3	0,0,0	2,0,4	0,0,1	198	99	1	1.0	NA,1.0,1.0	1.0,NA,0.667	0.166
1821	"ENSG00000142188.17"	"TMEM50B"	chr21	-	33436882	33436992	33432484	33432802	33439213	33439297	1821	0,3,6	0,0,1	0,0,1	3,0,0	198	99	1	1.0	NA,1.0,0.75	0.0,NA,1.0	0.375
1883	"ENSG00000142192.22"	"APP"	chr21	-	25905023	25905077	25897572	25897673	25911740	25911962	1883	3,5,5	0,0,1	2,3,4	0,0,0	153	99	1	1.0	1.0,1.0,0.764	1.0,1.0,1.0	-0.079
1884	"ENSG00000142192.22"	"APP"	chr21	-	25997359	25997416	25982343	25982477	26000014	26000182	1884	1,9,2	2,5,15	2,0,6	3,1,0	156	99	0.530014331251	1.0	0.241,0.533,0.078	0.297,0.0,1.0	-0.148
1886	"ENSG00000142192.22"	"APP"	chr21	-	26000014	26000182	25982343	25982477	26021839	26022042	1886	8,20,42	0,0,4	11,7,5	0,0,0	198	99	0.346071941416	1.0	1.0,1.0,0.84	1.0,1.0,1.0	-0.053
1955	"ENSG00000155313.16"	"USP25"	chr21	+	15824038	15824166	15818697	15818846	15824965	15825061	1955	0,2,1	0,0,0	0,0,3	2,0,0	198	99	1	1.0	NA,1.0,1.0	0.0,NA,1.0	0.5
2017	"ENSG00000101152.12"	"DNAJC5"	chr20	+	63931108	63931182	63930850	63931022	63931464	63934044	2017	0,0,1	0,0,2	0,0,0	1,0,0	173	99	1	1.0	NA,NA,0.222	0.0,NA,NA	0.222
2018	"ENSG00000101150.18"	"TPD52L2"	chr20	+	63875815	63875875	63873667	63873816	63882718	63882820	2018	0,2,6	0,1,0	3,0,0	0,0,0	159	99	1	1.0	NA,0.555,1.0	1.0,NA,NA	-0.222
2028	"ENSG00000125534.10"	"PPDPF"	chr20	+	63521283	63521363	63520764	63520894	63521511	63521589	2028	0,5,2	0,1,0	1,0,0	0,0,0	179	99	1	1.0	NA,0.734,1.0	1.0,NA,NA	-0.133
2048	"ENSG00000130706.13"	"ADRM1"	chr20	+	62304460	62304577	62303567	62303781	62306196	62306320	2048	2,2,1	0,0,2	1,0,2	0,0,0	198	99	1	1.0	1.0,1.0,0.2	1.0,NA,1.0	-0.267
2068	"ENSG00000101160.15"	"CTSZ"	chr20	-	58997854	58997954	58997602	58997753	59001464	59001644	2068	1,0,0	1,1,10	2,0,0	0,0,4	198	99	1	1.0	0.333,0.0,0.0	1.0,NA,0.0	-0.389
2071	"ENSG00000101160.15"	"CTSZ"	chr20	-	58999234	58999580	58997854	58997954	59001464	59001644	2071	0,1,0	0,0,0	0,0,0	2,0,0	198	99	1	1.0	NA,1.0,NA	0.0,NA,NA	1.0
2085	"ENSG00000124256.15"	"ZBP1"	chr20	-	57610532	57610695	57610148	57610367	57611726	57611930	2085	0,0,0	1,0,0	0,0,1	0,1,0	198	99	1	1.0	0.0,NA,NA	NA,0.0,1.0	-0.5
2095	"ENSG00000022277.13"	"RTF2"	chr20	+	56516934	56516989	56513314	56513428	56517105	56517201	2095	0,1,4	0,0,1	2,1,0	0,0,0	154	99	1	1.0	NA,1.0,0.72	1.0,1.0,NA	-0.14
2140	"ENSG00000124126.14"	"PREX1"	chr20	-	48734545	48734650	48726289	48726391	48745024	48745147	2140	0,2,3	0,2,0	2,0,0	0,0,0	198	99	1	1.0	NA,0.333,1.0	1.0,NA,NA	-0.334
2145	"ENSG00000101040.20"	"ZMYND8"	chr20	-	47262287	47262428	47249286	47249439	47276313	47276795	2145	0,2,16	0,0,0	0,0,0	4,0,0	198	99	1	1.0	NA,1.0,1.0	0.0,NA,NA	1.0
2147	"ENSG00000101040.20"	"ZMYND8"	chr20	-	47347855	47347926	47310055	47310204	47356656	47356670	2147	0,0,16	0,0,2	0,0,2	0,0,0	170	99	1	1.0	NA,NA,0.823	NA,NA,1.0	-0.177
2153	"ENSG00000080189.15"	"SLC35C2"	chr20	-	46355801	46355874	46355072	46355241	46356573	46356637	2153	3,2,4	0,2,0	0,0,2	0,0,4	172	99	1	1.0	1.0,0.365,1.0	NA,NA,0.223	0.565
2165	"ENSG00000198026.8"	"ZNF335"	chr20	-	45969450	45969691	45968284	45968362	45971209	45971460	2165	0,5,5	0,3,0	1,0,1	0,0,0	198	99	1	1.0	NA,0.455,1.0	1.0,NA,1.0	-0.272
2177	"ENSG00000254806.5"	"SYS1-DBNDD2"	chr20	+	45363528	45363693	45363199	45363315	45365618	45365686	2177	0,2,1	0,0,0	0,0,0	1,0,0	198	99	1	1.0	NA,1.0,1.0	0.0,NA,NA	1.0
2179	"ENSG00000204070.10"	"SYS1"	chr20	+	45363543	45363693	45363168	45363315	45365618	45365686	2179	0,2,0	0,0,0	0,0,0	1,0,0	198	99	1	1.0	NA,1.0,NA	0.0,NA,NA	1.0
2180	"ENSG00000101109.13"	"STK4"	chr20	+	44975323	44975410	44972077	44972158	44978442	44978571	2180	0,1,0	0,2,2	0,0,0	1,0,1	186	99	1	1.0	NA,0.21,0.0	0.0,NA,0.0	0.105
2184	"ENSG00000101109.13"	"STK4"	chr20	+	45053085	45053180	45024972	45025130	45075017	45075608	2184	0,0,0	0,1,0	1,0,0	3,0,3	194	99	1	1.0	NA,0.0,NA	0.145,NA,0.0	-0.072
2198	"ENSG00000166913.13"	"YWHAB"	chr20	+	44887544	44887742	44885739	44885886	44901530	44901833	2198	0,0,0	1,0,0	0,0,2	0,0,0	198	99	1	1.0	0.0,NA,NA	NA,NA,1.0	-1.0
